type,subject,format,question,answer
toss-up,biology,Multiple Choice,"1) Biology – Multiple Choice A plant has a somatic chromosome number of 2n = 22. After a cell in this plant undergoes mitosis, how many chromosomes will the daughter cells each have? W) 11 X) 22 Y) 33 Z) 44",X) 22
bonus,biology,Multiple Choice,1) Biology – Multiple Choice SDS is a detergent. Which of the following explains how SDS denatures proteins? W) Interferes with the hydrophobic interactions that normally stabilize the proteins X) Interferes with the hydrophillic interactions that normally stabilize the proteins Y) Interferes with the amphiphillic [amfih-FILL-ic] interactions that normally stabilize the proteins Z) Breaks the peptide bonds,"W) INTERFERES WITH THE HYDROPHOBIC INTERACTIONS THAT
NORMALLY STABILIZE THE PROTEINS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,2) Chemistry – Short Answer What is the only alkali metal that forms a stable nitride at room temperature and standard pressure?,LITHIUM
bonus,chemistry,Multiple Choice,2) Chemistry – Multiple Choice Which of the following biological macromolecules does NOT contain nitrogen? W) DNA X) RNA Y) Insulin Z) Amylose [AM-il-ohse],Z) AMYLOSE
toss-up,energy,Short Answer,"3) Energy – Short Answer What is the name of the program that the Environmental Protection Agency maintains in an effort to identify and promote energy-efficient products and buildings, thus reducing pollution and waste?",ENERGY STAR
bonus,energy,Multiple Choice,"3) Energy – Multiple Choice When the sun is directly overhead, if all of the sunlight that reaches a single square meter of Earth's surface could be captured and converted to electricity, which of the following is closest to the number of 60-watt incandescent light bulbs that could be illuminated? W) 5 X) 10 Y) 15 Z) 100","Y) 15
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,4) Math – Short Answer What is binary one-zero-zero-one in decimal form?,9
bonus,math,Short Answer,4) Math – Short Answer Perform the following complex number subtraction: –4 – 25i subtracted from –11 – 7i.,–7 + 18i
toss-up,physics,Multiple Choice,5) Physics – Multiple Choice What is the name for a particle that carries a half-integer spin? W) Hadron X) Boson Y) Fermion Z) Proton,Y) FERMION
bonus,physics,Short Answer,5) Physics – Short Answer What quantity is defined as the ratio of the charge on an electric component to the electric potential applied across it?,"CAPACITANCE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,6) Earth and Space – Multiple Choice The majority of Earth’s freshwater is found in which of the following? W) The Pacific Ocean X) Ice and snow Y) Subsurface streams Z) The atmosphere as water vapor,X) ICE AND SNOW
