type,subject,format,question,answer
bonus,physics,Short Answer,1. PHYSICS Short Answer A communications satellite is orbiting the Earth at a speed of 3000 meters per second. What would be the orbital speed in meters per second of a similar satellite that is 4 times as far from the center of the Earth as the first satellite?,"1500
TOSS UP
2. ENERGY Multiple Choice If a 1.5 megawatt turbine were to operate at its annual average
all the time, about how many homes could it fully supply?
W) 3
X) 100
Y) 330
Z) 550
ANSWER: Y) 330"
bonus,energy,Short Answer,"2. ENERGY Short Answer If you are driving 60 miles per hour and your car gets 30 miles per gallon, how many Btus [B-T-USE] of energy are you using per hour if gas contains 125,000 Btus per gallon?","250,000

TOSS UP
3. CHEMISTRY Multiple Choice Which of the following is the IUPAC name for the acid with the
following formula: CH CO H?
3 2
W) Formic acid
X) Butyric acid [byoo-TIR-ik]
Y) Propionic acid [proh-pee-ON-ik]
Z) Ethanoic acid
ANSWER: Z) ETHANOIC ACID"
bonus,chemistry,Multiple Choice,3. CHEMISTRY Multiple Choice Which of the following is the energy in joules of a photon with a frequency of 1.00 x 106 gigahertz? W) 6.63 x 10-19 X) 6.63 x 10-28 Y) 6.63 x 10-34 Z) 6.63 x 10-49,"W) 6.63 X 10-19
TOSS UP
4. MATH Short Answer How many prime numbers less than have a as the units digit?
ANSWER: 50 3
4"
bonus,math,Short Answer,"4. MATH Short Answer If six geese in a gaggle produce 66 eggs in 6,666 days, what is the average number of days it takes a single goose to lay an egg?","606

TOSS UP
5. EARTH AND SPACE Multiple Choice Upon which of the following is the Southern
Oscillation Index based?
W) The observed sea level pressure difference between Darwin and Tahiti
X) The sea surface temperature between Darwin and Tahiti
Y) The ozone levels at Toronto and Montreal
Z) The amount of conduction at the equator
ANSWER: W) THE OBSERVED SEA LEVEL PRESSURE DIFFERENCE BETWEEN DARWIN
AND TAHITI"
bonus,,Multiple Choice,"5. EARTH AND SPACE Multiple Choice Which of the following are three general categories of map projections? W) Cylindrical, conic, azimuthal [az-uh-MUTH-uhl] X) Conformal, spherical, transverse Y) Equidistant, conic, stereographic Z) Cylindrical, oblique, grid","W) CYLINDRICAL, CONIC, AZIMUTHAL
TOSS UP
6. BIOLOGY Multiple Choice Which of the following is NOT a direct adaptation for flight in
birds?
W) Air sacs
X) Large surface area on sternum
Y) Hollow bones
Z) Fused hand bones
ANSWER: W) AIR SACS"
bonus,biology,Short Answer,"6. BIOLOGY Short Answer Name all of the following four bones that are part of the human foot: 1) stylohyoid [sty-loh-HY-oid], 2) calcaneus [kal-KAY-nee-uhs], 3) metacarpals, 4) femur.","2

TOSS UP
7. PHYSICS Short Answer A 5 kilogram mass is oscillating on a spring with a spring constant
of 20 newtons per meter. What is the frequency of the oscillation of this mass in radians per
second?
ANSWER: 2"
bonus,physics,Short Answer,"7. PHYSICS Short Answer A 200 microfarad parallel plate capacitor is connected to a 6 volt battery. Once the capacitor is fully charged, it is disconnected from the battery and a dielectric is inserted between the plates with a dielectric constant of 5. Expressed as a decimal, what is the new voltage across the capacitor?","1.2
TOSS UP
8. CHEMISTRY Multiple Choice Which of the following is an example of a disaccharide [dy-
SAK-uh-ryd]?
W) Glucose
X) Sucrose
Y) Cellulose
Z) Glycogen [GLY-kuh-juhn]
ANSWER: X) SUCROSE"
bonus,chemistry,Short Answer,8. CHEMISTRY Short Answer How many milliliters of 0.1 molar sulfuric acid must be titrated with 20 milliliters of 0.5 molar sodium hydroxide in order reach the equivalence point?,"50

TOSS UP
9. MATH Short Answer The length of each edge of a cube is decreased by . To the
nearest ten percent, by what percent does the volume of the cube decrease?
40%
ANSWER:
80%"
bonus,math,Short Answer,"9. MATH Short Answer Today, my daughter is 1/3 of my age. Five years ago, she was 1/4 of my age then. How old is my daughter?","15
TOSS UP
10. EARTH AND SPACE Multiple Choice Which of the following is another term for the
euphotic [yoo-FOH-tik] zone of the ocean?
W) Dark side
X) Sunlit zone
Y) Twilight zone
Z) Abyssal plain
ANSWER: X) SUNLIT ZONE"
bonus,,Multiple Choice,10. EARTH AND SPACE Multiple Choice Which of the following minerals is a silicate mineral? W) Calcite X) Halite Y) Olivine Z) Galena [guh-LEE-nuh],"Y) OLIVINE

TOSS UP
11. BIOLOGY Multiple Choice Which of the following processes is a form of anaerobic
respiration that occurs in skeletal muscles after strenuous exercise?
W) Alcohol fermentation
X) Lactic acid fermentation
Y) Pentose-phosphate pathway
Z) Glycogenesis [gly-kuh-JEN-uh-sis]
ANSWER: X) LACTIC ACID FERMENTATION"
