type,subject,format,question,answer
toss-up,,Multiple Choice,1) Earth and Space – Multiple Choice At which of the following locations on the HR diagram would one find Betelgeuse? W) Top right X) Top left Y) Bottom right Z) Bottom left,W) TOP RIGHT
bonus,,Short Answer,1) Earth and Space – Short Answer What are the two main non-oxygen elements in coal combustion products that are responsible for acid rain?,"NITROGEN AND SULFUR
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,2) Physics – Short Answer A car is traveling around a circular track in uniform circular motion. Identify all of the following three quantities that are constant for the car: 1) Angular velocity; 2) Acceleration; 3) Radial velocity.,1
bonus,physics,Short Answer,2) Physics – Short Answer What is the name of the principle that states that the lowest energy orbitals of an atom are filled before higher energy ones?,AUFBAU PRINCIPLE
toss-up,energy,Short Answer,3) Energy – Short Answer What U.S. university was the site of the first ever sustained nuclear reaction?,UNIVERSITY OF CHICAGO (ACCEPT: CHICAGO)
bonus,energy,Short Answer,3) Energy – Short Answer Recent experiments regarding antimatter at the Relativistic Heavy Ion Collider determined that what fundamental force demonstrates no asymmetry within nuclei [NEW-klee-eye]?,"STRONG NUCLEAR FORCE (ACCEPT: STRONG, STRONG NUCLEAR)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,"4) Math – Multiple Choice Consider the polynomial equation 6x3 – 20x + 15 = 0. According to the rational root theorem, which of the following is NOT a possible rational root of this equation? W) –5 X) 1/3 Y) 1/2 Z) 6/5",Z) 6/5
bonus,math,Short Answer,"4) Math – Short Answer If the sides of a triangle have lengths 5, 7, and 8, what is the cosine of the largest angle?",1/7
toss-up,biology,Multiple Choice,5) Biology – Multiple Choice What aspect of a reaction does an enzyme change? W) Free energy X) Entropy [EN-troh-pee] Y) Enthalpy [EN-thul-pee] Z) Activation energy,Z) ACTIVATION ENERGY
bonus,biology,Multiple Choice,5) Biology – Multiple Choice What do amoebas use in order to move around? W) Cilia [SILL-ee-ah] X) Flagella [Flah-JEL-ah] Y) Pseudopodia [soo-dah-POH-dee-ah] Z) Asters,"Y) PSEUDOPODIA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,"6) Chemistry – Multiple Choice Which of the following statements concerning crystal structure is NOT true? W) HCP lattices are more space-filling than FCC lattices X) Cesium [SEEZ-ee-um] chloride lattices form when anions [AN-eye-ons] and cations [CAT-eye-onz] are of roughly equal size Y) Rock-salt lattices have (6,6)-coordination Z) The crystal structure of a metal is dependent on pressure and temperature",W) HCP LATTICES ARE MORE SPACE-FILLING THAN FCC LATTICES
bonus,chemistry,Short Answer,6) Chemistry – Short Answer Identify all of the following four species that have a square planar geometry: 1) Sulfur tetrafluoride [tetrah-FLOOR-ide]; 2) Carbon tetrachloride [tetrah-KLOOR-ide]; 3) Xenon [ZEE-non] tetrafluoride; 4) Iodine tetrabromide [tetrah-BROH-mide] anion [AN-eye-on] with a 1– charge,3 AND 4
