type,subject,format,question,answer
toss-up,physics,Short Answer,"1) Physics – Short Answer Nick applies a constant force of 2.5i + 3j newtons to push a pencil at work, displacing it by 4i + 5j meters. In joules, how much work did he do?",25
bonus,physics,Short Answer,"1) Physics – Short Answer Identify all of the following three statements that are true about moments of inertia: 1) Axes of rotation that pass through the center-of-mass minimize the moment of inertia; 2) For planar objects, the perpendicular moment is dependent only on the in-plane moments; 3) The moment of inertia increases as mass becomes more radially spread out.","ALL OF THEM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,"2) Earth and Space – Multiple Choice In geologic mapping, what term describes the angle between a rock layer and a horizontal plane? W) Strike X) Dip Y) Rake Z) Trail",X) DIP
bonus,,Short Answer,2) Earth and Space – Short Answer Order the following three tectonic plates in order of increasing size: 1) African; 2) Eurasian; 3) Juan de Fuca [WAHN-de-FOO-ka].,"3, 1, 2"
toss-up,energy,Short Answer,3) Energy – Short Answer Physicists at Oak Ridge National Lab have developed a spectroscopic [spek-troh-SCAW-pik] thermometer for nanomaterials and have mapped the temperature of a boron nitride [NYE-tride] nanocrystal to nanometer resolution. What hybridization shared by boron and nitrogen atoms in boron nitride gives it its unique hexagonal [hex-AG-uh-nul] shape?,SP2
bonus,energy,Short Answer,"3) Energy – Short Answer Researchers at Fermi National Accelerator Lab were among the first to verify some of the experimental predictions of quantum chromodynamics, or QCD. Identify all of the following three particles that interact in a manner that is described by QCD: 1) Up quark; 2) W minus boson; 3) Photon.","1 (ACCEPT: UP QUARK)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,4) Chemistry – Short Answer Rank the following three bonds in terms of increasing polarity: 1) F-H; 2) N-H; 3) P-H.,"3, 2, 1"
bonus,chemistry,Short Answer,4) Chemistry – Short Answer How many sigma bonds are formed in a Diels [DEALS]-Alder reaction?,2
toss-up,math,Short Answer,"5) Math – Short Answer Counting itself, what is the third-largest integer factor of 700?",175
bonus,math,Short Answer,5) Math – Short Answer What is the volume of a triangular right prism with each edge of length 12?,"432√3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,"6) Biology – Short Answer A common injury seen in soccer or football is a tear to the anterior cruciate ligament, also known as the ACL. What joint does this injury most directly affect?",KNEE
bonus,biology,Short Answer,"6) Biology – Short Answer A mole of glucose, with a standard enthalpy of formation of negative 690 kilocalories per mole, can be harvested to generate 30 moles of ATP from ADP. To one significant figure, what is the percent efficiency of this energetic transformation?",30
toss-up,,Short Answer,7) Earth and Space – Short Answer The Orion Nebula is an example of what type of nebula?,"EMISSION (ACCEPT: REFLECTION, EMISSION-REFLECTION)"
bonus,,Multiple Choice,7) Earth and Space – Multiple Choice Which of the following best describes why an active galaxy could become a normal galaxy? W) It stops rotating X) Star-formation ceases in the central bulge Y) The supermassive black hole runs out of fuel Z) It collides with another galaxy,"Y) THE SUPERMASSIVE BLACK HOLE RUNS OUT OF FUEL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"8) Energy – Multiple Choice Pacific Northwest National Lab scientists are depolymerizing lignin. In order to prevent the newly-cleaved lignin monomers from repolymerizing, they scavenge them with what type of molecule? W) Amine X) Alcohol Y) Alkane Z) Alkyne [AL-kine]",X) ALCOHOL
