type,subject,format,question,answer
toss-up,physics,Short Answer,"1) Physics – Short Answer Andrew measures the strength of a magnetic field, B, caused by a current- carrying wire at a distance R from the wire. If he measures it again from 3R, B would be multiplied by what number?",1/3
bonus,physics,Short Answer,1) Physics – Short Answer Identify all of the following three substances that are known to be paramagnetic: 1) Water; 2) Oxygen; 3) Magnetite.,"2
******************"
toss-up,,Short Answer,2) Earth & Space – Short Answer Astronomers use the hydrogen 21-centimeter line to map regions of the galaxy and beyond. In what part of the electromagnetic spectrum is this radiation found?,RADIO (ACCEPT: RADIO WAVE)
bonus,,Short Answer,2) Earth & Space – Short Answer Identify all of the following three gases that make up a larger volume percentage of the atmosphere of Jupiter than of Saturn: 1) Hydrogen; 2) Helium; 3) Methane.,2
toss-up,math,Short Answer,"3) Math – Short Answer A right triangular region has a leg of length 6 lying along the x-axis, and its other leg is of length 5. If the region is rotated about the x-axis, what is the volume of the resulting shape?",50π
bonus,math,Short Answer,3) Math – Short Answer What is the area of an equilateral triangle whose circumcircle has a radius of 8?,"48√3
******************"
toss-up,chemistry,Short Answer,"4) Chemistry – Short Answer Using standard nomenclature rules, what is the name of the compound HClO ? 2",CHLOROUS ACID
bonus,chemistry,Short Answer,"4) Chemistry – Short Answer In the Bohr model of the hydrogen atom, what is the ratio of the energy of the n = 3 energy level to that of the n = 1 energy level?",1/9 (ACCEPT: ONE TO NINE)
toss-up,energy,Multiple Choice,5) Energy – Multiple Choice Researchers are using the DOE’s Environmental Molecular Sciences Laboratory to study the distribution of metabolites produced during nitrogen-fixation via MALDI-TOF [mawl-dee-tawf]. MALDI-TOF is a variation of what family of techniques? W) Liquid chromatography X) Mass spectrometry Y) Nuclear magnetic resonance Z) Infrared spectroscopy,X) MASS SPECTROMETRY
bonus,energy,Short Answer,5) Energy – Short Answer Scientists at Jefferson Lab use machine learning techniques to analyze their data. One technique they use to reduce the dimensionality of their data sets is to transform the data into a set of values of linearly uncorrelated components such that the first few components captures most of the variance of the data set. What is the term for this technique?,"PRINCIPAL COMPONENT ANALYSIS (ACCEPT: PCA, EIGENVECTOR ANALYSIS)
******************"
toss-up,biology,Short Answer,6) Biology – Short Answer What single-celled organisms construct double shells from silica and are known for synthesizing the carbohydrate chrysolaminarin [kris-oh-lamin-AIR-in]?,DIATOMS
bonus,biology,Short Answer,6) Biology – Short Answer Identify all of the following three characteristics that would be more commonly seen in eudicots [YOO-dih-cots] than in monocots: 1) Flowers with six petals; 2) Taproot; 3) Parallel leaf veins.,2
toss-up,chemistry,Multiple Choice,"7) Chemistry – Multiple Choice As a multiple of the gas constant, which of the following represents the change in entropy for the reversible isothermal expansion of a mole of ideal gas doubling in volume? W) Natural log of 2 X) 2 Y) Natural log of one-half Z) 1/2",W) NATURAL LOG OF 2
bonus,chemistry,Short Answer,7) Chemistry – Short Answer Identify all of the following three statements that MUST be true about two substances that have the same molecular formula: 1) They are isomers; 2) They are the same compound; 3) They have the same empirical formula.,"3 (DO NOT ACCEPT: 1, 3)
******************"
toss-up,math,Short Answer,"8) Math – Short Answer If the graph of y equals open parenthesis x – 4 close parenthesis squared – 3 is translated 2 units to the left and 4 units down, what are the coordinates of the vertex of the image?","(2, –7) (ACCEPT: x = 2 AND y = –7)"
bonus,math,Short Answer,"8) Math – Short Answer A restaurant has a special that allows you to order any 3 of 12 possible items, and allows duplicates of the same item. How many different orders are possible?",364
toss-up,biology,Short Answer,9) Biology – Short Answer What part of the telencephalon [tel-en-SEF-ah-lon] serves as the primary connection between the two hemispheres of the human brain?,CORPUS CALLOSUM (ALSO ACCEPT: CALLOSAL COMMISSURE)
bonus,biology,Short Answer,"9) Biology – Short Answer Identify all of the following three statements that are true of meiosis [my-OH-sis]: 1) The synaptonemal [sin-apta-NEE-mul] complex is present during prophase II; 2) During meiosis I, homologues are held together at chiasmata [KYE-az-MAH-tah]; 3) Microtubules are used to pull homologous [ha-MAWL-uh-gus] chromosomes apart in meiosis I.","2, 3
******************"
