type,subject,format,question,answer
toss-up,biology,Short Answer,"In the cell, this structure is composed of numerous sets of smooth cisternae, forming a structure that looks like a stack of plates. Within the structure, vesicles are used to send molecules to the cellular membrane. What structure is this?",GOLGI APPARATUS (ACCEPT: GOLGI COMPLEX)
bonus,biology,Short Answer,Kent holds up a potato at dinner and announces to his family that the spud is actually made up of cells with lots of large organelles that contain the carbohydrates stored by the plant. What are these organelles called?,"LEUCOPLASTS
________________________________________________________________________"
toss-up,math,Short Answer,"The lengths of two sides of a triangle are 30 centimeters and 35 centimeters, respectively. Between what values, in centimeters, must the length of the third side lie?",BETWEEN 5 AND 65
bonus,math,Short Answer,Factor the following expression completely over the integers:,
toss-up,,Short Answer,3) EARTH AND SPACE Short Answer What metabolic process occurs frequently in the top 100 meters of the world’s oceans and is nearly absent at greater depths?,PHOTOSYNTHESIS (read as: fōe-tōe-SIN-teh-sis)
bonus,,Short Answer,"3) EARTH AND SPACE Short Answer Phytoplankton, like other single celled organisms, are limited in how large they can grow. What geometric relationship describes this limitation?","SURFACE AREA TO VOLUME RATIO
________________________________________________________________________"
toss-up,math,Multiple Choice,"A student at your school conducts a survey about hair products. He determines the hair color of 50 of his classmates, and then randomly selects 5 redheads and 5 brunettes to participate in his survey. What type of sampling did he use? W) Simple random X) Stratified random Y) Cluster Z) Systematic",Y) CLUSTER
bonus,math,Short Answer,What are the first three terms of the Taylor series for ex at 0?,"1, x, x2/2 (ACCEPT: 1, x/1!, x2/2!)"
toss-up,chemistry,Multiple Choice,Which of the following is not a colligative property of solutions? W) Vapor pressure elevation X) Freezing point depression Y) Boiling point elevation Z) Osmotic pressure,W) VAPOR PRESSURE ELEVATION
bonus,chemistry,Short Answer,"By name or number, which of the following four types of mixtures are generally considered homogeneous? 1) alloy, 2) suspension, 3) emulsion, 4) colloid","1) ALLOY
________________________________________________________________________"
toss-up,physics,Short Answer,What are the three metals that generally comprise ferromagnetic materials?,"IRON, COBALT AND NICKEL"
bonus,physics,Short Answer,"How many turns of wire should a solenoid have if you wish the magnetic field inside the solenoid to be 5 times as great as that of a solenoid with 100 turns of wire, if both have the same length and current?",500
toss-up,,Multiple Choice,7) EARTH AND SPACE Multiple Choice Which of the following is not a valid water mass defined by a unique temperature and salinity signature? W) Antarctic bottom water X) North Atlantic deep water Y) Antarctic intermediate water Z) Indian Ocean deep water,Z) INDIAN OCEAN DEEP WATER
bonus,,Short Answer,7) EARTH AND SPACE Short Answer What is the effect of plate tectonics on the width of the Atlantic Ocean?,"IT IS BECOMING LARGER (ACCEPT: BECOMING WIDER)
________________________________________________________________________"
toss-up,biology,Short Answer,Birds and bats belong to which taxonomic phylum?,CHORDATA
bonus,biology,Short Answer,"What term describes the specific type of hybridization that occurs between two subspecies of the same species, such as the Bengal Tiger and the Siberian Tiger?",INTRA-SPECIFIC HYBRIDS
toss-up,chemistry,Short Answer,"The standard heat of formation of calcium oxide is –635.5 kilojoules per mole. What is the complete, balanced equation for the formation of calcium oxide, including the energy value?","Ca + ½ O à CaO + 635.5 kJ (read as: Ca solid plus one half O gas yields
(s) 2(g) (S) 2
CaO solid plus 635.5 kilojoules) ALSO ACCEPT: 2Ca + O à 2CaO + 1271 kJ
(s) (2)(g) (s)
(NOTE: STUDENTS MUST INDICATE SOLID AND GAS)"
