type,subject,format,question,answer
toss-up,chemistry,Short Answer,"1) Chemistry – Short Answer In electrochemistry, what equation, named for the 1920 Nobel prize winner in chemistry, gives the redox potential of a galvanic cell as a function of temperature, the reaction quotient, and standard redox potential?",NERNST EQUATION
bonus,chemistry,Short Answer,1) Chemistry – Short Answer What is the chemical formula for hypophosphorous [high-poh-fos-fohr-uhs] acid?,"H PO
3 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,2) Earth and Space – Multiple Choice The sun produces energy by what conversion of atomic nuclei? W) Hydrogen to helium X) Helium to hydrogen Y) Oxygen to carbon dioxide Z) Dioxide to oxygen,W) HYDROGEN TO HELIUM
bonus,,Short Answer,2) Earth and Space – Short Answer Most sinkholes are caused when what type of sedimentary rock is dissolved?,LIMESTONE
toss-up,energy,Short Answer,"3) Energy – Short Answer What process, first proposed by Peter Mitchell, is the movement of protons across a selectively permeable membrane that is coupled to ATP production in respiring animal and plant cells?",CHEMIOSMOSIS
bonus,energy,Short Answer,3) Energy – Short Answer What stage of aerobic cellular respiration is most closely associated with the mitochondrial matrix?,"KREBS CYCLE (ACCEPT: TRICARBOXYLIC ACID CYCLE, CITRIC ACID CYCLE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,4) Physics – Multiple Choice You have three equivalent resistors with which to make a circuit. Which of the following combinations would have the least total resistance? W) All three resistors in series X) All three resistors in parallel Y) Two resistors in series to each other and in parallel with the third Z) Two resistors in parallel to each other and in series with the third,X) ALL THREE RESISTORS IN PARALLEL
bonus,physics,Short Answer,"4) Physics – Short Answer What is the length of a string, in meters, required to produce a fourth harmonic of 200 Hertz if the speed of waves in the string is known to be 400 meters per second and the string is fixed at both ends?",4
toss-up,biology,Multiple Choice,5) Biology – Multiple Choice Which of the following organelles is the location of post-translation modifications to proteins? W) Smooth ER X) Golgi body Y) Glyoxysome [gligh-ox-ih-sohm] Z) Mitochondria,X) GOLGI BODY
bonus,biology,Short Answer,5) Biology – Short Answer What is the process by which cells that have reached the end of their functional life span undergo programmed cell death?,"APOPTOSIS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"6) Math – Short Answer Express the repeating decimal 0.131313, with repeating part 13, as a fraction written in lowest terms.",13/99
