type,subject,format,question,answer
toss-up,physics,Short Answer,"1) Physics – Short Answer Consider a simple parallel RL circuit connected to an AC power source. The peak current through the inductor is 10 milliamps. What will the peak current through the inductor become, in milliamps, if the frequency is halved and the peak voltage is doubled?",40
bonus,physics,Multiple Choice,"1) Physics – Multiple Choice An object is thrown vertically upward at time t = 0, at a speed of 40 meters per second, from the top of a building that has a height of 100 meters. Assuming acceleration due to gravity equals 10 meters per second squared, at what time t in seconds will the object hit the ground? W) 4 X) 8 Y) 10 Z) 15","Y) 10
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Earth and Space – Multiple Choice Why was the 2010 Haiti earthquake registered so high on the Mercalli Intensity Scale despite smaller ratings on the Richter and Moment Magnitude scales? W) The earthquake produced a large tsunami X) The initial earthquake was followed by many aftershocks Y) Haiti is underlain by thrust faults Z) Haiti has a poorly developed infrastructure,Z) HAITI HAS A POORLY DEVELOPED INFRASTRUCTURE
bonus,,Short Answer,2) Earth and Space – Short Answer Phosphorus is an essential nutrient for phytoplankton. Identify all of the following three processes that remove phosphorus from the Indian Ocean photic zone: 1) Marine snow; 2) Coastal upwelling; 3) Deposition of windblown dust from Australia.,1
toss-up,biology,Multiple Choice,"3) Biology – Multiple Choice Your teacher has a passion for studying human immunoglobulins, but they have to be dimers. What immunoglobulin does your teacher study? W) IgD X) IgA Y) IgM Z) IgE",X) IgA
bonus,biology,Short Answer,3) Biology – Short Answer The products of the reaction catalyzed by pancreatic lipase are fatty acids and what other molecule?,"GLYCEROL (ACCEPT: MONOACYLGLYCEROL, MONOGLYCERIDE,
ACYLGLYCEROL)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer After a nuclear reactor is shut down and fission stops, the fuel continues to produce a lower, but significant, amount of heat for several years. What is the term for this residual heat energy?",DECAY HEAT
bonus,energy,Short Answer,"4) Energy – Short Answer Incomplete combustion of coal results in what toxic, carbon-based gas?",CARBON MONOXIDE
toss-up,math,Multiple Choice,5) Math – Multiple Choice Which of the following best describes the type of conic section represented by the equation x2 + 10x + y2 + 16 equals zero? W) Circle X) Ellipse Y) Hyperbola Z) Parabola,W) CIRCLE
bonus,math,Short Answer,"5) Math – Short Answer If the third derivative of a position function can be described by the function 4t, what is the coefficient on the highest order term in the position function?","1/6
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,6) Chemistry – Short Answer What class of molecules is characterized by the functional group containing atoms C-O-O-H?,CARBOXYLIC ACID (DO NOT ACCEPT: ORGANIC ACID)
bonus,chemistry,Short Answer,"6) Chemistry – Short Answer The reaction of 1 mole of nitrogen gas with 3 moles of hydrogen gas to form two moles of ammonia has an equilibrium constant of 5 x 10-2 at 700 kelvins. What is the equilibrium constant of the decomposition reaction of 4 moles of ammonia to form 6 moles of hydrogen gas and 2 moles of nitrogen gas, at the same temperature and volume?",400
toss-up,physics,Short Answer,7) Physics – Short Answer What is the effect by which a material with a small positive magnetic susceptibility creates a magnetic field in the direction of an applied field?,PARAMAGNETISM
bonus,physics,Short Answer,"7) Physics – Short Answer Also known as braking radiation, what effect occurs when a charged particle is deflected and undergoes deceleration?","BREMSSTRAHLUNG
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,"8) Chemistry – Short Answer What heteroatom is characteristically found in thiols [THIGH- awls], thioethers, and thioesters?",SULFUR
bonus,chemistry,Short Answer,8) Chemistry – Short Answer How many orbitals are in subshells with the azimuthal [ay-zih-MYOO-tul] quantum number equal to zero?,ONE
toss-up,math,Multiple Choice,9) Math – Multiple Choice Which of the following is equivalent to cosine56°cosine23° – sine23°sine56°? W) sine 33° X) cosine 33° Y) sine 79° Z) cosine 79°,Z) COSINE 79°
bonus,math,Short Answer,"9) Math – Short Answer What are the mean and the median, respectively, of the prime numbers less than 25?","MEAN 100/9 (ACCEPT: 11 1/9), MEDIAN 11
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,"10) Earth and Space – Short Answer What fast-flowing, narrow currents form above sharp air mass boundaries in the atmospheres of rotating planets, including Earth?",JET STREAMS
bonus,,Multiple Choice,10) Earth and Space – Multiple Choice Which of the following main-sequence stars are the least massive? W) Blue X) Red Y) Yellow Z) White,X) RED
toss-up,biology,Short Answer,11) Biology – Short Answer Identify all of the following three structures that can be found in both bacteria and plants: 1) Nucleus; 2) Peroxisome [per-OX-ih-sowm]; 3) Mitochondrion.,NONE OF THEM
bonus,biology,Short Answer,"11) Biology – Short Answer What vitamin, essential to humans, is involved in collagen synthesis?","VITAMIN C (ACCEPT: ASCORBATE, ASCORBIC ACID)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following experimental batteries is able to charge in less than a minute? W) Copper ion X) Chromium ion Y) Aluminum ion Z) Silicon,Y) ALUMINUM ION
bonus,energy,Multiple Choice,12) Energy – Multiple Choice The Montreal Protocol effectively reduced the use of CFCs that damage the ozone layer. One group of replacements for CFCs has no effect on the ozone layer but is now recognized as greenhouse gases whose use must also be phased out. What group of gases is this? W) HFCs X) HFOs Y) PFCs Z) HCFCs,W) HFCs
toss-up,,Multiple Choice,13) Earth and Space – Multiple Choice Which of the following is NOT true of the lunar maria? W) They formed within the first one billion years of the moon's history X) They cover about 50% of the moon's surface Y) They are composed of iron-rich basalt Z) They are more abundant on the near side of the moon,X) THEY COVER ABOUT 50% OF THE MOON'S SURFACE
bonus,,Short Answer,"13) Earth and Space – Short Answer Order the following three groups of photosynthetic organisms by their time of appearance on Earth, from first to last: 1) Cyanobacteria [sye-ANNO- bacteria]; 2) C4 plants; 3) Ferns.","1, 3, 2 (CYANOBACTERIA, FERNS, C4 PLANTS)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"14) Energy – Short Answer The Oak Ridge National Laboratory revealed an electric vehicle, patterned after a Shelby Cobra, at the 2015 North American International Auto Show that was built using what process?","3D PRINTING (ACCEPT: ADDITIVE MANUFACTURING, ADDITIVE PROCESS)"
bonus,energy,Multiple Choice,"14) Energy – Multiple Choice Instead of simply storing CO via carbon capture and storage 2 projects, engineers have developed a use for the captured CO . How is the captured CO being 2 2 used? W) Generation of electricity X) Heating of homes Y) Oil recovery from mature wells Z) Plant growth in greenhouses",Y) OIL RECOVERY FROM MATURE WELLS
toss-up,physics,Short Answer,"15) Physics – Short Answer A car is traveling at 30 meters per second. After having traveled 160 meters, it has accelerated to 50 meters per second. In meters per second squared, what is its average acceleration during this period?",5
bonus,physics,Multiple Choice,15) Physics – Multiple Choice Eddy currents are circular electric currents induced by a changing magnetic field within conductors. Which of the following is NOT an application that utilizes eddy currents? W) Roller coaster braking X) Induction heating Y) Metal detectors Z) Detecting counterfeit bills in vending machines,"Z) DETECTING COUNTERFEIT BILLS IN VENDING MACHINES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,"16) Chemistry – Multiple Choice Which of the following is TRUE concerning the hydroxide ion and its sulfur-containing counterpart, hydrosulfide? W) Hydrosulfide is more polarizable and more basic than hydroxide X) Hydrosulfide is more polarizable and less basic than hydroxide Y) Hydrosulfide is less polarizable and less basic than hydroxide Z) Hydrosulfide is less polarizable and more basic than hydroxide","X) HYDROSULFIDE IS MORE POLARIZABLE AND LESS BASIC THAN
HYDROXIDE"
bonus,chemistry,Short Answer,"16) Chemistry – Short Answer Assume that a 0.1 molar solution of a certain weak acid has a pH of 4.0. To the nearest integer, what is the pKa of this weak acid?",7
toss-up,biology,Short Answer,17) Biology – Short Answer Order the following three parts of the digestive tract from first to last to be encountered by a bolus: 1) Ileum [ILL-ee-um]; 2) Transverse colon; 3) Pyloric sphincter[SFEENK-ter].,"3, 1, 2"
bonus,biology,Short Answer,"17) Biology – Short Answer What amino acid possesses a secondary amine functionality and as a result, has special constraints on its secondary structure?","PROLINE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"18) Math – Short Answer If an exterior angle adjacent to a base angle of an isosceles [eye-SOSS- uh-lees] triangle measures 132º, what is the degree measure of the vertex angle?",84
bonus,math,Multiple Choice,"18) Math – Multiple Choice According to the rational root theorem, which of the following is NOT a possible solution to the equation x3 – 2x2 + x – 2 = 0? W) –1 X) ½ Y) 1 Z) 2",X) ½
toss-up,physics,Multiple Choice,"19) Physics – Multiple Choice In a DC/DC converter, the electrical energy is stored in which elements of the circuit? W) Capacitors and inductors X) Resistive elements Y) Switching element Z) Diodes and protection circuitry",W) CAPACITORS AND INDUCTORS
bonus,physics,Multiple Choice,"19) Physics – Multiple Choice What is the equivalent resistance, to the nearest tenth of an ohm, of a circuit containing 3 resistors in parallel, with resistance values of 5 ohms, 3 ohms, and 6 ohms? W) 1.0 X) 1.4 Y) 1.8 Z) 2.2","X) 1.4
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Multiple Choice,20) Biology – Multiple Choice p53 is a protein associated with which of the following processes? W) Cell cycle X) Transciption Y) Electron transport chain Z) Heme synthesis,W) CELL CYCLE
bonus,biology,Short Answer,"20) Biology – Short Answer What hormone, secreted by the posterior pituitary, plays a role in water retention in the kidneys?","VASOPRESSIN (Accept: ADH, ANTIDIURETIC HORMONE)"
toss-up,chemistry,Short Answer,21) Chemistry – Short Answer How many valence electrons does atomic silicon have?,FOUR
bonus,chemistry,Short Answer,21) Chemistry – Short Answer Identify all of the following three quantities that increase when the electron in a hydrogen atom transitions from 1s to 2s: 1) Energy of the electron; 2) Value of azimuthal quantum number; 3) Value of principal quantum number.,"1 AND 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,22) Math – Short Answer What is the 4th term of the geometric series with first term 400 and second term 120?,"10.8 (ACCEPT: 10 4/5, 54/5)"
bonus,math,Short Answer,22) Math – Short Answer Simplify the following expression involving the complex number i: i + 2i2 + 3i3 + 4i4,2 – 2i
toss-up,,Multiple Choice,23) Earth and Space – Multiple Choice Which of the following metamorphic rocks cannot originate from shale? W) Anthracite X) Gneiss [nice] Y) Slate Z) Phyllite [FILL-lite],W) ANTHRACITE
bonus,,Multiple Choice,23) Earth and Space – Multiple Choice Approximately how many meters would global average sea level rise if both the Greenland and Antarctic ice sheets were to completely melt? W) 10 X) 30 Y) 70 Z) 120,Y) 70
