type,subject,format,question,answer
toss-up,physics,Short Answer,"If a particle moves from a position of x = 5 meters out to x = 200 meters and back again to x = 5 meters, what is its displacement in meters?",0
bonus,physics,Short Answer,What are the two features of displacement?,"MAGNITUDE AND DIRECTION
________________________________________________________________________"
toss-up,energy,Multiple Choice,Which trophic level has the most energy? W) Consumers X) Decomposers Y) Producers Z) Scavengers,Y) PRODUCERS
bonus,energy,Multiple Choice,Which is the approximate percentage of energy transfer from one trophic level to the next? W) 10% X) 50% Y) 75% Z) 100%,W) 10%
toss-up,math,Short Answer,What is the greatest common factor of the terms in the expression 3x5y2 + 6x3y5 (read as: 3 x to the fifth y squared plus 6 x cubed y to the fifth)?,3x3y2
bonus,math,Short Answer,At what value of x is there a minimum for the function f(x)= x2 – 6x (read as: f of x equals x squared minus 6x)?,"x = 3
________________________________________________________________________"
toss-up,energy,Short Answer,"If a 250 acre farm were leased for wind development with income of $50 per acre per year, how much income would be produced each year?","$12,500"
bonus,energy,Multiple Choice,"Wind energy is the conversion of wind power into electricity, using wind turbines. Which of the following statements is true about wind energy systems? W) Wind turbines convert kinetic energy from the wind X) Wind farms have to be located on unoccupied pieces of land Y) Wind energy systems have high impact on air emissions Z) Construction costs for wind-powered generators are minimal",W) WIND TURBINES CONVERT KINETIC ENERGY FROM THE WIND
toss-up,,Multiple Choice,"5) EARTH AND SPACE Multiple Choice A compressional tectonic environment can result in all of the following, except: W) Folded mountains X) Basin and range Y) Volcanoes Z) Reverse faults",X) BASIN AND RANGE
bonus,energy,Multiple Choice,5) EARTH AND SPACE Multiple Choice The source of energy that drives a tsunami wave onto a shore originated: W) From the gravitational attraction between the Earth and the Moon X) Along the ocean floor Y) From tidal waves Z) In Earth's interior,"Z) IN EARTH'S INTERIOR
________________________________________________________________________"
toss-up,biology,Multiple Choice,"When sound waves travelling through the air reach the human ear, the cochlea (read as: KŌE-klee-ah) converts the sound wave into: W) A chemical response transmitted through the blood stream X) An electrical impulse sent to the brain Y) A lower frequency wave, which resonates within the ear Z) Many small wave vectors that are separately communicated to the brain",X) AN ELECTRICAL IMPULSE SENT TO THE BRAIN
bonus,biology,Multiple Choice,"How does neural transmission across a synaptic gap occur? W) Neural impulses cause the release of neurotransmitters that diffuse across the gap X) Neural impulses open potassium-gated channels, allowing sodium to move across the gap Y) Neural impulses travel across the gap as unidirectional electrical currents Z) Neural impulses travel across the gap as multidirectional electrical currents","W) NEURAL IMPULSES CAUSE THE RELEASE OF NEUROTRANSMITTERS
THAT DIFFUSE ACROSS THE GAP"
toss-up,math,Short Answer,Name a real number that does not have a multiplicative inverse.,0
bonus,math,Short Answer,"Given the function y = 4x – x², what are the two values of x for which the corresponding value for y is 0?","0 AND 4
________________________________________________________________________"
toss-up,,Multiple Choice,8) EARTH AND SPACE Multiple Choice Which of the following statements is true about the Andes mountains? W) They are folded mountains X) They are volcanic mountains Y) They are near a spreading center Z) They are found along a transform boundary,X) THEY ARE VOLCANIC MOUNTAINS
bonus,,Multiple Choice,8) EARTH AND SPACE Multiple Choice The tectonic environment of Iceland is: W) A subduction zone X) Folded mountains Y) A mid-ocean ridge Z) A mid-plate hot spot,Y) A MID-OCEAN RIDGE
toss-up,math,Short Answer,"As a fraction in lowest terms, what is the probability of rolling 1 or 3 on a standard 6-sided die?",1/3
bonus,math,Short Answer,"If you roll a standard 6-sided die 2 times, how many different outcomes are possible?","36
________________________________________________________________________"
toss-up,chemistry,Multiple Choice,Which of the following units can be used to express the volume of a liquid? W) Micrometers X) Milligrams Y) Grams per cubic centimeter Z) Nanoliters,Z) NANOLITERS
bonus,chemistry,Short Answer,What is the process by which electricity is used to split water into hydrogen and oxygen?,ELECTROLYSIS
toss-up,physics,Multiple Choice,Which of the following choices is NOT an example of a rigid body? W) Slinky X) Wheel Y) Pool ball Z) CD,W) SLINKY
bonus,physics,Short Answer,"Which of the following are transmitted by electromagnetic waves: 1) radio, 2) television, 3) Rayleigh, or 4) P-waves?","RADIO, TELEVISION (ACCEPT: 1, 2)
________________________________________________________________________"
toss-up,,Multiple Choice,12) EARTH AND SPACE Multiple Choice Which of the following is the best way to get a good view of a meteor shower? W) Watch it during a full moon X) Watch it from a city Y) Get as far away from urban light pollution as possible Z) Wear light clothing,Y) GET AS FAR AWAY FROM URBAN LIGHT POLLUTION AS POSSIBLE
bonus,,Short Answer,"12) EARTH AND SPACE Short Answer When a meteoroid enters the earth’s atmosphere, it glows. Sometimes, the earth meets a number of meteoroids, creating a meteor shower. Most streams and swarms of meteoroids are believed to be fragments of what celestial body?",COMET
toss-up,biology,Multiple Choice,The combined genetic information of all the members of a particular population is known as the: W) Allele (read as: ah-LEEL) frequency X) Genome Y) Directional selection Z) Gene pool,Z) GENE POOL
bonus,biology,Multiple Choice,"The black fur allele B (read as: big b), is dominant over the white fur allele b (read as: little b). Two mice with black fur mate, producing four offspring: one is white and three are black. What are the likely genotypes of the two parents? W) Bb and Bb X) BB and Bb Y) BB and BB Z) BB and bb","W) Bb AND Bb
________________________________________________________________________"
toss-up,biology,Short Answer,"What is the process by which particles move from an area of higher concentration to an area of lower concentration, not requiring cellular energy?",DIFFUSION
bonus,biology,Multiple Choice,Which of the following substances is transported into cells via carrier-assisted transport? W) Water X) Carbon dioxide Y) Oxygen Z) Sodium ion,Z) SODIUM ION
toss-up,chemistry,Multiple Choice,"For a series of chemical reactions, Hess's law provides a method for the summation of which property? W) Heat of formation X) Entropy Y) Equilibrium constant Z) Reaction rate",W) HEAT OF FORMATION
bonus,chemistry,Multiple Choice,"What is the difference between heat and temperature? W) Temperature is a form of heat, while heat is a measurement X) Temperature is a measurement of molecular kinetic energy, while heat is a form of energy Y) Heat and temperature have different wavelengths Z) Heat and temperature have similar wavelengths but different amplitudes","X) TEMPERATURE IS A MEASUREMENT OF MOLECULAR KINETIC ENERGY,
WHILE HEAT IS A FORM OF ENERGY
________________________________________________________________________"
toss-up,physics,Short Answer,"If a car is accelerating along a road, the force acting on the car that causes it to move forward is the reaction force from the car pushing on the ground. What is this reaction force due to?",FRICTION BETWEEN THE TIRE AND THE GROUND (ACCEPT: FRICTION)
bonus,physics,Short Answer,"If a car is accelerating along a road, what force due to the air does the frictional force have to oppose?",DRAG
toss-up,,Short Answer,17) EARTH AND SPACE Short Answer What is a Robonaut?,ROBOTIC ASTRONAUT
bonus,,Short Answer,"17) EARTH AND SPACE Short Answer The Earth’s tilt wobbles over a period of approximately 26,000 years. In 10,000 to 13,000 years, what bright star will the axis point to next?","VEGA
________________________________________________________________________"
toss-up,math,Short Answer,"Given the equation 2x – y + 5 = 0, find the slope and y-intercept of the line it represents.","SLOPE = 2; Y-INTERCEPT = 5 OR (0, 5)"
