type,subject,format,question,answer
toss-up,biology,Multiple Choice,Which of the following processes results in a net reduction in the amount of atmospheric carbon dioxide? W) Photosynthesis [foh-tuh-SIN-thuh-sis] X) Fossil fuel use Y) Respiration Z) Decomposition,W) PHOTOSYNTHESIS
bonus,biology,Multiple Choice,Photosynthesis requires water as a reactant. Oxygen atoms from the water end up in which of the following product molecules? W) Molecular oxygen X) Water Y) Glucose Z) ATP,W) MOLECULAR OXYGEN
toss-up,,Multiple Choice,2) EARTH AND SPACE Multiple Choice Which of the following is NOT an example of a native element? W) Platinum X) Ruby Y) Gold Z) Diamond,X) RUBY
bonus,,Short Answer,2) EARTH AND SPACE Short Answer What celestial phenomenon results from the movement of charged particles interacting with the Earth’s magnetosphere?,"AURORA BOREALIS (ACCEPT: AURORA AUSTRALIS, NORTHERN LIGHTS,
SOUTHERN LIGHTS, AURORA)
Round 1 Page 1"
toss-up,physics,Multiple Choice,"If an ideal gas performs work on its surroundings, then which of the following must be true? W) Its pressure increases X) Its volume increases Y) Its temperature increases Z) Its internal energy decreases",X) ITS VOLUME INCREASES
bonus,physics,Multiple Choice,A 90 kilogram fullback running north at 10 meters per second is tackled by a 120 kilogram linebacker running south at 4 meters per second in a perfectly inelastic collision. Which of the following is the velocity in meters per second of the players after the collision? W) 3 south X) 3 north Y) 2 south Z) 2 north,Z) 2 NORTH
toss-up,math,Multiple Choice,"For all real numbers, the expression [the square root of the quantity x squared minus 4 x plus 4] equals which of the following? W) x 2 X) x x Y) x [the absolute value of the quantity x minus 2] 2 + 2 Z)x | 2| + 2","Y) x
| 2|"
bonus,math,Short Answer,What are the coordinates of the vertex of the graph of y x x ? 2,"= 2 + 8 – 3
(-2, -11)
Round 1 Page 2"
toss-up,chemistry,Multiple Choice,Which of the following types of structures describes a beta sheet? W) Primary X) Secondary Y) Tertiary [TER-shee-er-ee] Z) Quaternary [KWOT-er-ner-ree],X) SECONDARY
bonus,chemistry,Short Answer,What is the oxidation state of bromine in the compound bromous acid?,+3
toss-up,energy,Multiple Choice,"When traveling at the same speed, which of the following fission products has the greatest kinetic energy? W) A neutron X) An alpha particle Y) A beta particle Z) A positron",X) AN ALPHA PARTICLE
bonus,energy,Short Answer,"Name all of the following four choices that are types of coal: 1) lignite, 2) bituminous [by-TOO-muh-nuhs], 3) dolomite, 4) anthracite [AN-thruh-syt].","1, 2, 4 (ACCEPT: LIGNITE, BITUMINOUS, ANTHRACITE)
Round 1 Page 3"
toss-up,biology,Short Answer,What is the commercially important gelatinous [juh-LAT-n-uhs] substance that is produced by Gelidium amansii?,AGAR
bonus,biology,Multiple Choice,Which of the following molecules does NOT act as an electron shuttle? W) NAD+ X) Cytochrome C Y) Pyruvate [py-ROO-vayt] Z) Coenzyme Q,Y) PYRUVATE
toss-up,,Short Answer,8) EARTH AND SPACE Short Answer What are the two most abundant dissolved gases released by magma?,WATER VAPOR (ACCEPT: WATER) AND CARBON DIOXIDE
bonus,,Multiple Choice,8) EARTH AND SPACE Multiple Choice Which of the following form elements heavier than iron? W) Black holes X) Supernovas Y) Meteor impacts Z) Star formation,"X) SUPERNOVAS
Round 1 Page 4"
toss-up,physics,Multiple Choice,Which of the following will double the power dissipated by a resistor? W) Doubling the voltage across the resistor X) Decreasing the voltage to one half of the original value Y) Increasing the voltage by a factor of the square root of 2 Z) Decreasing the voltage by a factor of the square root of 2,Y) INCREASING THE VOLTAGE BY A FACTOR OF THE SQUARE ROOT OF 2
bonus,physics,Short Answer,"Given c as 3 X 108 meters per second, what is the wavelength in meters to the nearest tenth of a radio wave with a frequency of 94.7 megahertz?",3.2
toss-up,math,Multiple Choice,"The equation x k [negative 3 plus the absolute value of the quantity negative 2x minus 5 equals k] has no solution if k equals which of the following? -3 + |-2 - 5| = W) X) Y) - 5 Z) -3 0 AN7SWER: W) -5 BONUS 10) MATH Multiple Choice Which of the following statements is NOT true? W) x x [cosine of negative x equals cosine of x] X) x x [tangent of negative x equals tangent of x] Y) Tchoes( a-m) p=li tcuodse( o)f y is equal to Z) Ttahne( -ra)n =ge t aonf( y ) is [-5 , 5] [the closed interval from negative 5 to 5] = -2 cost( ) 2","X) =x -5 sint( )x
tan(- ) = tan( )
Round 1 Page 5"
toss-up,chemistry,Short Answer,How many moles of carbon dioxide are produced from the combustion of 5 moles of hydrogen?,0
bonus,chemistry,Multiple Choice,Which of the following is NOT a component of a phospholipid [fos-foh-LIP-id]? W) Water X) Glycerol Y) Fatty acid Z) Phosphate group,W) WATER
toss-up,energy,Multiple Choice,Which of the following power types demonstrates large scale temporary storage of energy? W) Coal X) Chemical Y) Hydroelectric Z) Wind,Y) HYDROELECTRIC
bonus,energy,Short Answer,The insides of vacuum chambers are frequently mirrored; what form of heat transfer does this prevent?,"RADIATIVE (ALSO ACCEPT RADIATION OR THERMAL RADIATION)
Round 1 Page 6"
toss-up,biology,Short Answer,Motion of the basilar membrane stimulates what cell type that initiates the transmission of a signal to the brain?,INNER HAIR (ALSO ACCEPT STEREOCILIA OR HAIR CELLS)
bonus,biology,Multiple Choice,The basilar membrane in the cochlea [KOK-lee-uh] is differentially sensitive to which of the following aspects of sound? W) Amplitude X) Direction Y) Frequency Z) Bandwidth,Y) FREQUENCY
toss-up,,Multiple Choice,14) EARTH AND SPACE Multiple Choice Which of the following is a term specifically given to water that replenishes an aquifer? W) Recharge X) Discharge Y) Hydraulic Z) Permeable,W) RECHARGE
bonus,,Multiple Choice,14) EARTH AND SPACE Multiple Choice Which of the following is the most commonly accepted theory for the creation of Earth's moon? W) The Earth collided with a large proto-planet X) The Earth captured a proto-planet due to gravity Y) The Earth rotated too fast and spun off a large piece Z) The Earth and the Moon condensed together,"W) THE EARTH COLLIDED WITH A LARGE PROTO-PLANET
Round 1 Page 7"
toss-up,physics,Multiple Choice,Which of the following particles has an electric charge of zero? W) Electron X) Quark Y) Gluon Z) Muon,Y) GLUON
bonus,physics,Short Answer,"A swimming pool water pump draws about 4.2 amperes when connected to 240 volts. If energy costs 10 cents per kilowatt hour, what is the bill to the nearest cent for running the pump continuously for 1 day?",$2.42 (ACCEPT: 242 CENTS)
toss-up,math,Short Answer,"If the graph of the function f lies in quadrant IV, then in which quadrant does the graph of the inverse of f lie?",II (ACCEPT: 2 OR SECOND)
bonus,math,Short Answer,What is the period of the function f x ( x [f of x equals the sine of the quantity pi over 6 times x plus pi over 4]? ( ) = sin( π/6) + π/4),"12
Round 1 Page 8"
