type,subject,format,question,answer
toss-up,,Short Answer,1) EARTH AND SPACE Short Answer What is the spectral type of the Sun?,"G (ACCEPT: G2, G2V)"
bonus,,Multiple Choice,"1) EARTH AND SPACE Multiple Choice When a strong south wind occurs along the west coast of North America, Ekman transport causes water to move to which of the following? W) Onshore X) Offshore Y) Alongshore to the south Z) Alongshore to the north",W) ONSHORE
toss-up,biology,Multiple Choice,Which of the following marine microbe groups has a cell membrane mainly comprised of lipids? W) Foraminiferans [for-uh-MIN-uh-fer-uhns] X) Radiolarians [ray-dee-oh-LAIR-ee-uhns] Y) Ciliates [SIL-ee-ayts] Z) Tritaxis,Y) CILIATES
bonus,biology,Multiple Choice,"Which of the following habitat and life history combinations would select for the production of a large brood size? W) Arctic, precocial young [pri-KOH-shuhl] X) Arctic, altricial young [al-TRISH-uhl] Y) Tropics, precocial young Z) Tropics, altricial young","W) ARCTIC, PRECOCIAL YOUNG"
toss-up,math,Short Answer,"If f x x[f of x equals 3 to the power of x], find the value of f log [f of log base 3 of 7]. 3 ( ) = 3 ( 7)",7
bonus,math,Short Answer,Find the product of complex numbers i i [open parenthesis 1 minus i close parenthesis times the quantity 2 minus i]. (1 - ) × (2 - ),"i
1 - 3"
toss-up,energy,Multiple Choice,What percentage of the world’s production of rare earth metals is produced by China? W) 57% X) 68% Y) 83% Z) 95%,Z) 95%
bonus,energy,Multiple Choice,Which of the following is NOT a benefit of distributed generation? W) Decreased transmission investment X) Greater grid resiliency Y) Elimination of distribution system investment Z) Reduction in line losses,Y) ELIMINATION OF DISTRIBUTION SYSTEM INVESTMENT
toss-up,chemistry,Multiple Choice,"In atomic orbital overlap, which of the following is true of destructive interference? W) It gives a bonding orbital and no nodes X) It gives an antibonding orbital and a node parallel to the internuclear axis Y) It gives an antibonding orbital and a node perpendicular to the internuclear axis Z) It gives an antibonding orbital and no nodes","Y) IT GIVES AN ANTIBONDING ORBITAL AND A NODE PERPENDICULAR TO
THE INTERNUCLEAR AXIS"
bonus,chemistry,Multiple Choice,"In order to enhance the activity of the catalyst, a textural or chemical promoter may be used in ammonia synthesis. Which of the following is an example of a chemical promoter? W) Calcium oxide X) Potassium oxide Y) Aluminum oxide Z) Silicon dioxide",X) POTASSIUM OXIDE
toss-up,physics,Multiple Choice,How many types of quarks are there in nature? W) 3 X) 5 Y) 6 Z) 10,Y) 6
bonus,physics,Multiple Choice,Which of the following is the approximate distance in kilometers covered by a photon in one year? W) 9 thousand X) 9 million Y) 9 billion Z) 9 trillion,Z) 9 TRILLION
toss-up,,Multiple Choice,"7) EARTH AND SPACE Multiple Choice On July 4, under modern conditions, the planet is at which of the following in relation to the Sun? W) Perihelion [per-uh-HEE-lee-uhn] X) Aphelion [a-FEE-lee-uhn] Y) Perigee [PER-i-jee] Z) Apogee [A-puh-jee]",X) APHELION
bonus,,Multiple Choice,"7) EARTH AND SPACE Multiple Choice During La Niña events, which of the following is most likely? W) Drought in northeast Brazil X) Drought in most of Australia Y) Drought in the southwestern U.S. Z) Wetter than normal in Oregon and Washington",Y) DROUGHT IN THE SOUTHWESTERN U.S.
