type,subject,format,question,answer
toss-up,math,Short Answer,1) Math – Short Answer What is the greatest common factor of 18 and 142?,2
bonus,math,Multiple Choice,"1) Math – Multiple Choice Which of the following points does the line 2x – 3y = –12 NOT pass through? W) (–2, 8/3) X) (1, –14/3) Y) (3, 6) Z) (7, 26/3)","X) (1, –14/3)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,2) Energy – Multiple Choice Which of the following countries was NOT a major petroleum exporter to the United States in 2015? W) Canada X) Saudi Arabia Y) Iran Z) Venezuela,Y) IRAN
bonus,energy,Short Answer,2) Energy – Short Answer Sustainable biofuel in Brazil is mostly produced from what plant?,SUGARCANE
toss-up,chemistry,Multiple Choice,"3) Chemistry – Multiple Choice If an acid is added to an unbuffered, neutral aqueous solution, which of the following is true? W) The hydroxide ion concentration increases X) The hydronium ion concentration decreases Y) The hydroxide ion concentration decreases Z) The concentrations of the hydronium and hydroxide ion concentrations remain unchanged",Y) THE HYDROXIDE ION CONCENTRATION DECREASES
bonus,chemistry,Multiple Choice,"3) Chemistry – Multiple Choice A student performs combustion analysis on a compound composed of carbon, hydrogen, oxygen, and possibly nitrogen - with molecular mass 56 grams per mole. One mole of the compound reacts with 3 moles of oxygen gas to generate 2 moles of carbon dioxide, 1 mole of water, and an unknown product. How many nitrogen atoms are in the chemical formula? W) Zero X) One Y) Two Z) Three","X) ONE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,"4) Physics – Multiple Choice In millimeters, what must the focal length of the objective lens of a telescope be in order to produce a magnification of 300 when used with a 3-millimeter eye piece? W) 100 X) 300 Y) 900 Z) 1200",Y) 900
bonus,physics,Short Answer,4) Physics – Short Answer What technique uses Bragg's law to identify and characterize crystal structures?,"DIFFRACTION (ACCEPT: X-RAY DIFFRACTION, XRD, X-RAY
CRYSTALLOGRAPHY)"
toss-up,biology,Short Answer,5) Biology – Short Answer How many chromosomes does a human gamete contain?,23
bonus,biology,Multiple Choice,5) Biology – Multiple Choice Which of the following describes the relationship between glucose and fructose? W) Structural isomers X) Diastereomers [dye-ah-STARE-ee-oh-mers] Y) Epimers Z) Enantiomers [en-AN-tee-oh-mirz],"W) STRUCTURAL ISOMERS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Earth and Space – Short Answer What mass movement of ocean water is referred to as the ocean conveyer belt?,THERMOHALINE CIRCULATION
bonus,,Short Answer,6) Earth and Space – Short Answer Identify all of the following three statements that are true of the Eagle Nebula: 1) It is an emission nebula; 2) It has a diameter of about 1 million light years; 3) It is part of the Kuiper belt.,1
toss-up,biology,Multiple Choice,7) Biology – Multiple Choice Which of the following electrophoresis methods is used to analyze RNA? W) Northern Blot X) Southern Blot Y) Eastern Blot Z) Western Blot,W) NORTHERN BLOT
bonus,biology,Multiple Choice,"7) Biology – Multiple Choice All of the following changes would result in an increase in blood pressure, except: W) Increased cardiac output X) Increased heart rate Y) Increased diameter of arterioles Z) Increased stroke volume","Y) INCREASED DIAMETER OF ARTERIOLES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,8) Earth and Space – Short Answer Crater Lake in Oregon occupies what type of volcanic feature?,CALDERA
