type,subject,format,question,answer
toss-up,math,Multiple Choice,1) Math – Multiple Choice Which of the following is NOT true? W) 37 is congruent to 6 mod 5 X) 71 is congruent to 5 mod 3 Y) 43 is congruent to 8 mod 7 Z) 17 is congruent to 2 mod 3,W) 37 IS CONGRUENT TO 6 MOD 5
bonus,math,Short Answer,"1) Math – Short Answer Find the y-intercept of the line passing through the point (4, –3) that is perpendicular to the line 3x – 7y = 12.","19/3 (ACCEPT: 6 1/3, (0, 19/3), (0, 6 1/3))
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"2) Energy – Multiple Choice At the National Renewable Energy Lab, scientists are using sunlight to split what chemical compound during photoelectrochemical processes that employ stacks of light-absorbing semiconductors immersed in an acid-water solution? W) Methane X) Ammonia Y) Hydrogen Peroxide Z) Water",Z) WATER
bonus,energy,Short Answer,2) Energy – Short Answer Identify all of the following three statements that are true of secondary batteries: 1) They are not rechargeable; 2) They require a constant source of energy; 3) The electricity- producing reaction in them is chemically reversible.,"3
High School - Round 9A Page 1"
toss-up,chemistry,Multiple Choice,3) Chemistry – Multiple Choice Addition of which of the following compounds will increase the solubility of calcium carbonate in water? W) Sodium carbonate X) Phosphoric acid Y) Sodium hydroxide Z) Calcium chloride,X) PHOSPHORIC ACID
bonus,chemistry,Short Answer,"3) Chemistry – Short Answer What term, which can be applied to all carbon-carbon bond interactions in the compound cyclohexane, refers to a conformer in which vicinal [VIH-sin-ul] groups are separated by a 60-degree torsion angle?","GAUCHE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,"4) Earth and Space – Multiple Choice Which of the following numbers corresponds to the approximate temperature in kelvins of red stars? W) 300 X) 3,000 Y) 30,000 Z) 300,000","X) 3,000"
bonus,,Short Answer,4) Earth and Space – Short Answer Identify all of the following three statements that correctly characterize annular eclipses: 1) They occur during the waxing gibbous [JIH-bus] phase of the lunar cycle; 2) They occur when the moon is at apogee [AA-pah-jee]; 3) They are a type of lunar eclipse.,"2
High School - Round 9A Page 2"
toss-up,biology,Multiple Choice,5) Biology – Multiple Choice Cataracts occur in what part of the eye? W) Retina X) Posterior chamber Y) Cornea Z) Lens,Z) LENS
bonus,biology,Short Answer,5) Biology – Short Answer What is the only full human chromosomal [chrome-ah-SOH-mul] monosomy [MAW-no-soh-mee] that results in viable offspring?,"TURNER SYNDROME (ACCEPT: MONOSOMY X)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,6) Physics – Short Answer The henry is the SI unit corresponding to what property of an electric circuit?,INDUCTANCE
bonus,physics,Short Answer,6) Physics – Short Answer An object in uniform circular motion has its centripetal [sen-TRIH-peh-tul] acceleration halved while its radius remains constant. By what factor is its rotational period multiplied?,"√2
High School - Round 9A Page 3"
toss-up,energy,Multiple Choice,"7) Earth and Space – Multiple Choice If the total energy flux from a star quadruples, by what factor is its temperature multiplied? W) √2 [square root of 2] X) 2 Y) 4 Z) 16",W) √2
bonus,,Multiple Choice,7) Earth and Space – Multiple Choice You are observing a distant star with an orbiting planet whose orbital plane is perfectly oriented so you can observe the exoplanet’s transit in front of the star. In which of the following orientations will the star-planet system appear brightest? W) When the planet is directly in front of the star X) When the planet is directly behind the star Y) Just after the planet transits in front of the star Z) Just before the planet transits behind the star,"Z) JUST BEFORE THE PLANET TRANSITS BEHIND THE STAR
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,8) Biology – Short Answer Fungal cell walls are primarily composed of what compound?,CHITIN
