type,subject,format,question,answer
toss-up,physics,Multiple Choice,1) Physics – Multiple Choice Which of the following thermodynamic properties is a path function? W) Energy X) Enthalpy [EN-thul-pee] Y) Entropy [EN-troh-pee] Z) Work,Z) WORK
bonus,physics,Short Answer,1) Physics – Short Answer A particle has a position defined by the equation x = 3t + 18. What is the acceleration of the particle at t = 5?,"ZERO
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Multiple Choice,2) Biology – Multiple Choice What is the most abundant protein in the world? W) Hemoglobin X) Rubisco Y) Collagen Z) Actin,X) RUBISCO
bonus,biology,Multiple Choice,2) Biology – Multiple Choice Which of the following is a constituent of blood plasma but NOT of blood serum? W) Hemoglobin X) Fibrinogen [fye-BRIN-oh-jen] Y) Albumin [al-BYOO-min] Z) Urea,X) FIBRINOGEN
toss-up,energy,Multiple Choice,3) Energy – Multiple Choice Into which of the following products is the largest percentage of a barrel of oil refined? W) Gasoline X) Heating oil Y) Jet fuel Z) Diesel,W) GASOLINE
bonus,energy,Multiple Choice,"3) Energy – Multiple Choice In the U.S., which of the following sectors uses the most biomass energy per year? W) Industrial X) Transportation Y) Commercial Z) Residential","W) INDUSTRIAL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,4) Earth and Space – Multiple Choice Which of the following earthquake waves travels the slowest? W) Body X) Primary Y) Secondary Z) Rayleigh,Z) RAYLEIGH
bonus,,Short Answer,4) Earth and Space – Short Answer What is the largest shield volcano in our Solar System?,OLYMPUS MONS
toss-up,chemistry,Multiple Choice,5) Chemistry – Multiple Choice Which of the following molecules is nonpolar? W) Acetone X) Carbon tetrachloride Y) Sulfur dioxide Z) Iodine chloride,X) CARBON TETRACHLORIDE
bonus,chemistry,Multiple Choice,5) Chemistry – Multiple Choice Which of the following describes the phenomenon of light emission by fireflies? W) Absorption X) Chemiluminescence [kem-ee-loo-min-ESS-ense] Y) Fluorescence Z) Incandescence,"X) CHEMILUMINESCENCE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"6) Math – Short Answer Giving your answer as a decimal, increasing a number by 250% is equivalent to multiplying it by what?",3.5
bonus,math,Short Answer,6) Math – Short Answer A rhombus has a diagonal of length 14 and a perimeter of 48. What is the length of the other diagonal?,2√95
toss-up,,Multiple Choice,7) Earth and Space – Multiple Choice What type of mineral composes the green sand beaches that are found in the state of Hawaii? W) Malachite X) Augite Y) Jade Z) Olivine,Z) OLIVINE
bonus,,Short Answer,"7) Earth and Space – Short Answer A star has a parallax of 0.4 arcseconds. To the nearest whole light year, how far away is the star?","8
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,"8) Physics – Short Answer The electric force on a point charge as a result of another charge is given as M. If the distance between the two particles is halved, what is the new force on the point charge?",4M
bonus,physics,Multiple Choice,"8) Physics – Multiple Choice Which of the following is closest to the amount of energy, in joules [jools], carried by a mole of photons with a wavelength of one micrometer? W) 12,000 X) 24,000 Y) 120,000 Z) 240,000","Y) 120,000"
toss-up,energy,Multiple Choice,9) Energy – Multiple Choice Most lignite mined in the United States comes from what state? W) California X) Wisconsin Y) Texas Z) Pennsylvania,Y) TEXAS
bonus,energy,Multiple Choice,"9) Energy – Multiple Choice Biodiesel contains less sulfur than petroleum-based diesel. When compared to petroleum- based diesel, which of the following is true about biodiesel due to the lower amount of sulfur? W) It produces more pollutants X) It is a better lubricant Y) It is a worse lubricant Z) It has a lower flashpoint","X) IT IS A BETTER LUBRICANT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"10) Math – Short Answer What is the distance between the points (–1, 2) and (–10, 9)?",√130
bonus,math,Short Answer,"10) Math – Short Answer Identify all of the following 3 numbers that are evenly divisible by eight: 1) 3,247,456; 2) 4,693,532; 3) 789,152.",1 and 3 (ACCEPT: ALL BUT 2)
toss-up,chemistry,Short Answer,11) Chemistry – Short Answer Identify all of the following three types of chemical bonds that can be formed by two atomic p-orbitals: 1) Sigma bond; 2) Pi [pie] bond; 3) Delta bond.,1 AND 2 (ACCEPT: SIGMA AND PI BONDS)
bonus,chemistry,Short Answer,11) Chemistry – Short Answer Identify the central atom hybridization states of the following three molecules: 1) Phosphorous trichloride; 2) Iodine pentafluoride; 3) Formaldehyde.,"1) sp3; 2) d2sp3 (ACCEPT: sp3d2); 3) sp2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Multiple Choice,12) Biology – Multiple Choice Which of the following statements is true of root hairs? W) They increase the surface area of the root for absorption of water X) They are located in each stomate on the root Y) They are found on both stems and roots Z) They are involved in mechanical stabilization of the plant,W) THEY INCREASE THE SURFACE AREA OF THE ROOT FOR ABSORPTION OF WATER
bonus,biology,Short Answer,12) Biology – Short Answer To what phylum [FYE-lum] do snails belong?,MOLLUSCA
toss-up,,Multiple Choice,13) Earth and Space – Multiple Choice Which of the following is NOT true regarding white dwarfs? W) They shrink in radius as they get cooler X) They do not perform nuclear fusion Y) Their mass is mostly composed of carbon and oxygen Z) They can have atmospheres of helium,W) They shrink in radius as they get cooler
