type,subject,format,question,answer
toss-up,,Multiple Choice,1) EARTH AND SPACE Multiple Choice The velocity of particles in the solar wind is closest to which of the following? W) 300 meters per second X) 3 kilometers per second Y) 30 kilometers per second Z) 300 kilometers per second,Z) 300 KILOMETERS PER SECOND
bonus,,Multiple Choice,1) EARTH AND SPACE Multiple Choice Which of the following has a shale protolith? W) Quartzite X) Serpentinite [suhr-pen-TUH-nyt] Y) Gneiss [NYS] Z) Gabbro,"Y) GNEISS
_______________________________________________________"
toss-up,biology,Multiple Choice,"In a particular bird population, individuals that lay too many or too few eggs are less likely to survive and reproduce. Which of the following terms best describes this pattern of natural selection? W) Directional selection X) Stabilizing selection Y) Disruptive selection Z) Negative-frequency-dependent selection",X) STABILIZING SELECTION
bonus,biology,Short Answer,"Spongiform encephalopathies [en-sef-uh-LOP-uh-thees], such as scrapie [SKRAY-pee], mad cow disease, and kuru [KOO-roo], are produced after exposure to what general group of infectious agents?","PRIONS
High School Round 9A Page 1"
toss-up,math,Short Answer,How many 4-digit numbers contain the same digits as 2014?,18
bonus,math,Short Answer,Convert 120 in base 10 to hexadecimal.,"78
_______________________________________________________"
toss-up,energy,Multiple Choice,What would be the total kinetic energy of an object rolling down a ramp with no slippage? W) ½ MV2 [half M-V squared] X) ½ I omega2 [half I omega squared] Y) ½ MV2 + ½ I omega2 [half M-V- squared plus half I omega squared] Z) 0,Y) ½ MV2 + ½ I OMEGA2
bonus,energy,Short Answer,What general type of nuclear reactor generates more fissile [FIS-uhl] material than it consumes?,"BREEDER REACTOR
High School Round 9A Page 2"
toss-up,physics,Short Answer,"What values in quantum systems are used to describe conserved quantities that tend to take on integer or half-integer values, examples of which are spin, azimuthal, and parity?",QUANTUM NUMBERS
bonus,physics,Short Answer,"A cannonball is shot vertically upward from ground level with an initial speed of 100 meters per second. Approximating g as 10 meters per second squared, and ignoring air resistance, what is the maximum height, in meters, that the cannonball reaches?","500
_______________________________________________________"
toss-up,chemistry,Multiple Choice,Which of the following acts as a Lewis acid in the presence of water to form carbonic acid? W) Carbon dioxide X) Methane Y) Methanol Z) Formic acid,W) CARBON DIOXIDE
bonus,chemistry,Short Answer,Identify all of the following four compounds that would function as soluble electrolytes when added to water: 1) sodium chloride; 2) decane; 3) acetic acid; 4) barium sulfate.,"1 AND 3 (ACCEPT: SODIUM CHLORIDE AND ACETIC ACID)
High School Round 9A Page 3"
toss-up,,Multiple Choice,7) EARTH AND SPACE Multiple Choice Spectroscopic binaries are easiest to detect when W) The stars are of the same spectral class X) The orbit is viewed edge-on Y) The orbit is wide Z) The orbit is viewed face-on,X) THE ORBIT IS VIEWED EDGE-ON
bonus,,Multiple Choice,7) EARTH AND SPACE Multiple Choice The largest supermassive black holes are found in W) Irregular galaxies X) Spiral galaxies Y) Elliptical galaxies Z) Lenticular galaxies,"Y) ELLIPTICAL GALAXIES
_______________________________________________________"
toss-up,energy,Multiple Choice,"Which of the following is an isotope that has attracted recent interest in terms of developing a new generation of cleaner, proliferation-resistant nuclear power? W) Uranium-235 X) Thorium-232 Y) Plutonium-239 Z) Uranium-238",X) THORIUM-232
bonus,energy,Short Answer,What is the efficiency of a Carnot engine transferring heat from a reservoir at 500 Kelvin to a cold reservoir at 200 Kelvin?,"60%
High School Round 9A Page 4"
toss-up,math,Short Answer,"A basketball player makes 6 baskets during a game, each worth 2 or 3 points. How many different possible values exist for the total points scored by the player?",SEVEN
bonus,math,Short Answer,". In a universe with strange and unforeseen geometric relationships, the area of a circle is given by (cid:2869) (cid:4666)1(cid:3397)(cid:1870)(cid:4667)(cid:2870), [open parenthesis 1 plus r close parenthesis squared, (cid:3095) divided by pi] with (cid:2024) (cid:3404) 2. In the universe described, what is the radius of a circle with an area of 200?","19
_______________________________________________________"
toss-up,physics,Short Answer,Venturi tubes measure the speed of gas flow via application of what rule or principle of fluid dynamics?,BERNOULLI’S PRINCIPLE
bonus,physics,Short Answer,How many total degrees of freedom does a diatomic gas have?,"FIVE
High School Round 9A Page 5"
toss-up,biology,Multiple Choice,Which of the following would be least likely to be a life history trait of an r-selected organism? W) Strong competitive ability X) Rapid development Y) Early reproductive age Z) Found in disturbed habitats,W) STRONG COMPETITIVE ABILITY
bonus,biology,Short Answer,What is the term for a fluid-filled cavity formed within the mesoderm in triploblastic animals?,"PSEUDOCOELOM
_______________________________________________________"
