type,subject,format,question,answer
toss-up,math,Short Answer,"If the determinant of a 2 by 2 matrix, denoted A, is equal to -2, what is the determinant of 2 times A?",- 8
bonus,math,Multiple Choice,"Which of the following matrices does not have the same determinant as the 2 by 2 matrix with row 1: 0, -1; and row 2: 1, 0? W) the 2 by 2 matrix row 1: 0, -1; row 2: -1, 0 X) the 2 by 2 matrix row 1: 1, 0; row 2: 0, 1 Y) the 2 by 2 matrix row 1: 1, -1; row 2: 0, 1 Z) the 2 by 2 matrix row 1: 0, 1; row 2: -1, 0","W) THE 2 BY 2 MATRIX ROW 1: 0, -1; ROW 2: -1, 0
________________________________________________________________________"
toss-up,physics,Short Answer,"If two sine waves are played with frequencies of 400 and 410 Hertz, at what frequency in Hertz will you perceive that their volumes are “pulsing”?",10
bonus,physics,Multiple Choice,"If the fundamental frequency of a pipe open at both ends is 70 Hertz, what will its next two harmonics be in Hertz? W) 105 and 140 X) 140 and 210 Y) 210 and 350 Z) 210 and 420",X) 140 AND 210
toss-up,,Multiple Choice,"3) EARTH AND SPACE Multiple Choice If you measure the solar altitude at noon and find it to be 90°, at which of the following locations could you be? W) Congo, in sub-Saharan Africa X) France, in Western Europe Round 14 Page 1 Y) Buenos Aires, Argentina, in southeastern South America Z) Tokyo, Japan, off the coast of eastern Asia","W) CONGO, IN SUB-SAHARAN AFRICA"
bonus,,Short Answer,"3) EARTH AND SPACE Short Answer If where you live, the sun rises at 75° northeast on the horizon, in May, and the solar altitude is less than 90° at the equinox, in which hemisphere do you live?","NORTHERN HEMISPHERE
________________________________________________________________________"
toss-up,biology,Short Answer,"Many mammal species produce colostrum during the late stages of pregnancy or shortly after giving birth. This ""first milk"" transfers antibodies from the mother to the infant. What is the isotype of these antibodies that can be transferred from the infant gut to the infant bloodstream?",IgA
bonus,biology,Multiple Choice,"In humans, in addition to transferring antibodies, colostrum also stimulates the development of the neonatal gut through the transference of: W) Pheromones (read as: FEHR-oh-mōens) X) Non-heritable mutations Y) Beta-galactose Z) Growth factors",Z) GROWTH FACTORS
toss-up,chemistry,Multiple Choice,"Which of the following is a polar, aprotic solvent? W) Water X) Methanol Y) Dimethyl sulfoxide Z) Chloroform",Y) DIMETHYL SULFOXIDE
bonus,chemistry,Multiple Choice,What kind of isomers are mannose and glucose? W) Enantiomers (read as: i-nahn-TEE-ōe-mehrs) X) Conformational isomers Y) Mesoisomers Z) Diastereoisomers (read as: dy-ah-STEHR-ee-ŌE-mehrs),"Z) DIASTEREOISOMERS
________________________________________________________________________"
toss-up,physics,Multiple Choice,"In determining the escape velocity of an object on Earth, which of the following values is generally least important? W) The mass of the object X) The volume of the object Y) The radius of Earth Z) The mass of Earth",X) THE VOLUME OF THE OBJECT
bonus,physics,Short Answer,"A spherical Gaussian surface encloses two point charges, q1 and q2, while a third point charge, q3, is placed outside the Gaussian surface. The electrical field on the Gaussian surface is due to which of the charges?","q q AND q (ACCEPT: 1, 2, 3, OR ALL)
1, 2, 3"
toss-up,chemistry,Multiple Choice,Transition metal elements have atoms or ions with which of the following orbitals partially filled? W) d X) f Y) p Z) s,W) d
bonus,chemistry,Multiple Choice,Which choice represents the electron configuration for the magnesium 2+ ion? W) 1s2 2s2 2p6 3s2 X) 1s2 2s2 2p6 3s2 3p2 Y) 1s2 2s2 2p6 3s1 Z) 1s2 2s2 2p6,"Z) 1s2 2s2 2p6
________________________________________________________________________"
toss-up,math,Short Answer,"How far apart, in degrees, are the asymptotes of the graph of 2tan(3x/2) (read as: 2 times the tangent of 3x over 2)?",120°
bonus,math,Multiple Choice,"If the sine of an angle is 0.3, which of the following is a possible cosine of that angle? W) .09 X) .7 Y) .7 Z) .91",Z) .91
toss-up,energy,Multiple Choice,"A strong oxidizing agent would show which of the following characteristics? W) A large, positive reduction potential X) A large, positive oxidation potential Y) A small, positive reduction potential Z) A small, positive oxidation potential","W) A LARGE, POSITIVE REDUCTION POTENTIAL"
bonus,energy,Multiple Choice,Which of the following is the strongest reducing agent yielding the most ATP per molecule during oxidative phosphorylation? W) FADH 2 X) FAD+ Y) NADH Z) NAD+,"Y) NADH
________________________________________________________________________"
toss-up,,Multiple Choice,10) EARTH AND SPACE Multiple Choice A putative observation of methane on Mars was reported in 2009. Which of the following is NOT considered a possible source of this methane? W) Methanogenesis X) Clathrate (read as: CLAH-thrayt) dissociation Y) Volcanic outgassing Z) Serpentinization,Y) VOLCANIC OUTGASSING
bonus,,Short Answer,"10) EARTH AND SPACE Short Answer If the moon is in a new moon phase on April 1, approximately when will the next spring tide occur?",ANY DATE FROM APRIL 13 to APRIL 16
toss-up,physics,Short Answer,"Assuming that the light bulbs, wires, and batteries are all the same in two different circuits, how would the brightness of two light bulbs in series compare to the brightness of just one light bulb?","DIMMER (ACCEPT: LESS BRIGHT, LESS)"
bonus,physics,Short Answer,"What will the power loss be in watts in a 100,000 volt transmission line carrying 10 amperes of current if the resistance of the line is 20 ohms?","2000
________________________________________________________________________"
toss-up,energy,Multiple Choice,One component of a solar energy system is the charge controller. Its function is to: W) Provide electrical protection to the system X) Regulate the amount of power that goes into energy storage for later use Y) Dissipate excess energy Z) Store the energy for later use,"X) REGULATE THE AMOUNT OF POWER THAT GOES INTO THE ENERGY
STORAGE FOR LATER USE"
bonus,energy,Short Answer,How much heat in kilocalories does it take to heat 10 kilograms of bathwater from 10° Celsius to 20° Celsius?,100
toss-up,math,Short Answer,What is the derivative of sin(w) at w = 0?,1
bonus,math,Short Answer,"What is the derivative of cos ( + w) (read as: cosine of open parenthesis pi over 2 plus w close parenthesis) with respect to w, in terms of cos(w)?","-cos(w) (DO NOT ACCEPT: OTHER ANSWERS)
________________________________________________________________________"
toss-up,,Multiple Choice,14) EARTH AND SPACE Multiple Choice What will likely happen to the amount of dissolved oxygen in a river downstream of a tributary that brings sewage effluent? W) The amount of oxygen will be depleted X) The amount of oxygen will stay the same Y) Oxygen will be generated Z) More oxygen will diffuse into the water,W) THE AMOUNT OF OXYGEN WILL BE DEPLETED
bonus,,Multiple Choice,"14) EARTH AND SPACE Multiple Choice Does a heavy wet snowfall in Buffalo, New York necessarily mean that Boston, Massachusetts will experience the same weather? W) Yes, because they are geographically close and the Westerlies drive storm systems across the U.S. towards the East X) Yes, because airmasses hitting New England are always impacted by their proximity to the ocean and, therefore, pick up moisture that will be dumped as snow Y) No, because Buffalo, New York, is subject to lake-effect snows; the airmass may be “dried out” by the time it gets to Boston Z) No, because weather in the U.S. is driven by the Westerlies which push storm systems from east to west across the continent","Y) NO, BECAUSE BUFFALO, NEW YORK, IS SUBJECT TO LAKE-EFFECT
SNOWS; THE AIRMASS MAY BE “DRIED OUT” BY THE TIME IT GETS TO BOSTON"
