type,subject,format,question,answer
toss-up,physics,Short Answer,"What is the MOST common term for the type of energy that is most directly related to the energy of atoms, molecules and other small particles that are in random motion within a system?",THERMAL
bonus,physics,Short Answer,"In electrochemical cells, what is the most common term for the electrode that acts as the negative electrode?",CATHODE
toss-up,chemistry,Short Answer,"If the electronegativity difference in the bonding atoms is large, what general type of bond is formed?",IONIC
bonus,chemistry,Multiple Choice,Which of the following molecules has a double covalent bond: W) hydrogen X) oxygen Y) nitrogen Z) methane,"X) OXYGEN
High School Round 3 Page 1"
toss-up,biology,Multiple Choice,Which of the following BEST describes the function of the golgi (read as: GOAL-gee) complex: W) metabolism of carbohydrates X) production of peroxides Y) modification and packaging of proteins for exocytosis Z) storage of lipids,Y) MODIFICATION AND PACKAGING OF PROTEINS FOR EXOCYTOSIS
bonus,biology,Short Answer,Most corticosteroids are synthesized in what specific part of the human body?,ADRENAL CORTEX (ACCEPT: ADRENAL GLANDS)
toss-up,math,Short Answer,"Simplify the following, giving your answer in proper scientific notation: (6.0 × 1012)(2.0 × 1010)2",2.4 × 1033
bonus,math,Short Answer,Factor the following expression completely: 81x2 + 180xy + 100y2,"(9x + 10y)2
High School Round 3 Page 2"
toss-up,earth science,Multiple Choice,"In the oceans, waves and surf currents are generated by: W) wind X) El-Nino Y) salinity and temperature gradients Z) the Intertropical Convergence Zone",W) WIND
bonus,earth science,Short Answer,What is the name for the common ocean waves that are not driven by the wind but sustained by the energy they obtained by the sea?,SWELL(S)
toss-up,,Short Answer,6) GENERAL SCIENCE Short Answer A hexadecimal number is a numeral system with a radix or a base of what?,16
bonus,,Short Answer,6) GENERAL SCIENCE Short Answer Convert a pressure of 1.2 atmospheres into millimeters mercury:,"912
(Solution: 1.2 atm × 760 mmHg/1 atm = 912 mmHg)
High School Round 3 Page 3"
toss-up,,Multiple Choice,7) ASTRONOMY Multiple Choice The temperature of a star can be estimated most directly from its: W) distance X) elemental makeup Y) color Z) density,Y) COLOR
bonus,,Short Answer,7) ASTRONOMY Short Answer The local group is generally referred to as a collection of what celestial objects?,GALAXIES
toss-up,physics,Short Answer,What is the SI unit of electric charge?,COULOMB
bonus,physics,Short Answer,"Giving your answer in kilometers per hour per second, what is the average acceleration of a truck traveling on a straight road from 10 kilometers per hour to 50 kilometers per hour in 1 minute and 20 seconds:","0.5
(Solution: 40/80 = 0.5 km/hr/sec)
High School Round 3 Page 4"
toss-up,chemistry,Short Answer,What is the name for the most malleable and ductile metal which can be dissolved in aqua regia but is unaffected by air and most other reagents?,GOLD
bonus,chemistry,Short Answer,What is the molecular formula for the conjugate acid of the following Brønsted-Lowry base: SO 2– 4,"HSO –
4"
toss-up,biology,Short Answer,What is the MOST common term for the division of a somatic cell into 2 nucleated cells following of mitosis?,CYTOKINESIS
bonus,biology,Short Answer,"What is the anticodon on a tRNA for AAA (read as: A, A, A)?","UUU
High School Round 3 Page 5"
toss-up,math,Short Answer,"125 11) MATH Short Answer Giving your answer as a proper fraction, what is the cube root of ? 343 5",7
bonus,math,Short Answer,"Find the following product, giving your answer in standard form: (4x3 + x)(7x3 + 4x2)",28x6 + 16x5 + 7x4 + 4x3 (ACCEPT: x3(28x3 + 16x2 + 7x + 4))
toss-up,earth science,Multiple Choice,Which of the following cloud types is classified as a low cloud: W) altostratus X) cirrostratus Y) cumulonimbus Z) nimbostratus,Z) NIMBOSTRATUS
bonus,earth science,Multiple Choice,Panning is a simple mining technique that is used for extracting gold deposited in: W) banded gold formations X) evaporite deposits Y) placer deposits Z) lode deposits,"Y) PLACER DEPOSITS
High School Round 3 Page 6"
toss-up,,Short Answer,13) GENERAL SCIENCE Short Answer The lush forest of the Pacific northwest is classified as what type of rain forest?,TEMPERATE (ACCEPT: TEMPERATE RAIN FOREST)
