type,subject,format,question,answer
toss-up,biology,Multiple Choice,1) Biology – Multiple Choice Meiosis I differs from mitosis in that: W) Meiosis I separates sister chromatids whereas mitosis does not X) Meiosis I introduces genetic diversity via crossing over whereas mitosis does not Y) Meiosis I lines up homologous chromosomes at the equator whereas mitosis does not Z) Meiosis I is much shorter than mitosis,"X) MEIOSIS I INTRODUCES GENETIC DIVERSITY VIA CROSSING OVER WHEREAS
MITOSIS DOES NOT"
bonus,biology,Short Answer,1) Biology – Short Answer Identify all of the following three organelles that are surrounded by a double membrane: 1) Nucleus; 2) Lysosome; 3) Ribosome.,"1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,2) Energy – Multiple Choice Which of the following countries uses the highest percentage of wind power per annum to generate electricity? W) France X) Australia Y) Denmark Z) Iceland,Y) DENMARK
bonus,energy,Multiple Choice,2) Energy – Multiple Choice Which of the following materials could be used as a moderator in a nuclear reactor? W) Uranium X) Graphite Y) Zirconium Z) Cesium,"X) GRAPHITE
Round 8A Page 1"
toss-up,math,Short Answer,3) Math – Short Answer How many faces does a regular icosahedron have?,20
bonus,math,Short Answer,"3) Math – Short Answer You have a sample of 30 values that correspond to the amount of money you spent on gas each month. You notice that the highest value was mistakenly recorded with an extra zero, but after correcting it, it remains the highest value. Identify all of the following three values that change after the correction: 1) Mean; 2) Median; 3) Range","1, 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,"4) Chemistry – Short Answer Argon gas has a total of 3 degrees of freedom. How many of these degrees of freedom are rotation and vibrational, respectively?",ZERO AND ZERO
bonus,chemistry,Multiple Choice,4) Chemistry – Multiple Choice Which of the following molecules has a tetrahedral molecular geometry? W) Sulfur tetrafluoride X) Xenon tetrafluoride Y) Carbon tetrafluoride Z) Bromine tetrafluoride anion,"Y) CARBON TETRAFLUORIDE
Round 8A Page 2"
toss-up,,Multiple Choice,"5) Earth and Space – Multiple Choice Which of the following is a warm core, low pressure system? W) Anticyclone X) Hurricane Y) Nor’easter Z) Mid-latitude cyclone",X) HURRICANE
bonus,,Multiple Choice,5) Earth and Space – Multiple Choice A total solar eclipse can occur only during what phase of the moon? W) Full moon X) New moon Y) First quarter Z) Last quarter,"X) NEW MOON
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,"6) Physics – Short Answer How much energy, in joules, does a circuit containing a 1.5 volt battery and a 2 ohm resistor dissipate over 8 seconds?",9
bonus,physics,Short Answer,"6) Physics – Short Answer A spring with spring constant k = 200 newtons per meter with a 0.5 kilogram mass attached is released from rest at 0.02 meters from its equilibrium point. What is the magnitude, in meters per second, of the maximum velocity attained by the mass?","0.4
Round 8A Page 3"
toss-up,energy,Multiple Choice,7) Energy – Multiple Choice Which of the following is least likely to improve the rate of an endothermic reaction involving two gas species reacting on the wall of a vessel? W) Coating the wall with a catalyst X) Increasing the volume Y) Increasing the reactant partial pressure Z) Increasing the temperature,X) INCREASING THE VOLUME
