type,subject,format,question,answer
toss-up,math,Short Answer,1) Math – Short Answer What is the period of the function with equation y = 3 sine open parenthesis 12πx + 4 close parenthesis minus 7?,1/6
bonus,math,Short Answer,1) Math – Short Answer Simplify the following sum of two fractions: 1 over log base 3 of 6 + 1 over log base 12 of 6.,"2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,2) Energy – Multiple Choice Oak Ridge National Lab has demonstrated that 3D-printed magnets made from recycled materials can outperform those created by traditional methods. Permanent magnets made from rare-earth lanthanoid [LAN-tha-noyd] elements have partially occupied shells of what type? W) S X) P Y) D Z) F,Z) F
bonus,energy,Short Answer,2) Energy – Short Answer Researchers at Argonne National Lab are developing a new understanding of water oxidation via electrocatalysis. Identify all of the following four choices that are products of the water oxidation half-reaction: 1) Protons; 2) Molecular oxygen; 3) Molecular hydrogen; 4) Heavy water.,"1, 2"
toss-up,chemistry,Short Answer,3) Chemistry – Short Answer Identify all of the following three acids that are diprotic acids: 1) Hydrochloric acid; 2) Sulfuric acid; 3) Phosphoric acid.,2
bonus,chemistry,Short Answer,3) Chemistry – Short Answer What is the product of the reaction of ethylene and hydrogen bromide?,"BROMOETHANE (ACCEPT: ETHYL BROMIDE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,"4) Earth and Space – Short Answer When CO from the atmosphere dissolves in ocean water, 2 it quickly reacts with water to create what neutral acidic species?","CARBONIC ACID (ACCEPT H CO )
2 3"
bonus,,Short Answer,4) Earth and Space – Short Answer Identify all of the following three regions that are typically at low atmospheric pressures due to global atmospheric circulation patterns: 1) ITCZ; 2) Horse latitudes; 3) Polar front.,"1, 3"
toss-up,biology,Short Answer,5) Biology – Short Answer What is the term for the plant growth response to touch stimuli?,THIGMOTROPISM
bonus,biology,Short Answer,5) Biology – Short Answer Steroid hormones are produced in the gonads as well as what other organ?,"ADRENAL GLANDS (ACCEPT: SUPRARENAL GLANDS)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,"6) Physics – Short Answer Truth, beauty, and charm are flavors of what type of particle?",QUARK (ACCEPT: ANTI-QUARK)
bonus,physics,Short Answer,"6) Physics – Short Answer A 1-ohm resistor and a 2-ohm resistor are connected in parallel to an 8-volt battery with internal resistance of 2 ohms. In amperes, how much current flows through the 1-ohm resistor?",2
toss-up,,Short Answer,"7) Earth and Space – Short Answer With an apparent magnitude of 3.4, what is the most distant celestial object that is reliably visible with the naked eye?",ANDROMEDA GALAXY
bonus,,Short Answer,"7) Earth and Space – Short Answer The Little Ice Age in the 17th century coincided with the Maunder minimum, a period of time defined by the observation of very few of what astronomical phenomena?","SUNSPOTS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,8) Biology – Short Answer What gaseous hormone promotes ripening of fruit in many plants?,"ETHYLENE (ACCEPT: ETHENE, C H )
2 4"
bonus,biology,Short Answer,8) Biology – Short Answer Identify all of the following four cell types that are considered white blood cells: 1) T cells; 2) Erythrocytes; 3) Thrombocytes; 4) Neutrophils.,"1, 4"
toss-up,chemistry,Short Answer,9) Chemistry – Short Answer Identify all of the following three forces that play a role in the interparticle interactions for hydrogen chloride: 1) Hydrogen bonding; 2) London dispersion; 3) Dipole-dipole.,"2, 3"
bonus,chemistry,Short Answer,9) Chemistry – Short Answer Rank the following three atoms in terms of increasing magnitude of their electron affinities: 1) Lithium; 2) Boron; 3) Carbon.,"2, 1, 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,10) Physics – Short Answer Birefringence [bye-ree-FRIN-jents] is a phenomenon seen in materials whose index of refraction is dependent on the direction of travel and what other property of light?,POLARIZATION
bonus,physics,Multiple Choice,10) Physics – Multiple Choice An asteroid with linear momentum is gravitationally captured by a planet. Which of the following best explains where the linear momentum of the asteroid went? W) Converted into angular momentum X) Conserved in the asteroid's orbital velocity Y) Dissipated by frictional forces Z) Translating the planet-asteroid system,Z) TRANSLATING THE PLANET-ASTEROID SYSTEM
toss-up,math,Short Answer,11) Math – Short Answer What is the partial derivative with respect to y of the expression x3y7?,7x3y6
bonus,math,Short Answer,"11) Math – Short Answer Other than 5, what is the smallest positive integer that, when divided by 6, 8, 10, or 14, has a remainder of 5?","845
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,12) Energy – Short Answer Researchers at Pacific Northwest National Lab are studying the relationship between soil carbon and microbial activity in soils. Most soil carbon is stored inorganically as part of what large group of minerals?,CARBONATES
bonus,energy,Multiple Choice,12) Energy – Multiple Choice Fermi National Accelerator scientists are looking for physics beyond the Standard Model in the form of decay pathways that do not conserve lepton flavor. Which of the following particles has already been observed violating this conservation principle? W) Electrons X) Neutrinos Y) Protons Z) Bosons,X) NEUTRINOS
toss-up,chemistry,Short Answer,13) Chemistry – Short Answer How many electrons in one atom of elemental sulfur are located in s-orbitals?,6
