type,subject,format,question,answer
toss-up,biology,Short Answer,Indicate the name of the common and treatable condition that occurs when a person’s eyeball is longer than normal and the lens focuses distant objects in the front of the retina.,MYOPIA (ACCEPT: NEARSIGHTEDNESS)
bonus,biology,Multiple Choice,Quorum [KWOHR-uhm] sensing in bacteria occurs when bacteria “sense” other bacteria. Which of the following triggers this phenomenon to occur? W) Number of bacteria X) Density of bacteria Y) Production and detection of autoinducers Z) Bacterial fission,Y) PRODUCTION AND DETECTION OF AUTOINDUCERS
toss-up,physics,Short Answer,What type of particle mediates the strong nuclear force?,GLUON
bonus,physics,Short Answer,"A car with a mass of 1100 kilograms moves at 24 meters per second. What is the magnitude of the braking force, in newtons, needed to bring the car to a halt in 20 seconds?",1320
toss-up,chemistry,Short Answer,"What is the standard molar enthalpy of formation, in kilojoules per mole, for hydrogen gas?",0
bonus,chemistry,Short Answer,"Name all of the following five compounds that are soluble in water: 1) sodium sulfate, 2) lead (II) iodide, 3) barium chloride, 4) iron (II) hydroxide, 5) calcium sulfate.","1, 3 (ACCEPT: SODIUM SULFATE, BARIUM CHLORIDE)"
toss-up,energy,Multiple Choice,4) EARTH AND SPACE Multiple Choice Liquid water can store more heat energy than an equal amount of any other naturally occurring substance because liquid water has which of the following characteristics? W) It expands when cooled X) It has its greatest density at 4° Celsius Y) It has higher specific heat Z) It can be changed into a solid or a gas,Y) IT HAS HIGHER SPECIFIC HEAT
bonus,,Multiple Choice,4) EARTH AND SPACE Multiple Choice Which of the following factors has the greatest influence on the weathering rate of Earth’s surface bedrock? W) Regional climate X) Angle of insolation Y) Age of the bedrock Z) Local air pressure,W) REGIONAL CLIMATE
toss-up,math,Short Answer,"If g u [g of u equals the integral from 0 to u of secant squared of t dt], find g’(u) [g prime of u]. ( ) =",sec2u
bonus,math,Short Answer,Factor completely the expression: rs r s .,"s r 5 +25 – 3 – 15
( + 5)(5 – 3)"
toss-up,energy,Multiple Choice,Which of the following will NOT usually increase the gas mileage of gasoline cars manufactured since the early 1980s? W) Driving at or below 60 miles per hour on the freeway X) Using cruise control Y) Replacing clogged air filters Z) Using overdrive gears,Y) REPLACING CLOGGED AIR FILTERS
bonus,energy,Short Answer,A solar cell is an electrical device that converts light energy directly into electricity. What is the term for this conversion process?,PHOTOVOLTAIC EFFECT (DO NOT ACCEPT: PHOTOELECTRIC EFFECT)
toss-up,biology,Multiple Choice,"As could be detected clinically during a functional magnetic resonance image, which of the following parts of the brain would be activated when a person is faced with a fearful situation? W) Neocortex X) Hippocampus [hip-uh-KAM-puhs] Y) Amygdala [uh-MIG-duh-luh] Z) Superior colliculi [ko-LI-kyoo-lee]",Y) AMYGDALA
bonus,biology,Multiple Choice,Indicate where action potentials are generated in a myelinated [MY-uh-luh-nay-tid] post-synaptic cell. W) Axon hillock X) Dendrites Y) Neuron nucleus Z) Schwann cell,W) AXON HILLOCK
toss-up,physics,Short Answer,"If a 0.20 kilogram apple fell 7.0 meters, hitting Newton’s head, given acceleration due to gravity as 10 meters per second squared, what was the change in potential energy in joules?",14
bonus,physics,Short Answer,"Taking the acceleration due to gravity to be 10 meters per second squared, what kinetic coefficient of friction will exert a force of 20 newtons on a 4 kilogram object as it moves over a horizontal surface?",0.5
toss-up,chemistry,Short Answer,"What subshell is defined by an electron with quantum numbers and l [ell equals 2]? An N=S 3WER: 3=d 2 BONUS 9) CHEMISTRY Short Answer In a titration experiment, how many grams of sodium hydroxide are needed to neutralize 25 milliliters of a 0.1 molar hydrogen chloride solution?",0.1
toss-up,,Short Answer,10) EARTH AND SPACE Short Answer Which planet takes more time to complete one rotation on its axis than to complete one revolution around the Sun?,VENUS
bonus,,Multiple Choice,10) EARTH AND SPACE Multiple Choice A major belt of asteroids is located between Mars and Jupiter. Which of the following is the approximate average distance in millions of kilometers between the Sun and this major asteroid belt? W) 110 X) 220 Y) 390 Z) 850,Y) 390
toss-up,math,Short Answer,How many terms does the binomial expansion of x y [open parenthesis x squared plus 2 y cubed close parenthesis to the power of 220] co3nt2a0in? ( + 2 ),21
bonus,math,Multiple Choice,Which of the following functions has an oblique asymptote? W) f x x x x [f of x equals open parenthesis x to the fifth plus 1 close parenthesis5 over op4en p2arenthesis x to the fourth plus 3 x squared plus 2 close pare(n)th =e s(is ]+ 1)/( + 3 + 2) X)f x x x x [f of x equals open parenthesis x squared plus 1 close parenthesi2s over o3pen2 parenthesis x cubed minus x squared minus 1 close parenthesis] ( ) = ( + 1)/( - - 1) Y) f x x x x [f of x equals open parenthesis 4 x squared plus x plus 1 close parenthesis2 over x squ2ared] ( ) = (4 + + 1)/ Z) f x x x [f of x equals x to the fifth over open parenthesis x squared minus 1 close par5enth2esis] ( ) = /( - 1),"W) f x x x x
5 4 2
( ) = ( + 1)/( + 3 + 2)"
toss-up,energy,Short Answer,"What is the term for a facility that integrates biomass conversion processes and equipment to produce fuels, power, and chemicals from biomass?",BIOREFINERY
bonus,energy,Short Answer,"Name all of the following five products that have been made with green algae: 1) biodiesel, 2) methane, 3) ethanol, 4) gasoline, 5) biogasoline.","1, 2, 3, 5 (ACCEPT: BIODIESEL, METHANE, ETHANOL, BIOGASOLINE)"
toss-up,math,Short Answer,"Given f x x and g x x, what is f g x [f of g of x]?","x ( ) = + 1 ( ) = 3 ( ( ))
3 + 1"
bonus,math,Short Answer,"If g b b b b b [g of b equals 6 b cubed minus 4 b squared plus b plus 4 b to the nega3tive 12], what is - g 1(b) [g prime of b]? ( ) = 6 – 4 + + 4 ’","b b b (ACCEPT: b b )
2 -2 2
18 – 8 + 1 – 4 18 – 8 + 1 –"
toss-up,,Multiple Choice,14) EARTH AND SPACE Multiple Choice Which of the following is the name given to soil that forms over millions of years from weathering of crystalline bedrock? W) Advanced X) Mature Y) Transported Z) Parent,X) MATURE
bonus,,Multiple Choice,"14) EARTH AND SPACE Multiple Choice Which of the following is unlikely, given the Moon’s current orbital plane? W) Solar eclipses visible from Earth X) The Moon passing directly over the poles Y) Lunar eclipses visible from Earth Z) Variations in the lunar path across the sky",X) THE MOON PASSING DIRECTLY OVER THE POLES
toss-up,biology,Multiple Choice,Which of the following senses is most important to the behavior of most spiders? W) Audition X) Olfaction Y) Mechanoreception Z) Polarized light vision,Y) MECHANORECEPTION
bonus,biology,Multiple Choice,Which of the following parts of a nerve cell acts as a resistor? W) Ion channels X) Cytoplasm Y) Plasma membrane Z) Mitochondria [my-tuh-KON-dree-uh],W) ION CHANNELS
toss-up,physics,Short Answer,A current of 4 milliamperes flows when a resistor is connected across a 12-volt battery. What is the resistance of this resistor in ohms?,3000
bonus,physics,Short Answer,"Two asteroids that are 10,000 kilometers apart attract each other with a gravitational force of F. If the two asteroids move further away from each other to a distance of 20,000 kilometers apart, what will the gravitational force be in terms of F?",¼ F (ACCEPT: 0.25F)
toss-up,chemistry,Multiple Choice,Which of the following molecules is an alkane? W) C H 4 8 X) C H 3 8 Y) C H 2 2 Z) C H OH 2 5,"X) C H
3 8"
bonus,chemistry,Short Answer,"Of the following five solutions, name all that are nonelectrolytic: 1) acetone; 2) glucose; 3) acetic acid; 4) nitric acid; 5) ammonia.","1, 2 (ACCEPT: ACETONE, GLUCOSE)"
toss-up,,Multiple Choice,18) EARTH AND SPACE Multiple Choice The metamorphism of a sandstone rock will cause the rock to do which of the following? W) Melt X) Contain more fossils Y) Become denser Z) Occupy a greater volume,Y) BECOME DENSER
bonus,,Multiple Choice,18) EARTH AND SPACE Multiple Choice Which of the following pairs of minerals could be contained in the rocks gabbro and granite? W) Calcite and dolomite [py-ROK-seen] X) Mica [MY-kuh] and amphibole [AM-fuh-bohl] Y) Orthoclase and olivine Z) Plagioclase [PLAY-jee-uh-klays] and nepheline [NEF-uh-lin],X) MICA AND AMPHIBOLE
toss-up,math,Multiple Choice,"Which of the following is an identity? W) x x [cosine of 2x equals 2 cosine of x] X) x x x [sine of 2 x equals 2 sine of x cosine of x] Y) cos(x2 ) y= 2 cos(x) y [cosine of the quantity x plus y equals cosine of x plus co ssiinn(e2 o)f =y] 2 sin( ) cos( ) Z) cos(x - + y ) = cosx( ) + cyos([s)in e of the quantity x minus y equals sine of x minus sine of y] ANsSinW(ER:) X =) sin( )x - sin( ) x x sin(2 ) = 2 sin( ) cos( ) BONUS 19) MATH Short Answer For Valentine’s Day, Adam bought several dozen roses and several dozen carnations. The roses cost $15 per dozen, and the carnations cost $8 per dozen. Adam bought a total of 17 dozen flowers and paid a total of $192. How many dozen roses did he buy?",8
toss-up,energy,Short Answer,What is the term for the process during the thermodynamic cycle in which a fluid or gas changes volume or pressure without any heat exchange between it and its surrounding environment?,ADIABATIC
bonus,energy,Multiple Choice,"Which of the following statements about carbon sequestration is false? W) Costs of carbon sequestration programs increase due to integration X) Iron fertilization in the ocean encourages phytoplankton growth, which removes additional carbon from the atmosphere Y) The use of cover crops between planting seasons could remove carbon from the atmosphere Z) Peat bogs are excellent for carbon storage","W) COSTS OF CARBON SEQUESTRATION PROGRAMS INCREASE DUE TO
INTEGRATION"
