type,subject,format,question,answer
toss-up,energy,Multiple Choice,"1) Energy – Multiple Choice Two years after carbon dioxide was sequestered by the Pacific Northwest National Lab near Wallula, Washington, the material was converted into mineral substances resembling what type of sedimentary rock? W) Rock gypsum X) Limestone Y) Coal Z) Rock salt",X) LIMESTONE
bonus,energy,Short Answer,1) Energy – Short Answer Identify all of the following three statements that are true regarding nuclear energy in the United States: 1) Most common reactors are thermal reactors; 2) Most common reactors use U-235 as a fuel; 3) Water can be used as a moderator.,"ALL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,2) Earth and Space – Short Answer What star has the lowest apparent magnitude as observed from Earth?,THE SUN (ACCEPT: SOL)
bonus,,Short Answer,2) Earth and Space – Short Answer What type of star must be present prior to a Type One-A supernova?,"WHITE DWARF
High School - Round 3A Page 1"
toss-up,biology,Short Answer,"3) Biology – Short Answer Before amino acids can be used in translation, the free amino acid must be bonded to what class of molecules?",tRNA
bonus,biology,Short Answer,"3) Biology – Short Answer Certain plants have leaves in which bundle-sheath cells are tightly packed around veins, which are then surrounded by mesophyll [MEH-zoh-fill] cells. This anatomy is associated with plants that perform what type of photosynthesis?","C4 (ACCEPT: HATCH-SLACK PATHWAY, HATCH-SLACK CYCLE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,4) Chemistry – Multiple Choice Which of the following terms best describes the relationship between 1-butanol [one-BYOO-tan-all] and 4-butanol? W) Structural isomers X) Same compound Y) Diastereomers [dye-ah-STARE-ee-oh-murz] Z) Enantiomers [en-AN-tee-oh-mirs],X) SAME COMPOUND
bonus,chemistry,Short Answer,4) Chemistry – Short Answer Identify all of the following three statements that are true of xenon [ZEE- non] tetrafluoride: 1) It is tetrahedral [tetrah-HEE-drul]; 2) It has no net dipole [DYE-pole] moment; 3) It contains two unpaired electrons.,"2
High School - Round 3A Page 2"
toss-up,physics,Short Answer,"5) Physics – Short Answer A 1,000-kilogram block of density 800 kilograms per cubic meter is placed in a fluid of density 1,000 kilograms per cubic meter. What percentage of the block’s total volume floats above the surface of the fluid?",20
bonus,physics,Multiple Choice,"5) Physics – Multiple Choice A lightning bolt strikes a power station, transmitting a current of 30,000 amps for 100 microseconds into it, which is currently charging a 2,000-milliampere-hour battery. Assuming that the charge from the lightning bolt is perfectly transmitted into the battery, which of the following percentages is closest to the percentage of the battery that it would charge? W) Less than 1 X) 25 Y) 50 Z) 75","W) LESS THAN 1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
