type,subject,format,question,answer
toss-up,physics,Multiple Choice,"1) Physics – Multiple Choice A famous principle of fluid mechanics, traditionally attributed as the explanation behind lift on an airplane wing, is named after what scientist? W) Bernoulli X) Pascal Y) Rayleigh Z) Reynolds",W) BERNOULLI
bonus,physics,Short Answer,"1) Physics – Short Answer A metal disk has a moment of inertia of 5.0 x 10 –3 kilogram meters squared. If the disk is rotating with 9 joules [jools] of kinetic energy, what is the angular speed, in radians per second, of a point on its rim?","60
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,2) Math – Short Answer A geometric sequence has third term 1 and fourth term –3. What is its first term?,1/9
bonus,math,Short Answer,"2) Math – Short Answer If theta equals the arcsine of 0.8, what is the sum of the cotangent of theta and the cosecant of theta?",2
toss-up,biology,Multiple Choice,3) Biology – Multiple Choice Steroids can be classified as which of the following types of biomacromolecule? W) Carbohydrate X) Protein Y) Lipid Z) Nucleic Acid,Y) LIPID
bonus,biology,Short Answer,"3) Biology – Short Answer In the mitochondrial electron transport chain during oxidative phosphorylation [faws-four-il-AY-shun], what molecule is the final electron acceptor?","OXYGEN (ACCEPT: O )
2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,4) Energy – Multiple Choice What gas is produced by bacterial decay in landfills? W) Neon X) Oxygen Y) Carbon monoxide Z) Methane,Z) METHANE
bonus,energy,Multiple Choice,4) Energy – Multiple Choice Researchers at Argonne National Lab used high-energy x-rays to confirm a model of quantum magnetism. Which of the following facilities did they use? W) Electron Microscopy Center X) Center for Nanoscale Materials Y) Advanced Photon Source Z) Tandem Linear Accelerator,Y) ADVANCED PHOTON SOURCE
toss-up,,Multiple Choice,"5) Earth and Space – Multiple Choice What type of lava can be expected to erupt from a shield volcano, like Kilauea? W) Andesite X) Basalt Y) Dacite Z) Rhyolite",X) BASALT
bonus,,Short Answer,5) Earth and Space – Short Answer What is the name for a large depression that forms when the vent of a volcano collapses into a drained magma chamber?,"CALDERA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,6) Physics – Multiple Choice Which of the following is equivalent to 10 centimeters? W) 108 nanometers X) 103 millimeters Y) 107 micrometers Z) 102 decimeters,W) 108 NANOMETERS
bonus,physics,Multiple Choice,6) Physics – Multiple Choice Which of the following will increase the entropy [EN-troh-pee] of a system? W) Decreasing the temperature X) Changing the phase from a liquid to a solid Y) Increasing the volume Z) Decreasing the number of molecules,Y) INCREASING THE VOLUME
