type,subject,format,question,answer
toss-up,chemistry,Short Answer,1) Chemistry – Short Answer Order the following three solvents from least to greatest by the pKa of acetic acid when dissolved in that solvent: 1) DMSO; 2) Water; 3) Methanol.,"2, 3, 1"
bonus,chemistry,Short Answer,1) Chemistry – Short Answer Order the following three colors of light from least energetic to most energetic: 1) Yellow; 2) Violet; 3) Red.,"3, 1, 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,2) Energy – Short Answer Identify all of the following three statements that illustrate disadvantages of hydroelectricity plants: 1) Water used to run the plant may be reliant on precipitation; 2) The plants can produce a lot of pollution; 3) Aquatic habitats near the plants may be destroyed.,1 AND 3
bonus,energy,Multiple Choice,2) Energy – Multiple Choice Which of the following establishes renewable energy use goals for the U.S. by a specific date? W) Net Metering Agreement X) National Renewable Energy Target Contract Y) Solar Guerrillas Pact Z) Renewable Energy Portfolio Standards,Z) RENEWABLE ENERGY PORTFOLIO STANDARDS
toss-up,math,Short Answer,3) Math – Short Answer What is the sum of the largest prime number less than 50 and the largest prime number less than 100?,144
bonus,math,Short Answer,3) Math – Short Answer The bob on a pendulum swings through an arc 6 feet long when the string swings through an angle of 0.5 radians. What is the length of the pendulum in feet?,"12
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,4) Earth and Space – Multiple Choice Which of the following is always true during the month of July? W) The Earth is near its orbital perihelion X) The Southern Hemisphere is tilted towards the Sun Y) The sun does not rise over the Drake Passage Z) The sun does not set over Svalbard,Z) THE SUN DOES NOT SET OVER SVALBARD
bonus,,Short Answer,"4) Earth and Space – Short Answer What is the resolving power, in arc seconds to one decimal place, of a 56.0 centimeter diffraction-limited telescope observing in the V band?",0.2
toss-up,physics,Short Answer,"5) Physics – Short Answer What fundamental force mediates the decay of a neutron into a proton, an electron, and a neutrino?","WEAK FORCE (ACCEPT: WEAK NUCLEAR FORCE; WEAK NUCLEAR;
WEAK)"
bonus,physics,Multiple Choice,5) Physics – Multiple Choice Through which of the following materials does sound travel the fastest? W) Aluminum X) Copper Y) Glass Z) Gold,"W) ALUMINUM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,"6) Biology – Short Answer What group of biotech-relevant enzymes, derived from bacteria, often recognize specific palindromic sequences of nucleic acids and introduce a double-stranded break?",RESTRICTION ENZYMES (ACCEPT: RESTRICTION ENDONUCLEASES)
bonus,biology,Multiple Choice,6) Biology – Multiple Choice An effective enzyme has a very high affinity for which of the following? W) Starting materials X) Products Y) Transition state Z) ATP,Y) TRANSITION STATE
toss-up,chemistry,Short Answer,7) Chemistry – Short Answer Identify all of the following three intermolecular forces that will arise between molecules of methanol: 1) London forces; 2) Dipole-dipole interactions; 3) Hydrogen bonding.,ALL OF THEM
bonus,chemistry,Short Answer,7) Chemistry – Short Answer Identify all of the following three statements that are true regarding carbon and graphite: 1) Carbon atoms in diamond are sp3 hybridized; 2) Graphite is a better conductor of electricity than diamond; 3) Graphite carbon is tetrahedral.,"1 AND 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
