type,subject,format,question,answer
toss-up,physics,Short Answer,"A 1 nanocoulomb charge is held 1 meter above an infinite sheet with a surface charge density of 1 nanocoulomb per meter squared. If the charge is moved to 2 meters from the sheet, then by what factor does the electric force on the charge change?",THERE IS NO CHANGE IN THE ELECTRIC FORCE (ACCEPT: 0)
bonus,physics,Short Answer,"You are in a spaceship and you bounce a ball off of a wall and catch it. The time between the instant you throw the ball and when it returns is 1.5 seconds. Another spaceship is travelling at a speed 4/5 the speed of light relative to your ship. From the frame of reference of the other ship, providing your answer to the nearest tenth, how long does it take in seconds for you to throw and catch the ball?",2.5
toss-up,energy,Short Answer,"What is the term for the lifetime cost of generating electricity that is inclusive of initial capital cost and discount rate, as well as operation, fuel, and maintenance costs?",LEVELIZED COST
bonus,energy,Multiple Choice,"When considering the total U.S. energy resources and reserves, coal represents 2.3% of the energy base. What approximate percentage does geothermal represent? W) 14% X) 23% Y) 39% Z) 51%",Y) 39%
toss-up,chemistry,Multiple Choice,Which of the following properties is generally characteristic of metals? W) High heat conductivity X) Low electrical conductivity Y) High first ionization energies Z) Tendency to form negative ions,W) HIGH HEAT CONDUCTIVITY
bonus,chemistry,Short Answer,What separation technique would effectively separate a 50:50 mixture of ethanol and water?,FRACTIONAL DISTILLATION (ACCEPT: DISTILLATION)
toss-up,biology,Multiple Choice,"A man with an X-linked dominant trait has children with a female who is homozygous [hoh-muh-ZY-guhs] recessive for the trait. Which of the following proportions of his offspring will be affected by the trait? W) All of his children, male or female X) All his male children Y) All his female children Z) Half of his female children",Y) ALL HIS FEMALE CHILDREN
bonus,biology,Short Answer,Name four of the five structural characteristics shared by all Chordata at some point in their life cycle?,"any 4 of DORSAL HOLLOW NERVE CORD (ACCEPT: DORSAL NERVE CORD),
NOTOCHORD, GILL-SLITS, POST ANAL TAIL (ACCEPT: TAIL), ENDOSTYLE"
toss-up,math,Multiple Choice,How many two digit positive integers have at least one 6 as a digit? W) 17 X) 18 Y) 19 Z) 20,X) 18
bonus,math,Short Answer,Solve the following base-10 logarithmic equation for x: x x x x [log base 10 of open parenthesis x squared plus 3x close2 parenthesis plus log base 10 of 5x equals 1 plus log base 10 of 2x]. l og( + 3 ) + log(5 ) = 1 + log(2 ),1 (DO NOT ACCEPT: -4)
toss-up,,Short Answer,6) EARTH AND SPACE Short Answer Which element was first discovered by observing its spectral lines in the solar atmosphere?,HELIUM
bonus,,Short Answer,6) EARTH AND SPACE Short Answer What are the two most massive galaxies in the Local Group?,MILKY WAY AND ANDROMEDA (ACCEPT: M31)
toss-up,physics,Multiple Choice,"A field emission microscope requires which of the following? W) A conductor with a very fine point X) High energy alpha particles Y) A light source with a wavelength shorter that the smallest observable feature size Z) A low amplitude, time-varying magnetic field",W) A CONDUCTOR WITH A VERY FINE POINT
bonus,physics,Short Answer,A 2 kilogram object experiences a force with respect to time according to the relation F = 4t newtons from time t = 0 seconds to time t = 3 seconds. What is the impulse that the object experiences in kilogram meters per second during these three seconds?,18
toss-up,chemistry,Multiple Choice,"If an endothermic reaction is at equilibrium [ee-kwuh-LIB-ree- uhm], how will the equilibrium shift if the temperature is raised? W) Toward the reactants X) Toward the products Y) Toward both the reactants and the products Z) It will not shift in either direction",X) TOWARD THE PRODUCTS
bonus,chemistry,Multiple Choice,"Which of the following silver salts with the given K values has sp the greatest molar solubility? W) Silver chloride, K = 1.8 x 10-10 sp X) Silver bromide, K = 5.0 x 10-13 sp Y) Silver iodide, K = 8.3 x 10-17 sp Z) Silver cyanide, K = 1.2 x 10-16 sp","W) SILVER CHLORIDE, K = 1.8 x 10-10
sp"
toss-up,biology,Multiple Choice,"In the lab, you engineer a gene so that it is specifically expressed in pancreatic cells. Which of the following aspects of the gene did you likely adjust? W) Intron sequences X) 5’ [5 prime] UTR sequences Y) Translational start sequences Z) Promoter sequences",Z) PROMOTER SEQUENCES
