type,subject,format,question,answer
toss-up,energy,Multiple Choice,"Bioplastics are plastics derived from plant sources, rather than petroleum. Which of the following is NOT a way in which bioplastics can be made? W) Intracellular production by the fermentation of a feedstock X) Engineering a crop to grow the plastic within the plant itself Y) Fermentation of a cereal to make precursors, which would then be processed into bioplastics Z) Fermentation of the waste water from the conventional manufacture of corn syrup","Z) FERMENTATION OF THE WASTE WATER FROM THE CONVENTIONAL
MANUFACTURE OF CORN SYRUP"
bonus,energy,Multiple Choice,Which of the following is NOT an accurate representation of a limitation on the production and use of bioplastics? W) Using crops to produce plastic diverts plants from the food supply X) Bioplastics are unlikely to disintegrate in a landfill Y) Bioplastics produce a variety of pollutants when burned Z) Individuals at home would find it difficult to compost bioplastics,"Y) BIOPLASTICS PRODUCE A VARIETY OF POLLUTANTS WHEN BURNED
________________________________________________________________________"
toss-up,chemistry,Short Answer,Name the following compound: N O 2 4.,"DINITROGEN TETROXIDE (ALSO ACCEPT: NITROGEN TETROXIDE,
NITROGEN PEROXIDE)"
bonus,chemistry,Short Answer,What is the equation for the combustion of octane?,"2C H + 25O 18H O + 16CO
8 18 2 2 2"
toss-up,math,Multiple choice,"Psoriasis, a chronic skin disorder caused by the immune system, affects 1% to 2% of Caucasians. If there are 16,098,000 Caucasians in New York State, about how many would be expected to have psoriasis? W) Between 16,000 and 32,000 X) Between 160,000 and 325,000 Y) Between 1,600,000 and 3,220,000 Z) 241,470","X) BETWEEN 160,000 AND 325,000"
bonus,math,Short Answer,What is 224% of 17? Provide your answer as a decimal to the nearest integer.,"38
________________________________________________________________________"
toss-up,physics,Multiple Choice,"When we measure the distance traveled by an object moving from one point to another, which of the following is always true? W) Magnitude of displacement is greater than or equal to distance X) Magnitude of displacement equals distance Y) Magnitude of displacement is greater than distance Z) Magnitude of displacement is less than or equal to distance",Z) MAGNITUDE OF DISPLACEMENT LESS THAN OR EQUAL TO DISTANCE
bonus,physics,Short Answer,"José and Rosie were spelunking in the caves in the Black Hills of South Dakota. They crawled through a multitude of passages, traveling a net 3 kilometers westward, 4 kilometers south, and 50 meters up. What was magnitude of their overall displacement to the nearest kilometer?",5
toss-up,,Multiple Choice,"5) EARTH AND SPACE Multiple Choice In the last 4 billion years, the average brightness of the Sun has: W) Increased X) Decreased Y) Stayed the same Z) Increased, then decreased",W) INCREASED
bonus,,Short Answer,5) EARTH AND SPACE Short Answer What are explosive events associated with sunspots that cause spectacular auroras in Earth’s upper atmosphere near its magnetic poles?,"SOLAR FLARES
________________________________________________________________________"
toss-up,physics,Short Answer,The Lorentz force acting on a particle moving in electric and magnetic fields depends on what two characteristics of the particle?,CHARGE AND VELOCITY (DO NOT ACCEPT: SPEED)
bonus,physics,Short Answer,The interior light in a car is left on for three hours. The light draws 1 ampere from the battery. How many coulombs flowed through the light?,"10,800"
toss-up,energy,Multiple Choice,Where is most of the uranium used in the United States mined? W) United States X) Middle East Y) Africa Z) South America,W) UNITED STATES
