type,subject,format,question,answer
toss-up,,Short Answer,"1) Earth and Space – Short Answer During a solar eclipse, an observer’s view of the Sun is completely blocked by the moon. The observer is therefore standing in what region of the Moon’s shadow?",UMBRA
bonus,,Multiple Choice,"1) Earth and Space – Multiple Choice Which of the following statements best reflects our current understanding of the past and present of Mars’ atmosphere? W) It has always been about as thick Earth’s atmosphere today X) It has always been much thinner than Earth’s atmosphere today Y) It was thick shortly after formation, but has since thinned due to solar wind Z) It was thin shortly after formation, but has since thickened due to volcanic outgassing","Y) IT WAS THICK SHORTLY AFTER FORMATION, BUT HAS SINCE THINNED DUE TO
SOLAR WIND
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,2) Chemistry – Short Answer Identify all of the following three terms that can describe the behavior of water: 1) Nucleophile [NU-klee-oh-file]; 2) Lewis base; 3) Bronsted [BRON-sted] acid.,ALL
bonus,chemistry,Short Answer,"2) Chemistry – Short Answer Identify all of the following three statements that are true of crystal field theory: 1) d orbitals in a coordinated metal can be higher in energy than in the isolated metal ion; 2) All d orbitals are elevated in energy equally when a metal is coordinated; 3) In a coordinated metal ion, the d orbitals are degenerate.",1
toss-up,energy,Multiple Choice,"3) Energy – Multiple Choice DOE scientists working on the Dark Energy Survey at Fermilab serendipitously discovered a potential dwarf planet orbiting the Sun at 92 AU. Which of the following is closest, in Earth-years, to the orbital period of this object? W) 110 X) 1,100 Y) 11,000 Z) 110,000","X) 1,100"
bonus,energy,Short Answer,"3) Energy – Short Answer Researchers supported by Ames Lab have recently provided spectroscopic [spek-troh-SCAW-pik] evidence for a type of material in which the electron and hole bands are connected at Weyl [wile] points, which are in turn connected by Fermi [FUR-mee] arcs. These materials are a specific type of what general group of materials in electronic band theory?","SEMIMETAL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,4) Physics – Multiple Choice Which of the following thermodynamic quantities is a path function? W) Energy X) Enthalpy [EN-thul-pee] Y) Entropy [EN-troh-pee] Z) Heat,Z) HEAT
bonus,physics,Short Answer,"4) Physics – Short Answer A solid uniform cylindrical rod has moment of inertia I when rotating about its center like a propeller. In terms of I, what is the moment of inertia of a second rod of the same density but twice the length, when rotated about its symmetry axis?",8 I
toss-up,math,Multiple Choice,"5) Math – Multiple Choice Let f(x) be a continuous and differentiable function on the closed interval [2,6]. Which of the following could be the x-value guaranteed by the mean value theorem for this situation? W) 0 X) 3 Y) 6 Z) 9",X) 3
bonus,math,Short Answer,5) Math – Short Answer Solve the following equation for x: 4x + 2 equals the absolute value of open parenthesis 3x – 5 close parenthesis.,"3/7 (DO NOT ACCEPT: –7)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,6) Biology – Short Answer Identify all of the following three classes that contain organisms that produce amniotic eggs: 1) Reptilia; 2) Aves [AY-veez]; 3) Mammalia.,ALL
bonus,biology,Multiple Choice,6) Biology – Multiple Choice Which of the following codons could NOT result in a nonsense mutation following a single-nucleotide substitution? W) GGA X) UCG Y) CAA Z) AGG,Z) AGG
toss-up,,Multiple Choice,"7) Earth and Space – Multiple Choice Which of the following is closest to the average denisty, in grams per cubic centimeter, of Earth’s core? W) 5.5 X) 7.1 Y) 8.9 Z) 12.8",Z) 12.8
bonus,,Multiple Choice,7) Earth and Space – Multiple Choice Which of the following metamorphic index minerals is typically FOUND in the metamorphic facies [FAY-sheez] granulite? W) Chlorite X) Kyanite [KYE-an-ite] Y) Andalusite [ann-dah-LOO-site] Z) Sillimanite [SILLih-mah-nite],"Z) SILLIMANITE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,"8) Physics – Short Answer An engineer designs a step-down transformer to convert 240 volts-RMS down to 20 volts-RMS. If the primary winding has 600 turns, how many turns are required on the secondary winding?",50
bonus,physics,Short Answer,"8) Physics – Short Answer In volts to the nearest tenth, what is the change in potential from a distance of 3 meters to a distance of 6 meters of a 1-nanocoulomb [nano KOO-lawm] point charge?",1.5
toss-up,biology,Short Answer,9) Biology – Short Answer What gene-editing method relies on synthetic guide RNAs to direct Cas nucleases [NEW-klee-aces] to target sites for gene editing?,"CRISPR (ACCEPT: CRISPR/CAS, CRISPR/CAS9)"
bonus,biology,Multiple Choice,"9) Biology – Multiple Choice In a typical mouse mammalian research model, which type of epithelial [eh-pih-THEEL-ee-ul] cell would be most prevalent lining kidney tubules? W) Simple cuboidal [kyoo-BOY-dul] X) Simple columnar Y) Simple squamous [SKWAY-mus] Z) Stratified columnar","W) SIMPLE CUBOIDAL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,10) Math – Short Answer What is the largest prime factor of 165?,11
bonus,math,Short Answer,"10) Math – Short Answer What is the standard deviation of the following list of 4 numbers: 7, 7, 9, 17?",√17
