type,subject,format,question,answer
toss-up,math,Multiple Choice,1) Math – Multiple Choice Consider the graph of the function 4x2 – 4y2 = 0. Which of the following shapes most resembles the graph of this function? W) Circle X) Hyperbola Y) Pair of intersecting straight lines Z) Ellipse,Y) PAIR OF INTERSECTING STRAIGHT LINES
bonus,math,Multiple Choice,"1) Math – Multiple Choice If x + y = 1 and x minus y equals the product of the square root of 2 and the sine of theta, what is x times y? W) Cosine of 2 theta X) Sine of 2 theta Y) One-fourth the cosine of 2 theta Z) One-fourth the sine of 2 theta","Y) ONE-FOURTH THE COSINE OF 2 THETA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,2) Physics – Short Answer Identify all of the following three quantities that are quantized: 1) Atoms of H O 2 in a beaker; 2) Frequencies of light emitted by an excited atom; 3) Charge stored on a parallel-plate capacitor.,"1, 2, AND 3"
bonus,physics,Short Answer,"2) Physics – Short Answer Consider the set of quantum numbers, -1, 0, and 1. Which one or ones could be found in a hydrogen atom wave function in which the principle quantum number is equal to 2 and the orbital or angular momentum quantum number is equal to 1?","-1, 0, 1
Round 17A Page 1"
toss-up,,Short Answer,"3) Earth and Space – Short Answer Prominent and well-defined arms are the defining characteristics of a grand design galaxy, which is a subset of what larger class of galaxies?",SPIRAL
bonus,,Multiple Choice,3) Earth and Space – Multiple Choice Which of the following is not a type of metamorphism? W) Regional X) Impact Y) Burial Z) Catastrophic,"Z) CATASTROPHIC
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,4) Chemistry – Multiple Choice Which of the following methods could be used to separate a pair of enantiomers? W) Gravity filtration X) Normal silica gel column chromatography Y) Mass spectrometry Z) Kinetic resolution,Z) KINETIC RESOLUTION
bonus,chemistry,Short Answer,"4) Chemistry – Short Answer Nitrogen monoxide decomposes into diatomic nitrogen and oxygen at high temperatures. A one-liter reaction vessel at 2000°C contains an equilibrium mixture of 192 grams of O , 112 2 grams of N , and 3 grams of NO. Using values of 14 grams per mole and 16 grams per mole for the 2 respective molar masses of atomic nitrogen and oxygen, what is the equilibrium constant for the decomposition at this temperature to two significant figures?","2.4x103 (ACCEPT 2400)
Round 17A Page 2"
toss-up,biology,Short Answer,5) Biology – Short Answer What is the name of the specific sugar that animal cells use as input into glycolysis?,GLUCOSE
bonus,biology,Short Answer,5) Biology – Short Answer Identify all of the following three bile components that are secreted by hepatocytes: 1) Bile salts; 2) Bilirubin; 3) Bicarbonate.,"1 AND 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"6) Energy – Short Answer What element is the least dense metal, has the most negative electrochemical potential, and has the greatest energy density, making it an excellent battery half-cell?",LITHIUM
bonus,energy,Multiple Choice,6) Energy – Multiple Choice Which of the following are characteristics of an ideal voltmeter? W) Infinitely large resistance and no potential difference between its terminals X) Infinitely large resistance and no current diverted through it Y) Zero resistance and no potential difference between its terminals Z) Zero resistance and no current diverted through it,"X) INFINITELY LARGE RESISTANCE AND NO CURRENT DIVERTED THROUGH IT
Round 17A Page 3"
toss-up,math,Short Answer,7) Math – Short Answer How many different sequences of 26 coin tosses result in at least 25 ‘heads’?,27
bonus,math,Short Answer,"7) Math – Short Answer In 2004, February 29th was a Sunday. On what day of the week will February 29th be in 2020?","SATURDAY
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,"8) Physics – Multiple Choice Identify all of the following three statements that are true regarding RLC circuits: 1) A series RLC circuit consists of an inductor, a capacitor, and a resistor connected in series; 2) The resonant frequency is defined as the frequency at which input impedance is at a minimum; 3) RLC circuits can be found in wireless radio receivers.","1, 2, AND 3"
bonus,physics,Short Answer,8) Physics – Short Answer Identify all of the following three statements that are true of Carnot engines: 1) Carnot’s Theorem limits the efficiency of engines to less than that of a Carnot engine; 2) The Carnot cycle consists of only reversible steps; 3) The concept of entropy arose from the limits stated by the Carnot cycle.,"1, 2, AND 3
Round 17A Page 4"
toss-up,,Short Answer,"9) Earth and Space – Short Answer What is the empirical formula and charge of the silicon-oxygen tetrahedron, also known as the fundamental building block of all silicate materials?","EMPIRICAL FORMULA: SiO , CHARGE: 4-
4"
bonus,,Short Answer,9) Earth and Space – Short Answer What is the dominant gas of the Martian atmosphere?,"CARBON DIOXIDE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,10) Chemistry – Multiple Choice Which of the following allotropes of phosphorous consists of chains of covalently-linked P4 tetrahedra? W) White phosphorous X) Red phosphorous Y) Black phosphorous Z) Violet phosphorous,X) RED PHOSPHOROUS
bonus,chemistry,Short Answer,10) Chemistry – Short Answer Identify all of the following three reactions that would result in a precipitate. 1) Addition of barium nitrate and sodium sulfate; 2) Addition of aluminum nitrate and zinc sulfate; 3) Addition of sodium hydroxide and ammonium sulfate.,"1 ONLY
Round 17A Page 5"
toss-up,biology,Short Answer,11) Biology – Short Answer Fruit ripening is promoted by which plant hormone?,ETHYLENE (ACCEPT: ETHENE)
bonus,biology,Short Answer,11) Biology – Short Answer What protein structure forms between homologous chromosomes during meiosis and is thought to mediate chromosomal pairing?,"SYNAPTONEMAL COMPLEX
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,12) Math – Short Answer For what integer value of k is 2015 cubed closest to 10k?,10
bonus,math,Short Answer,12) Math – Short Answer Consider rolling a six-sided die three times. What is the probability that the three results are strictly increasing?,"5/54
Round 17A Page 6"
toss-up,physics,Short Answer,"13) Physics – Short Answer The precession of Mercury’s orbit, which cannot be explained via a classical approach, is explained by what theory or principle?",GENERAL THEORY OF RELATIVITY (ACCEPT: GENERAL RELATIVITY)
bonus,physics,Short Answer,13) Physics – Short Answer Identify all of the following 4 heat engine cycles which use internal combustion: 1) Diesel; 2) Carnot; 3) Otto; 4) Rankine.,"1 AND 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,"14) Earth and Space – Short Answer What stadial, also referred to as the Big Freeze, was a period of cold climatic conditions approximately 12,000 years ago?",YOUNGER DRYAS
bonus,,Short Answer,14) Earth and Space – Short Answer What cinder cone appeared in 1943 in a Mexican corn field and is one of the most well characterized cinder cone volcanoes?,"PARICUTIN
Round 17A Page 7"
toss-up,energy,Short Answer,15) Energy – Short Answer What cosmic events are the brightest electromagnetic events in the known universe and are characterized by two oppositely-directed jets of energy followed by an X-ray “afterglow?”,GAMMA RAY BURST
bonus,energy,Multiple Choice,"15) Energy – Multiple Choice Which of the following is a type of diode that allows current to flow not only in the forward direction normally, but also in the reverse direction at or above the breakdown voltage? W) Ideal diode X) P-n junction Y) Zener [zee-ner] diode Z) Photodiode","Y) ZENER DIODE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,"16) Chemistry – Multiple Choice Heat, Q, is added to a monatomic ideal gas under conditions of constant volume, resulting in a temperature change, delta T. How much heat will be required to produce the same temperature change, if it is added under conditions of constant pressure? W) 3/5 Q X) Q Y) 5/3 Q Z) 2 Q",Y) 5/3 Q
bonus,chemistry,Multiple Choice,"16) Chemistry – Multiple Choice Which of the following is the molecular orbital theory prediction for the bond order of the dioxygenyl radical cation, whose chemical formula is O +? 2 W) 1 X) 1.5 Y) 2 Z) 2.5","Z) 2.5
Round 17A Page 8"
toss-up,math,Short Answer,17) Math – Short Answer The Seven Bridges of Konigsberg was a historically notable problem in graph theory and topology that was resolved by what mathematician?,LEONHARD EULER
