type,subject,format,question,answer
toss-up,biology,Multiple Choice,"Which of the following methods of dissemination of bacterial genetic material is mismatched to its description? W) Transduction: viral transfer of one cell’s DNA to another X) Binary fission: cellular division Y) Conjugation: through physical interaction, a donor cell transfers genetic material to a recipient cell Z) Transformation: one bacteria engulfs another to integrate its DNA","Z) TRANSFORMATION: ONE BACTERIA ENGULFS ANOTHER TO INTEGRATE
ITS DNA"
bonus,biology,Multiple Choice,"In one form of epigenetics called genomic imprinting, DNA is silenced by what mechanism? W) Methylation X) Acetylation [uh-SET-l-ay-shuhn] Y) Phosphorylation [FOS-for-uh-lay-shuhn] Z) Ubiquitylation [yoo-bi-kwi-ty-LAY-shuhn] ANSWER W) METHYLATION TOSS-UP 2) PHYSICS Multiple Choice A box of proper length l, proper width w, and proper height his falling right-side up without tumbling toward the ground. The Lorentz contraction predicts that which of the following dimensions will be contracted? W) Only height X) Only height and length Y) Only length and width Z) Height, width and length",W) ONLY HEIGHT
bonus,physics,Short Answer,"A curve banked at 45° has a radius of 62.5 meters. Assuming g = 10 meters per second squared, if a car is to navigate through the curve with no friction needed, with what speed, in meters per second, should the car travel?",25
toss-up,math,Short Answer,"A cube painted red on all sides has an edge length of 4 inches. If the cube is then cut into 64 cubes of edge length 1 inch, how many of the 1 inch cubes have exactly one face painted red?",24
bonus,math,Multiple Choice,"A point has rectangular coordinates . What are its equivalent polar coordinates? (3, 3) W) X) (3, 𝜋/6) Y) (3, 𝜋/4) Z) (3√2, 𝜋/6) (3√2, 𝜋/4)","Z)
(3√2, 𝜋/4)"
toss-up,energy,Multiple Choice,What percentage of the world’s geothermally produced electricity is produced in the United States? W) 11% X) 17% Y) 24% Z) 30%,Z) 30%
bonus,energy,Multiple Choice,Which of the following is NOT a type of vacuum pump? W) Scroll pump X) Roots blower Y) Diaphragm compressor Z) Turbomolecular pump,Y) DIAPHRAGM COMPRESSOR
toss-up,,Multiple Choice,5) EARTH AND SPACE Multiple Choice Which of the following are the latitudes most favorable for tornadogenesis [tohr-nuh-doh-JEN-uh-sis]? W) 30 – 50 degrees north and south X) 45 – 60 degrees north Y) 0 – 10 degrees north and south Z) 0 – 60 degrees north,W) 30- 50 DEGREES NORTH AND SOUTH
bonus,,Multiple Choice,"5) EARTH AND SPACE Multiple Choice The rest frame lifetime of a muon is 2.2 microseconds. Muons are produced in the upper atmosphere by collisions with cosmic rays. The light travel time from the upper atmosphere to the ground is about 150 microseconds. Nevertheless, a substantial fraction of muons produced in the upper atmosphere are observed on the ground. For an observer on the ground, which of the following principles best explains this phenomenon? W) Length contraction X) Atmospheric scintillation Y) Time dilation Z) Pair production",Y) TIME DILATION
toss-up,chemistry,Multiple Choice,Which of the following molecules can NOT be isolated as an optically pure sample? W) Valine [VAL-een] X) Tartaric acid Y) Epichlorohydrin [ep-i-klawr-uh-HY-drin] Z) Trans-4-chlorocyclohexanol [klohr-oh-SY-kloh-HEK-suh-nol],Z) TRANS-4-CHLOROCYCLOHEXANOL
bonus,chemistry,Short Answer,"What two chemists, in 2001, were awarded half the Nobel Prize for their work on asymmetric hydrogenation?",KNOWLES AND NOYORI
toss-up,biology,Multiple Choice,Which of the following infectious agents should a human be least concerned about contracting? W) Prion X) Viroid Y) Retrovirus Z) RNA virus,X) VIROID
bonus,biology,Multiple Choice,Which of the following molecules catalyzes the formation of peptide bonds between amino acids? W) Protease X) Ribosome Y) Pepsin Z) Kinase,X) RIBOSOME
toss-up,physics,Multiple Choice,"Which of the following statements is NOT true? W) Electrons, protons, and neutrons obey the Pauli exclusion principle X) The Pauli exclusion principle applies to all fermions Y) All fermions have a spin of 1/2 Z) Electrons, protons, and neutrons obey Fermi-Dirac distribution",Y) ALL FERMIONS HAVE A SPIN OF 1/2
bonus,physics,Short Answer,"Two light waves travel the same distance of 6 × 10-7 meters but in mediums of refractive indices 1.54 and 1.00. Providing your answer in scientific notation to one significant figure, what is the time delay in seconds between waves?",1 × 10-15
toss-up,math,Multiple Choice,The price of an item is discounted by 10% and then the new price is further discounted by 20%. What single discount is equivalent to this double discount? W) 15% X) 28% Y) 30% Z) 72%,X) 28%
bonus,math,Short Answer,Let g x x [g of x equal the square of the quantity x minus 1]. What is the set of all real values of x fo2r which g x [g of x is greater than 4]? ( )= ( − 1),"x ORx (MUST GIVE BOTH ANS(W) E>R 4S )
< -1 > 3"
toss-up,energy,Multiple Choice,Which of the following metals reacts violently with water? W) Gold X) Lithium Y) Iron Z) Mercury,X) LITHIUM
bonus,energy,Multiple Choice,How many electrons are transferred for the complete electrochemical oxidation of one hydrogen molecule in a fuel cell? W) 1 X) 2 Y) 4 Z) 6,X) 2
toss-up,,Multiple Choice,11) EARTH AND SPACE Multiple Choice Which of the following factors is most important in controlling the density of seawater? W) Temperature X) Salinity Y) Pressure Z) Amount of oxygen in water,W) TEMPERATURE
bonus,,Short Answer,"11) EARTH AND SPACE Short Answer The Palmer Drought Severity Index is based on five factors: precipitation, evapotranspiration, the amount of water needed for soil recharge, the amount of runoff needed to keep bodies of water at normal levels and what other factor?",STORED SOIL MOISTURE (ACCEPT: SOIL MOISTURE)
