type,subject,format,question,answer
toss-up,,Multiple Choice,1) Earth and Space – Multiple Choice Which of the following statements is NOT true regarding the planet Mercury? W) Mercury is more massive than Ganymede X) Mercury has a magnetic field generated by a liquid iron core Y) Mercury is synchronously tidally locked with the Sun Z) Craters on Mercury's north pole are known to contain water ice,Y) MERCURY IS SYNCHRONOUSLY TIDALLY LOCKED WITH THE SUN
bonus,,Short Answer,1) Earth and Space – Short Answer Identify all of the following three quantities that have increased globally due to human activities: 1) Flux of sediment into the oceans from streams; 2) Area of rainforest in the tropics; 3) Total volume of groundwater in aquifers.,"1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,2) Biology – Short Answer Cytochrome proteins contain prosthetic groups that possess what metal center?,IRON
bonus,biology,Multiple Choice,"2) Biology – Multiple Choice Which of the following correctly describes the difference between peptoids, or poly-N-substituted glycines, and proteins? W) Peptoids have less constrained secondary structure than proteins X) Peptoids cannot possess tertiary structure, while proteins can Y) Peptoids form more stable alpha helices than proteins Z) Peptoids form more stable beta sheets than proteins","W) PEPTOIDS HAVE LESS CONSTRAINED SECONDARY STRUCTURE
THAN PROTEINS"
toss-up,physics,Multiple Choice,"3) Physics – Multiple Choice Taking the acceleration due to gravity to be 10 meters per second squared, how much power, in watts, is required to lift a 2 kilogram mass at a constant speed of 2 meters per second? W) 2 X) 4 Y) 40 Z) 80",Y) 40
bonus,physics,Short Answer,"3) Physics – Short Answer Consider the following dispersion relation: omega = 2k2 – 9k + 6. At what two wavenumbers, k, are the group and phase velocity equal?","SQUARE ROOT OF 3 and NEGATIVE SQUARE ROOT OF 3 (ACCEPT: PLUS
OR MINUS SQUARE ROOT OF 3)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,4) Energy – Multiple Choice Which of the following would not be considered a balance-of- system component for a stand-alone wind power system? W) Battery X) Circuit breaker Y) Inverter Z) Turbine,Z) TURBINE
bonus,energy,Short Answer,"4) Energy – Short Answer What compound, traditionally added as an anti-knocking additive to gasoline, was banned in the United States in 1996 due to health and environmental concerns?","TETRAETHYL LEAD (ACCEPT: TEL, DO NOT ACCEPT: LEAD)"
toss-up,chemistry,Multiple Choice,5) Chemistry – Multiple Choice Which of the following ions is most similar in ionic radius to the cation Na+? W) K+ X) Rb+ Y) Mg2+ Z) Ca2+,Z) Ca2+
bonus,chemistry,Short Answer,5) Chemistry – Short Answer Identify all of the following three organic acids that would be more acidic in water than in acetic acid: 1) Chloroacetic acid; 2) Formic acid; 3) Propanoic acid.,"1 AND 2 (ACCEPT: CHLOROACETIC ACID AND FORMIC ACID)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,6) Math – Multiple Choice Which of the following describes the solutions for the equation x to the x power = x to the x + 1 power? W) –1 and 1 X) 0 Y) 1 Z) No solution exists,Y) 1
bonus,math,Short Answer,6) Math – Short Answer What is the sum of the first 6 terms in the geometric sequence with first term 3 and second term 12?,4095
toss-up,physics,Multiple Choice,"7) Physics – Multiple Choice A disc originally at rest moves through 6 radians as it undergoes a constant angular acceleration about its central axis. If the time taken to accelerate is 2 seconds, what is the magnitude of the acceleration in radians per square second? W) 3 X) 6 Y) 9 Z) 12",W) 3
bonus,physics,Multiple Choice,7) Physics – Multiple Choice Which of the following types of magnetometers needs to be cooled to very low temperatures due to reliance on the Josephson effect? W) Overhauser X) SERF [surf] Y) SQUID [squid] Z) Fluxgate,"Y) SQUID
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,8) Chemistry – Short Answer The rate of a reaction between reagent A and reagent B is first order in B. By what factor is the rate of reaction multiplied if the concentration of reagent B is doubled?,2
bonus,chemistry,Short Answer,"8) Chemistry – Short Answer What process, whose first oxidative step is catalyzed in the atmosphere by dust grains and industrially by vanadium pentoxide, generates oleum, which is reacted with water to make sulfuric acid?",CONTACT PROCESS
toss-up,biology,Multiple Choice,9) Biology – Multiple Choice Which of the following lengths of DNA would be least likely to be unwound by a passive helicase? W) ATATAT X) AAATTT Y) TTTGGG Z) GCGCGC,Z) GCGCGC
bonus,biology,Short Answer,9) Biology – Short Answer Bacteria use what cellular structure for motility?,"FLAGELLUM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,10) Earth and Space – Short Answer Identify all of the following three phenomena that are formed by aeolian processes: 1) Yardangs; 2) Ventifacts; 3) Dunes.,ALL OF THEM
bonus,,Short Answer,10) Earth and Space – Short Answer Identify all of the following three events that occurred during the recombination epoch of the Big Bang: 1) Formation of neutral hydrogen; 2) Neutrino decoupling; 3) Star formation.,1 ONLY
