type,subject,format,question,answer
toss-up,math,Short Answer,What is the degree of the polynomial: x x [open parenthesis x minus 3 close parenthesis cubed times open paren3thesis x4 minus 7 close parenthesis to the power of 4]? ( – 3) ( – 7),7
bonus,math,Multiple Choice,"If x is an angle such that x and x , then x [secant of x] is equal to which of the following? tan( ) = 5/12 π < < 3π/2 sec( ) W) X) Y) -13/ 12 Z) -13/5 13/5 AN1S3W/1E2R: W) -13/12 TOSS-UP 2) BIOLOGY Multiple Choice Which of the following describes the bonds found in one molecule of water? W) Hydrogen X) Nonpolar covalent Y) Polar covalent Z) Ionic",Y) POLAR COVALENT
bonus,biology,Short Answer,Name the stage of translation during which peptide bond formation occurs.,"ELONGATION
Round 5 Page 1"
toss-up,physics,Multiple Choice,"In a series-connected string of holiday lights, which of the following is most likely to occur if one bulb gets shorted without breaking the filament? W) All other bulbs will go out X) The current in the string will increase Y) The current in the string will decrease Z) The current in the string will remain unchanged",X) THE CURRENT IN THE STRING WILL INCREASE
bonus,physics,Short Answer,"If a car goes from zero to 20 meters per second in 8 seconds, providing your answer to the nearest tenth, what is its average acceleration in meters per second squared?",2.5
toss-up,,Multiple Choice,4) EARTH AND SPACE Multiple Choice Which of the following is generated from temperature changes in the atmosphere? W) Latent heat X) Sensible heat Y) Potential temperature Z) Irradiate heat,X) SENSIBLE HEAT
bonus,,Short Answer,4) EARTH AND SPACE Short Answer What kind of black hole can be described entirely by its mass?,"SCHWARZSCHILD
Round 5 Page 2"
toss-up,chemistry,Multiple Choice,Which of the following gases is NOT one of the major causes of the greenhouse effect? W) Carbon dioxide X) Nitrous oxide Y) Methane Z) Carbon monoxide,Z) CARBON MONOXIDE
bonus,chemistry,Short Answer,"In a titration experiment, 6.0 milliliters of a 0.05 molar monoprotic weak acid are titrated with 0.10 molar sodium hydroxide. How much base in milliliters will it take to reach the half-equivalence point?",1.5
toss-up,math,Multiple Choice,"Which of the following is NOT an even function? W) x X) x cos Y) x 2 cos( ) Z) x sin 2 ANsSinW(ER): Y) x sin BONUS 6) MATH Short Answer Given that x and y are real numbers, solve for x and y: y ix x i. A2N +S WE=R 4: +x – ; y = -1 = 3/2 Round 5 Page 3 TOSS-UP 7) BIOLOGY Short Answer Which taxonomic kingdom of organisms has cell walls of chitin [KY-tin]?",FUNGI
bonus,biology,Multiple Choice,Hardy-Weinberg equilibrium is based on the assumption that allele frequencies in a population are stable. Which of the following conditions would be most likely to contribute to the stability of allele frequencies? W) Very large population X) Migration of individuals into or out of a population Y) Mutations Z) Natural selection,W) VERY LARGE POPULATION
toss-up,energy,Multiple Choice,"Which of the following energy resources is the most energy efficient, meaning very little of the energy created is transferred to the surroundings unused? W) Coal X) Biofuel Y) Oil Z) Hydrogen fuel cells",Z) HYDROGEN FUEL CELLS
bonus,energy,Multiple Choice,"Which of the following statements is true about pure biodiesel, or B100? W) B100 has higher carbon dioxide emissions compared to petrodiesel X) B100 is more toxic than petrodiesel Y) Glycerin [GLIS-er-in] is a key byproduct created during biodiesel production Z) B100 contains a small amount of petroleum","Y) GLYCERIN IS A KEY BYPRODUCT CREATED DURING BIODIESEL
PRODUCTION
Round 5 Page 4"
toss-up,physics,Multiple Choice,An object of mass m sits on a flat table. The Earth pulls on the object with force mg. Which of the following is the corresponding reaction force? W) The table pushing down on the floor with force mg X) The object pushing down on the table with force mg Y) The object pulling upward on the Earth with force mg Z) The table pushing up on the object with force mg,Y) THE OBJECT PULLING UPWARD ON THE EARTH WITH FORCE mg
bonus,physics,Short Answer,"A projectile is fired from a gun at an angle of 45o with respect to the horizontal. Given 9.8 meters per second squared as the acceleration due to gravity, and neglecting air resistance, what are the magnitude and direction of the acceleration of the projectile when it reaches its maximum height?","9.8 METERS PER SECOND SQUARED, DOWNWARD (ACCEPT: -9.8 METERS
PER SECOND SQUARED)"
toss-up,,Multiple Choice,10) EARTH AND SPACE Multiple Choice Which of the following is the term for the hygroscopic [hy-gruh-SKOP-ik] atmospheric particles that are precursors to clouds? W) Stratospheric aerosols X) Cloud condensation nuclei Y) Aqueous particles [AY-kwee-uhs] Z) Stratospheric condensation nuclei,X) CLOUD CONDENSATION NUCLEI
bonus,,Multiple Choice,10) EARTH AND SPACE Multiple Choice Which of the following does the far side of the Moon possess in greater quantity when compared to the near side of the Moon? W) Maria X) Regolith [REG-uh-lith] Y) Impact craters Z) Aurora,"Y) IMPACT CRATERS
Round 5 Page 5"
toss-up,chemistry,Multiple Choice,Which of the following adjectives describes the reaction of a strong base with a strong acid? W) Precipitation X) Synthesis Y) Redox Z) Neutralization,Z) NEUTRALIZATION
bonus,chemistry,Multiple Choice,Which of the following is NOT a strong acid? W) Nitric acid X) Perchloric acid Y) Formic acid Z) Hydroiodic acid,Y) FORMIC ACID
toss-up,biology,Multiple Choice,"For ions or polar molecules to pass across a plasma membrane in passive transport, the molecules must move in which of the following ways? W) Down an electrochemical gradient X) Up an electrochemical gradient Y) Through a pump Z) With a chaperone molecule",W) DOWN AN ELECTROCHEMICAL GRADIENT
bonus,biology,Multiple Choice,Symmetry in animal taxonomy describes which of the following? W) How the animals are related X) Similarities in anatomy of different species Y) Patterns of animal behavior Z) How the parts of an animal are arranged around a point or an axis,"Z) HOW THE PARTS OF AN ANIMAL ARE ARRANGED AROUND A POINT OR AN
AXIS
Round 5 Page 6"
toss-up,,Multiple Choice,13) EARTH AND SPACE Multiple Choice Construction of habitable structures on the Moon hinges upon the discovery of which of the following vital resources on the Moon? W) Carbon X) Helium Y) Water Z) Iron,Y) WATER
bonus,,Multiple Choice,"13) EARTH AND SPACE Multiple Choice The Sun’s magnetic field, also called the interplanetary magnetic field, extends to at least which of the following? W) 0.5 au X) Neptune Y) Pluto Z) Asteroid belt",Y) PLUTO
toss-up,math,Short Answer,What are the solutions to x x ? 2,2 AND 3 – 5 + 6 = 0
bonus,math,Short Answer,"Find an equation of the graph that results from reflecting the graph of y = over the y-axis, and then shifting the graph 3 units to the left.","y = (ACCEPT: y = )
Round 5 Page 7"
toss-up,biology,Short Answer,What disease occurs when blood vessel walls harden and blood passage is decreased or fully blocked?,ARTERIOSCLEROSIS (ACCEPT MYOCONDITIS)
bonus,biology,Short Answer,Name the fat soluble vitamin that is a component of visual pigments in vertebrates.,VITAMIN A (ACCEPT: RETINOL)
toss-up,energy,Multiple Choice,Which of the following statements about coal is true? W) Over 50% of the coal mined in the United States is bituminous [by-TOO-muh-nuhs] X) Lignite [LIG-nyt] has the highest energy content of all coal varieties Y) Anthracite [AN-thruh-syt] contains approximately 25% carbon Z) Lignite has a very low moisture content,W) OVER 50% OF THE COAL MINED IN THE UNITED STATES IS BITUMINOUS
bonus,energy,Short Answer,The United States utilizes two different types of commercial nuclear power plants: BWRs and PWRs. What is the full term for which BWR is the abbreviation?,"BOILING WATER REACTOR
Round 5 Page 8"
toss-up,physics,Short Answer,What is the mathematical relationship between the period of a wave and the frequency of a wave?,INVERSE (ACCEPT: INVERSELY PROPORTIONAL)
bonus,physics,Short Answer,"If a radio station broadcasts with a wavelength of 2.5 meters, what is the frequency of the radio station in megahertz, given the speed of light as 3 X 108 meters per second?",120
toss-up,,Multiple Choice,18) EARTH AND SPACE Multiple Choice Which of the following is true of galaxies that are more distant from us? W) They are moving away faster X) They are expanding more Y) They are generally larger Z) They possess more heavy elements,W) THEY ARE MOVING AWAY FASTER
bonus,,Multiple Choice,18) EARTH AND SPACE Multiple Choice The Sun has already completed nearly one half of its main sequence stage. Which of the following will occur next? W) White dwarf X) Red giant Y) Pulsar Z) Neutron star,"X) RED GIANT
Round 5 Page 9"
toss-up,chemistry,Short Answer,"When baking cupcakes, a common ingredient used to make the batter rise is baking soda. What is the gas produced that causes the batter to rise?","CARBON DIOXIDE (ACCEPT: CO )
2"
bonus,chemistry,Short Answer,What is the conjugate acid of the acetate ion?,ACETIC ACID (ACCEPT: ETHANOIC ACID)
toss-up,math,Short Answer,Convert 420 degrees to radians as an improper fraction in terms of pi.,7 /3
bonus,math,Short Answer,"The midpoint of segment is . The coordinates of point are ; what are the coordinates of point ? AB (1.5, -3) A ANS(W7, E-5R): B (-4, -1) Round 5 Page 10 TOSS-UP 21) BIOLOGY Short Answer What biome is characterized by dense evergreen shrubs and small trees, usually in the Mediterranean region of the world?","CHAPARRAL (ACCEPT SHRUBLANDS, SCRUB, BRUSH)"
bonus,biology,Multiple Choice,Which of the following processes is MOST under the influence of prolactin? W) Growth and maturation of the uterine lining [YOO-ter-in] X) Lactation Y) Follicular maturation in the ovaries Z) Stimulation of uterine contractions,X) LACTATION
toss-up,energy,Multiple Choice,Which of the following is an example of a secondary energy source? W) Coal X) Electricity Y) Solar Z) Nuclear,X) ELECTRICITY
bonus,energy,Short Answer,"A water heater uses 4 kilowatts of electricity for 8 hours. To the nearest cent, how much does it cost to operate if the cost of electricity in your area is 10 cents per kilowatt hour?","$3.20
Round 5 Page 11"
toss-up,physics,Multiple Choice,"A massless, rigid, insulating rod of length R is attached at one end to a wall by a hinge so that it is free to swing vertically. The other end of the rod is attached to a sphere of mass m with charge -Q. If the rod and sphere are released in a horizontal position, which of the following electric fields is required to maintain the horizontal position of the rod? W) mg/Q, down X) mg/Q, up Y) mgQ/R, down Z) mgR/Q, up","W) mg/Q, DOWN"
bonus,physics,Multiple Choice,The majority of helium originating in the dust cloud that formed the Earth has since evaporated into space. Most present-day terrestrially available helium comes from which of the following? W) Nuclear fusion reactors X) A by-product of nuclear fission Y) Harvested from the ionosphere Z) Radioactive decay of heavier elements,Z) RADIOACTIVE DECAY OF HEAVIER ELEMENTS
