type,subject,format,question,answer
toss-up,math,Multiple Choice,"In 2014, January 1st fell on a Wednesday. What is the next year that January 1st will fall on a Wednesday? W) 2015 X) 2019 Y) 2020 Z) 2025",Y) 2020
bonus,math,Short Answer,"The sums of three whole numbers taken in pairs are 11, 13, and 16. What is the product of these three numbers?","252
_______________________________________________________"
toss-up,biology,Multiple Choice,During which of the following phases of an action potential do voltage-gated sodium channels begin to close? W) Rising phase X) Falling phase Y) After hyperpolarization Z) Refractory period,X) FALLING PHASE
bonus,biology,Multiple Choice,"In humans, in addition to transferring antibodies, colostrum also stimulates the development of the neonatal gut through the transference of which of the following? W) Pheromones X) Non-heritable mutations Y) Beta-galactose Z) Growth factors","Z) GROWTH FACTORS
High School Round 13A Page 1"
toss-up,chemistry,Multiple Choice,Halogenation [hal-uh-juh-NAY-shuhn] will occur fastest between methane and the radical of which of the following elements? W) Chlorine X) Iodine Y) Fluorine Z) Bromine,Y) FLUORINE
bonus,chemistry,Short Answer,"In terms of the ideal gas constant R, what is the constant- pressure heat capacity, per mole, of a monatomic ideal gas?","5/2 R (ACCEPT: 2.5 R)
_______________________________________________________"
toss-up,physics,Multiple Choice,An antihydrogen atom is made of what two components? W) An antiproton and a positron X) An antiproton and an electron Y) A proton and a positron Z) A proton and a neutrino,W) AN ANTIPROTON AND A POSITRON
bonus,physics,Multiple Choice,"A capillary tube with an inner radius of 0.1 millimeter is partially dipped in a liquid with a surface tension of 0.1 newtons per meter, with approximately 0 degrees of contact angle. The density of the liquid is approximately the same as that of water. Calculate the liquid rise in the tube. W) 2 millimeter X) 2 centimeter Y) 20 centimeter Z) 2 meter","Y) 20 cm
High School Round 13A Page 2"
toss-up,,Multiple Choice,"5) EARTH AND SPACE Multiple Choice At a latitude of 45 degrees, which of the following is closest to the percentage of astronomical sources that are circumpolar? W) 0% X) 30% Y) 50% Z) 100%",X) 30%
bonus,,Multiple Choice,"5) EARTH AND SPACE Multiple Choice A poikiloblastic [poi-kil-uh-BLAS-tik] texture is characterized by which of the following? W) Idioblasts embedded within a fine matrix X) Homogeneously [hoh-muh-JEE-nee-uhs-li] xenoblastic with little to no evidence of additional alteration minerals Y) Fine, phyllitic [fi-LIT-ik] foliation accompanied by porphyroblasts [por-FI-roh-blasts] Z) Inclusions from other minerals enveloped during porphyroblast growth","Z) INCLUSIONS FROM OTHER MINERALS ENVELOPED DURING
PORPHYROBLAST GROWTH
_______________________________________________________"
toss-up,biology,Multiple Choice,Which of the following phases of meiosis [my-OH-sis] is longest? W) Prophase I X) Prophase II Y) Metaphase I Z) Anaphase II,W) PROPHASE I
bonus,biology,Short Answer,"Arrange the following three steps of cell respiration from lowest to highest in terms of net NADH molecules produced per one molecule of glucose entering respiration: 1) glycolysis [gly-KOL-uh-sis], 2) electron transport chain, 3) Krebs cycle.","2, 1, 3 (ACCEPT: ELECTRON TRANSPORT CHAIN, GLYCOLYSIS, KREBS
CYCLE)
High School Round 13A Page 3"
toss-up,energy,Multiple Choice,What major rock type is the medium for fracking? W) Schist [SHIST] X) Shale Y) Basalt Z) Limestone,X) SHALE
bonus,energy,Multiple Choice,What substance was the primary fuel source for NASA space shuttles? W) Propane X) Helium gas Y) Liquid hydrogen Z) Methane,"Y) LIQUID HYDROGEN
_______________________________________________________"
