type,subject,format,question,answer
toss-up,,Multiple Choice,1) Earth and Space – Multiple Choice Which of the following geologic eons lasted the longest? W) Hadean X) Archean [ar-KEE-en] Y) Proterozoic [proh-tair-oh-ZOH-ik] Z) Phanerozoic [fah-NAIR-oh-zoh-ik],Y) PROTEROZOIC
bonus,,Short Answer,1) Earth and Space – Short Answer Identify all of the following three factors that threaten California’s water supplies: 1) Slow reservoir recharge rates; 2) High agricultural water consumption; 3) Strike-slip faults intersecting major aqueducts.,"ALL OF THEM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Multiple Choice,2) Biology – Multiple Choice In what organ are dietary fats primarily absorbed? W) Small intestine X) Large intestine Y) Stomach Z) Liver,W) SMALL INTESTINE
bonus,biology,Multiple Choice,"2) Biology – Multiple Choice Sepals, petals, and which of the following provide the most complete description for the floral parts that could be found in a single flower of a monoecious plant species? W) Stamens and carpels X) Filaments Y) Carpels Z) Pistils",Z) PISTILS
toss-up,chemistry,Multiple Choice,3) Chemistry – Multiple Choice O and O are considered what type of molecules? 2 3 W) Allotropes X) Structural isomers Y) Isotopes Z) Geometrical isomers,W) ALLOTROPES
bonus,chemistry,Multiple Choice,"3) Chemistry – Multiple Choice If we assume that the bond order in carbon monoxide is three, which of the following correctly gives the formal charges on carbon and oxygen? W) 0 on both carbon and oxygen X) +1 on carbon and -1 on oxygen Y) -1 on carbon and +1 on oxygen Z) +2 on carbon and -2 on oxygen","Y) -1 ON CARBON AND +1 ON OXYGEN
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,4) Energy – Short Answer Order the following three lightbulb technologies from least to most efficient: 1) Light-emitting diode; 2) Incandescent; 3) Compact fluorescent.,"2, 3, 1"
bonus,energy,Short Answer,4) Energy – Short Answer Coal gas was largely used for municipal lighting and heating before it was supplanted by what fuel source?,NATURAL GAS
toss-up,physics,Multiple Choice,"5) Physics – Multiple Choice A rock on the end of a string is being swung in a circle above a child's head. The string breaks. Neglecting gravity, in what direction does the acceleration of the rock now point? W) Tangent to the circle X) Inwards towards the center of the circle Y) Outwards away from the center of the circle Z) The acceleration is now zero",Z) THE ACCELERATION IS NOW ZERO
bonus,physics,Short Answer,5) Physics – Short Answer What is the most malleable element at STP?,"GOLD
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
