type,subject,format,question,answer
toss-up,physics,Multiple Choice,"1) Physics – Multiple Choice What is the arc length, in miles, traveled by a rocket along a circular path whose angle measures 0.2 radians with a radius of 80 miles? W) 16 X) 40 Y) 80 Z) 400",W) 16
bonus,physics,Short Answer,1) Physics – Short Answer What is the name for the amount of time it takes for a wave to complete a single cycle?,"PERIOD
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Earth and Space – Multiple Choice Which of the following planets has rings? W) Mars X) Mercury Y) Neptune Z) Venus,Y) NEPTUNE
bonus,,Short Answer,2) Earth and Space – Short Answer Put the following four minerals in order from softest to hardest on the Mohs scale: 1) Apatite; 2) Fluorite; 3) Quartz; 4) Corundum.,"2, 1, 3, 4 (ACCEPT: FLUORITE, APATITE, QUARTZ, CORUNDUM)
2016 NSB® Regional High School Questions Page 1"
toss-up,energy,Short Answer,3) Energy – Short Answer What type of renewable fuel source consists of long alkyl chain esters produced from biolipids?,BIODIESEL
bonus,energy,Short Answer,"3) Energy – Short Answer What is the total R-value of a wall with 2 inches of fiberglass batting, with R = 3 per inch, and 4 inches of brick, with R = 0.2 per inch?","6.8
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,4) Chemistry – Short Answer What is the name of the oxyanion [ox-ee-AN-eye-on] of bromine in which bromine has a +7 oxidation state and formula BrO - [B-R-oh-4-negative]? 4,PERBROMATE (ACCEPT: PERBROMATE ION)
bonus,chemistry,Multiple Choice,4) Chemistry – Multiple Choice The functional groups forming a peptide bond do NOT contain which of the following atoms? W) Hydrogen X) Nitrogen Y) Oxygen Z) Phosphorus,"Z) PHOSPHORUS
2016 NSB® Regional High School Questions Page 2"
toss-up,biology,Multiple Choice,5) Biology – Multiple Choice Maple syrup is extracted from maple trees by tapping what part of the plant? W) Xylem [ZYE-lum] X) Phloem [FLOW-em] Y) Cambium [KAM-bee-um] Z) Bark,W) XYLEM
bonus,biology,Multiple Choice,5) Biology – Multiple Choice Which of the following types of cells could one find surrounding a stomatal pore? W) Guard cells X) Mesophyll [MEH-zoh-fill] cells Y) Palisade cells Z) Trace cells,"W) GUARD CELLS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,6) Math – Short Answer The ratio of the measures of the three angles in a triangle is 2:3:4. What are the degree measures of the three angles?,"40, 60, 80"
bonus,math,Short Answer,6) Math – Short Answer What mathematical rule can be applied to give information about the number of positive or negative real roots of a polynomial based on the number of sign changes in the polynomial’s coefficients?,"DESCARTES’ RULE OF SIGNS
2016 NSB® Regional High School Questions Page 3"
toss-up,chemistry,Short Answer,7) Chemistry – Short Answer What alcohol reactant is needed to perform a Fischer esterification on a carboxylic acid to yield a methyl ester?,METHANOL
bonus,chemistry,Short Answer,7) Chemistry – Short Answer Rank the following three acid solutions from lowest pH to highest pH: 1) 1.0 normal sulfuric acid; 2) 1.0 molal sulfuric acid; 3) 1.0 molar sulfuric acid.,"3, 2, 1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
