type,subject,format,question,answer
toss-up,physics,Multiple Choice,The emission of helium nuclei refers to which form of radiation? W) Alpha X) Beta Y) Delta Z) Gamma,W) ALPHA
bonus,physics,Multiple Choice,The atomic matter converted into energy by the atomic bomb in World War II at Hiroshima weighed about as much as a: W) Penny X) Bowling ball Y) Refrigerator Z) Whale,"W) PENNY
________________________________________________________________________"
toss-up,math,Short Answer,"If the side lengths of a triangle are 3 meters, 4 meters, and 5 meters, then what is the area in square meters?",6
bonus,math,Multiple Choice,"2) ) MATH Multiple Choice If two angles of a triangle inscribed in a circle are 40˚ and 110˚, what is the degree measure of the arc intercepted by the third angle? W) 15 X) 30 Y) 60 Z) 210",Y) 60
toss-up,energy,Multiple Choice,Which of the following consumes the most energy? W) All Personal vehicles X) All Trains Y) All Airplanes Z) All Buses,W) ALL PERSONAL VEHICLES
bonus,energy,Multiple Choice,Electric vehicles are propelled by electric motors powered by rechargeable battery packs. Which of the following is NOT an accurate battery-related issue for electric vehicles? W) They need to be recharged after 100 to 200 miles of use X) They are inefficient Y) They are expensive Z) They are heavy,"X) THEY ARE INEFFICIENT
________________________________________________________________________"
toss-up,,Multiple Choice,4) EARTH AND SPACE Multiple Choice Which of the following is NOT a major process for mechanical weathering of rock? W) Frost wedging X) Oxidation Y) Abrasion Z) Pressure-release fracturing,X) OXIDATION
bonus,,Short Answer,"4) EARTH AND SPACE Short Answer If you place a drop of strong acid on a limestone rock, what gas is released?","CARBON DIOXIDE (ACCEPT: CO )
2"
toss-up,energy,Multiple Choice,"Given that nuclear reactions are a great source of energy, which of the following represents one of the main concerns about nuclear energy production? W) The expense of building and maintaining safe nuclear power plants X) A shortage in uranium Y) Waste accumulation Z) Lack of knowledge about the technique",Y) WASTE ACCUMULATION
bonus,energy,Multiple Choice,Which of the following is a characteristic of alpha decay? W) Alpha decay occurs in heavy nuclei where the electrostatic repulsion between the protons in the nucleus is large X) The mass of a nucleus that undergoes alpha decay will be changed by only a small amount Y) Neither the mass number nor the atomic number is changed Z) The atomic number increases by 1,"W) ALPHA DECAY OCCURS IN HEAVY NUCLEI WHERE THE ELECTROSTATIC
REPULSION BETWEEN THE PROTONS IN THE NUCLEUS IS LARGE
________________________________________________________________________"
toss-up,math,Short Answer,"The chairs in a theater are numbered. Robert painted all of the chairs from #25 to #35, inclusive. How many chairs did he paint?",11
bonus,math,Short Answer,"Sally plans to sell tickets for the school play. It costs $150 to print the tickets. If she sells the tickets for $4 each, how many must she sell to make a profit of at least $500?",163
toss-up,biology,Multiple Choice,Which of the following best describes the flow of energy in an ecosystem? W) Sun → heterotroph → autotroph (read as: Sun to heterotroph to autotroph) X) Chemotroph → autotroph → heterotroph (read as: chemotroph to autotroph to heterotroph) Y) Detritovore → autotroph → heterotroph (read as: detritovore to autotroph to heterotroph) Z) Sun → autotroph → heterotroph (read as: Sun to autotroph to heterotroph),Z) SUN → AUTOTROPH → HETEROTROPH
bonus,biology,Multiple Choice,Great Lakes coastal wetlands occur along the Great lakes shoreline and portions of the tributary rivers and streams. Which of the following are NOT abiotic factors that influence patterns of species co-occurrence and distributions: W) Kinds of aquatic system X) Fluctuations in Great Lakes water levels Y) Physical and chemical characteristics of the bedrock Z) Vegetation zonation,"Z) VEGETATION ZONATION
________________________________________________________________________"
toss-up,,Short Answer,"8) EARTH AND SPACE Short Answer Circling near the edge of the Solar System, the Oort Cloud is a collection of what?",COMETS
bonus,energy,Multiple Choice,8) EARTH AND SPACE Multiple Choice Which of the following is NOT true about quasars? W) They give off enormous amounts of energy X) They can be seen with the unaided eye Y) They may emit gamma rays Z) Some theorists say that there are black holes in the center of the galaxies in which the quasars are located,X) THEY CAN BE SEEN WITH THE UNAIDED EYE
toss-up,math,Short Answer,What is the greatest common factor of 120 and 165?,15
bonus,math,Short Answer,Simplify the following expression: (tan x + cot x)(sin x cos x) (read as: open parenthesis tangent x plus cotangent x close parenthesis times open parenthesis sine x cosine x close parenthesis).,"1
________________________________________________________________________"
toss-up,chemistry,Short Answer,Identify the substance being reduced in the following reaction: 3 Zn + Fe O à (read as: yields) 2Fe + 3 ZnO. 2 3,"THE Fe3+ IN THE Fe O (ACCEPT: Fe3+ OR IRON III. DO NOT ACCEPT: IRON OR
2 3
IRON METAL)"
bonus,chemistry,Multiple Choice,Which of the following substances could be a precipitate in a double replacement reaction in an aqueous solution? W) Silver chloride X) Barium hydroxide Y) Lead nitrate Z) Zinc chloride,W) SILVER CHLORIDE
toss-up,physics,Multiple Choice,Which of the following is NOT a flavor of quark? W) Charm X) Weird Y) Top Z) Down,X) WEIRD
bonus,physics,Multiple Choice,Amy is pulling a heavy cart. It is harder to start pulling the cart than to keep the cart in motion because the kinetic frictional force: W) Has decreased X) Is zero once the cart starts moving Y) Is only present when the cart is first pulled Z) Is less than the static frictional force,"Z) IS LESS THAN STATIC FRICTIONAL FORCE
________________________________________________________________________"
toss-up,,Short Answer,12) EARTH AND SPACE Short Answer Which planet maintains the highest average temperature due to its considerably thicker atmosphere?,VENUS
bonus,,Short Answer,"12) EARTH AND SPACE Short Answer If the input of methane in the Martian atmosphere is 2 x 106 moles per day, and 6 x 108 moles are estimated to reside in the Martian atmosphere, what is the residence time of methane in days?",300
toss-up,biology,Multiple Choice,A mutation that produces a dominant allele (read as: ah-LEEL) would: W) Give the bearer a selective advantage X) Result in the death of the bearer Y) Be expressed as an observable phenotype in a heterozygous organism Z) Never produce an observable phenotype,"Y) BE EXPRESSED AS AN OBSERVABLE PHENOTYPE IN A HETEROZYGOUS
ORGANISM"
bonus,biology,Short Answer,"If two parents are both heterozygous for a given trait, about what percent of the time would they produce a homozygous offspring?","50%
________________________________________________________________________"
toss-up,chemistry,Multiple Choice,What happens when metal freezes and forms a solid? W) The metal gets high electrical conductivity X) The atoms form crystals Y) The atoms have higher density Z) The atoms form liquids,X) THE ATOMS FORM CRYSTALS
