type,subject,format,question,answer
toss-up,,Short Answer,1) Earth and Space – Short Answer What was the most abundant atmospheric gas during the Proterozoic [proh-tair-oh-ZOH-ik] Eon?,"NITROGEN (ACCEPT: DINITROGEN, N )
2"
bonus,,Multiple Choice,1) Earth and Space – Multiple Choice A transgressive stratigraphic sequence can be related to which of the following events? W) Sea-level rise X) Orogeny [or-AW-jeh-nee] Y) Oxbow lake formation Z) Significant rainfall events,"W) SEA-LEVEL RISE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,"2) Chemistry – Short Answer Marie places 4.4 grams of dry ice in a vacuum-sealed 5-liter bag at standard temperature. After the dry ice reaches standard temperature, then, to the nearest tenth of a liter, how much volume will it fill?",2.2
bonus,chemistry,Short Answer,2) Chemistry – Short Answer Identify all of the following three molecules that typically undergo an Sn1 reaction in the presence of a nucleophile: 1) Methyl-bromide; 2) 2-bromo-propane; 3) Tert-butyl-amine [turt-BYOO-til-ah-MEEN].,"2
2019 Regional Science Bowl – Round 14A Page 1"
toss-up,energy,Multiple Choice,3) Energy – Multiple Choice Scientists at Los Alamos National Lab are measuring the positron flux in Earth’s upper atmosphere. Which of the following is NOT TRUE concerning positrons? W) They decay into muons X) They have a positive charge Y) They are first-generation leptons Z) They can interact with electrons to generate two gamma rays,W) THEY DECAY INTO MUONS
bonus,energy,Multiple Choice,3) Energy – Multiple Choice Lawrence Berkeley National Lab scientists are studying the teeth of parrotfish due to their unique structure. Parrotfish can be classified best as which of the following? W) Lobe-finned fish X) Hagfish Y) Ray-finned fish Z) Sharks,"Y) RAY-FINNED FISH
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,"4) Physics – Short Answer Consider a circuit in which two light bulbs with equal resistance values are connected in parallel. If one of the light bulbs burns out, by what factor is the brightness of the other bulb multiplied?",ONE
bonus,physics,Short Answer,"4) Physics – Short Answer Consider a 200-newton-meter torque [tork] that acts on a solid disk of radius one meter and mass 100 kilograms. What is the angular velocity of the disk after 5 seconds, in radians per second?","20
2019 Regional Science Bowl – Round 14A Page 2"
toss-up,math,Multiple Choice,"5) Math – Multiple Choice For a conic section, which of the following values of eccentricity would indicate that the conic section is an ellipse? W) 0 X) 0.5 Y) 1 Z) 1.5",X) 0.5
bonus,math,Short Answer,"5) Math – Short Answer What are the coordinates of the image of the point (–1, 5) when it is reflected through the line y = x – 4?","(9, –5) (ACCEPT: x = 9 AND y = –5)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,6) Biology – Short Answer What type of connective tissue links muscles to bones?,TENDON
bonus,biology,Short Answer,6) Biology – Short Answer Identify all of the following three statements that are true of SDS-PAGE: 1) It requires addition of antioxidant to the inner gel chamber; 2) It requires protein denaturation using urea; 3) It relies on SDS binding proportional to protein mass.,"1, 3
2019 Regional Science Bowl – Round 14A Page 3"
toss-up,,Short Answer,7) Earth and Space – Short Answer What type of sub-stellar object can fuse deuterium [doo-TEER-ee-um] but not hydrogen?,BROWN DWARF
bonus,,Short Answer,"7) Earth and Space – Short Answer An asteroid revolves around the Sun every 64 Earth-years. To the nearest whole astronomical unit, what is the semimajor axis of the asteroid?","16
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,"8) Physics – Short Answer Similar to his famous gold foil experiment, Rutherford bombarded nitrogen-14 atoms with alpha particles, and observed that each event released a proton. Into what isotope was the nitrogen converted?",OXYGEN-17
