type,subject,format,question,answer
toss-up,physics,Multiple Choice,Which of the following is an example of antimatter? W) Electron X) Photon Y) Graviton Z) Positron,Z) POSITRON
bonus,physics,Short Answer,Name the two things that together constitute about 95% of the universe.,"DARK MATTER AND DARK ENERGY
________________________________________________________________________"
toss-up,energy,Multiple Choice,"Below what approximate temperature, in degrees Fahrenheit, does natural gas become a liquid? W) -260° X) -100° Y) 0° Z) 5°",W) -260°
bonus,energy,Multiple Choice,Natural gas is often stored and transported as a liquid because: W) It is less flammable as a liquid X) It takes up less space as a liquid Y) Pipelines cannot transport gas Z) Liquid natural gas does not smell as bad,"X) IT TAKES UP LESS SPACE AS A LIQUID
Round 11 Page 1"
toss-up,math,Short Answer,What are the complex roots of the equation (x + 2)2 = -1?,-2 + i AND -2 – i (ACCEPT: -2 ± i )
bonus,math,Short Answer,"A car drives 100 miles. For 20% of the time, the car drives at a constant speed of 45 miles per hour. For the remainder of the time, the car drives at a constant speed of 20 miles per hour. How many hours does the entire trip take? Round your answer to the nearest hour.","4
________________________________________________________________________"
toss-up,energy,Multiple Choice,How does the production of propane from natural gas compare to propane production from oil in the United States? W) More propane is produced from oil than from natural gas X) More propane is produced from natural gas than oil Y) Propane production from natural gas and oil is about equal Z) Propane is not produced from natural gas or oil,Y) PROPANE PRODUCTION FROM NATURAL GAS AND OIL IS ABOUT EQUAL
bonus,energy,Multiple Choice,Which of the following expresses a challenge or challenges facing the use of hydrogen technology in vehicles? W) Fuel cells produce polluting emissions X) The technology required to carry thousands of gallons of water is not practical Y) There are high costs for fuel cells and hydrogen production technologies Z) The well to wheel efficiency for hydrogen is less than 1%,"Y) THERE ARE HIGH COSTS FOR FUEL CELLS AND HYDROGEN
PRODUCTION TECHNOLOGIES
Round 11 Page 2"
toss-up,,Multiple Choice,5) EARTH AND SPACE Multiple Choice Approximately what percentage of water on Earth is fresh water? W) 3% X) 7% Y) 10% Z) 15%,W) 3%
bonus,,Multiple Choice,5) EARTH AND SPACE Multiple Choice What type of lake is very clear with few fish and not many plants? W) Eutrophic (read as: yuh-TRŌE -fik ) X) Oligotrophic Y) Mesotrophic Z) Phototrophic,"X) OLIGOTROPHIC
________________________________________________________________________"
toss-up,biology,Short Answer,"What is the term for an RNA virus that is replicated in a host cell via reverse transcriptase to produce DNA, which is then inserted in the host genome?",A RETROVIRUS
bonus,biology,Multiple Choice,"During the reverse transcription process, a deficiency in which of the following enables retroviruses to mutate quickly? W) Stop codons X) Cytosine (read as: SY-toh-seen) Y) Proofreading Z) DNA","Y) PROOFREADING
Round 11 Page 3"
toss-up,math,Multiple Choice,Evaluate the following expression: (read as: the quantity n minus 2 factorial divided by the quantity n minus 3 factorial). W) n - 3 X) n - 2 Y) n Z) 1,X) n – 2
bonus,math,Multiple Choice,"If f(x) = 2x – 1 and f(g(-2)) = 7 (read as: f of g of negative 2 equals 7), which of the following could be g(x)? W) -x2 X) 2x Y) 2x2 Z) |4x + 4| (read as: the absolute value of 4x plus 4)","Z) |4x + 4|
________________________________________________________________________"
toss-up,,Multiple Choice,8) EARTH AND SPACE Multiple Choice Which of the following does NOT explain why many optical observatories are built at higher altitudes in the mountains? W) Less twinkling from the atmosphere X) Less light pollution Y) Less cloudiness Z) Convenient access for scientists,Z) CONVENIENT ACCESS FOR SCIENTISTS
bonus,,Multiple Choice,8) EARTH AND SPACE Multiple Choice What is the source of the annual Perseid (read as: PER-seed-id) and Leonid meteor showers? W) Comets X) The Earth passing through an asteroid belt Y) Early solar system debris Z) Deorbiting cold war era satellites,"W) COMETS
Round 11 Page 4"
toss-up,math,Short Answer,What is the area of a square if the length of its diagonal is ?,49
bonus,math,Multiple Choice,"What transformation is represented by the multiplication of by (read as: the 2 by 1 matrix x, y by the 2 by 2 matrix row 1: 1, 0; row 2: 0, -1)? W) Reflection through the x–axis X) Reflection through the y–axis Y) Reflection through the line y = x Z) Reflection through the origin","W) REFLECTION THROUGH THE X–AXIS
________________________________________________________________________"
toss-up,chemistry,Multiple Choice,Which of the following substances can behave as either a Lewis acid or a Lewis base? W) Ammonia X) Hydrochloric Acid Y) Sodium Hydroxide Z) Acetic Acid,W) AMMONIA
bonus,chemistry,Multiple Choice,"Of the following 1.0 molar solutions, which will have the highest pH? W) Hydrochloric acid X) Hydrocyanic acid Y) Acetic acid Z) Sulfuricacid","X) HYDROCYANIC ACID
Round 11 Page 5"
toss-up,physics,Short Answer,What is the name for linear and circular devices that boost beams of particles to high energies before the particles are made to collide with each other or with stationary objects.,"ACCELERATOR (ACCEPT: PARTICLE ACCELERATOR) (DO NOT ACCEPT:
NAMES OF SPECIFIC ACCELERATORS SUCH AS CYCLOTRON, LHC, SNS)"
bonus,physics,Multiple Choice,Two electric charges are separated by a distance d. What happens to the force if the distance is halved? W) It doubles X) It quadruples Y) It is halved Z) It remains the same,"X) IT QUADRUPLES
________________________________________________________________________"
toss-up,,Multiple Choice,12) EARTH AND SPACE Multiple Choice Which of these characteristics does NOT indicate that an area was likely glaciated in the past? W) A V-shaped valley X) Erratics in a valley Y) A lateral moraine at the side of a valley Z) A cirque lake at the top of a valley,W) A V-SHAPED VALLEY
bonus,,Multiple Choice,12) EARTH AND SPACE Multiple Choice Karst topography is generally formed in regions with which type of rock? W) Shale X) Obsidian Y) Metamorphic Z) Limestone,"Z) LIMESTONE
Round 11 Page 6"
toss-up,biology,Short Answer,What are the four stages of mitosis?,"PROPHASE, METAPHASE, ANAPHASE, AND TELOPHASE"
