type,subject,format,question,answer
toss-up,energy,Short Answer,"1) Energy – Short Answer Scientists at the National Energy Technology Lab recovered pressurized cores from the Gulf of Mexico. When these cores were depressurized, they released what gas trapped on the ocean floor as a hydrate?","METHANE (ACCEPT: NATURAL GAS, CH )
4"
bonus,energy,Multiple Choice,1) Energy – Multiple Choice Argonne National Lab researchers are using X-rays from the Advanced Photon Source to study the self-healing properties of nanoparticles. Which of the following techniques are they using to image these particles? W) Atomic force microscopy X) Coherent diffraction imaging Y) Convergent beam electron diffraction Z) Focused ion beam microscopy,"X) COHERENT DIFFRACTION IMAGING
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,2) Physics – Short Answer What phenomenon occurs when fluids flow up or down thin channels due to the difference between cohesive and adhesive forces between a liquid and another boundary?,"CAPILLARY ACTION (ACCEPT: CAPILLARY EFFECT, CAPILLARY
MOTION, CAPILLARITY)"
bonus,physics,Short Answer,"2) Physics – Short Answer Planet X orbits a star at a distance of 2.5 times 107 meters with an orbital period of 4 years. If planet Y orbits the same star with an orbital period of 32 years, in meters and in scientific notation with 2 significant figures, how far is planet Y from the star?",1.0 TIMES 108
toss-up,math,Short Answer,"3) Math – Short Answer To the nearest whole number, what is the slant height of a right circular cone with radius 7 and height 6?",9
bonus,math,Short Answer,3) Math – Short Answer At what x-value does the maximum value of the function f of x = –2x3 – 3x2 + 36x + 9 occur on the closed interval from –8 to 8?,"–8
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,4) Biology – Short Answer Diastole [dye-ASS-tuh-lee] and systole [SIS-tuh-lee] correspond to the phases of what organ?,HEART
bonus,biology,Short Answer,"4) Biology – Short Answer Identify all of the following three statements that are true of starches: 1) In branched glycogen, the branch begins with an alpha-1,4-glycosidic linkage; 2) Amylopectin is more branched than amylose; 3) Cellulose is more branched than glycogen.",2
toss-up,chemistry,Short Answer,5) Chemistry – Short Answer Rank the following three aqueous solutions in terms of increasing electrolyte strength: 1) One-molar sucrose; 2) One-molar hydrochloric acid; 3) One- molar acetic acid.,"1, 3, 2"
bonus,chemistry,Short Answer,5) Chemistry – Short Answer Identify all of the following three reagents that can be used to oxidize an alcohol: 1) Potassium permanganate [pur-MAYNG-en-ate]; 2) Chromium trioxide [try-OX-ide]; 3) Sodium borohydride [boar-oh-HIGH-dride].,"1, 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,6) Earth and Space – Multiple Choice Arkose contains quartz and at least 25 percent of what other mineral group? W) Carbonate X) Feldspar Y) Mica [MY-kah] Z) Clay,X) FELDSPAR
bonus,,Multiple Choice,6) Earth and Space – Multiple Choice Which of the following statements is NOT true about Lagrange [lah-GRAHNJ] points associated with two large bodies in orbit? W) Lagrange points are solutions to the general three-body problem X) There can be as many as 6 Lagrange points to describe a system Y) Unstable Lagrange points lie on a straight line Z) There are fewer stable Lagrange points than unstable points,"X) THERE CAN BE AS MANY AS 6 LAGRANGE POINTS TO DESCRIBE A
SYSTEM"
toss-up,energy,Multiple Choice,"7) Energy – Multiple Choice Scientists at Thomas Jefferson National Accelerator Facility collide electrons with nuclei, generating particle showers that are measured by detectors. Which of the following particles is likely to be directly measured by a particle detector at Jefferson Lab? W) Bottom quark X) Gluon Y) Z boson Z) Proton",Z) PROTON
