type,subject,format,question,answer
toss-up,physics,Multiple Choice,"Which of the following is the magnitude of the focal length of a spherically curved convex mirror in air, where R stands for the radius of curvature: W) R divided by 1.22 X) R divided by 2 Y) R divided by 1.5 Z) R times 4",X) R DIVIDED BY 2
bonus,physics,Short Answer,An emergency floodlight draws 1 ampere from its battery pack. How many coulombs will flow through the light in 4 hours?,"14,400"
toss-up,chemistry,Multiple Choice,About how many calories per gram will it take to sublimate water at standard pressure: W) 180 X) 360 Y) 540 Z) 720,"Z) 720
(Solution: sublimation is solid  vapor; 80 cal + 100 cal + 540 cal = 720 cal)"
bonus,chemistry,Multiple Choice,A Buchner (read as: BYOU-kh-ner) funnel is a piece of laboratory glassware often used in chemistry labs for which of the following procedures: W) combustion X) filtration Y) centrifugation Z) distillation,X) FILTRATION
toss-up,biology,Multiple Choice,Which of the following tissues is most directly responsible for the growth in height of a tree: W) apical meristem X) shoot terminus Y) terminal cambial Z) cambium terminus,W) APICAL MERISTEM
bonus,biology,Short Answer,What specific cells and how many of them border each stomal pore?,GUARD CELLS; 2
toss-up,math,Multiple Choice,"x 4) MATH Multiple Choice If e5 = 30, which of the following is the value of x, assuming that the natural log of 2 = 0.7, and the natural log of 15 = 2.7: W) 15 X) 16 Y) 17 Z) 18","Y) 17
(Solution: x/5 = ln 15 + ln 2 = 3.4; x/5 = 3.4; x = 17)"
bonus,math,Short Answer,"If the area of a regular pentagon is 280 square centimeters, what is the length, in centimeters, of each side if the apothem is 16 centimeters?","7
(Solution: A = ½ ap; 280 = ½ (16)(p); p = 35/5 = 7 cm)"
toss-up,earth science,Multiple Choice,"Tree growth is often very stunted and gnarly at the tree line of high mountains in North America. Known as Krummholz formations, this is primarily caused by: W) winds X) subsidence Y) lowered atmospheric pressure Z) low sunlight levels",W) WINDS
bonus,earth science,Multiple Choice,Which of the following is generally NOT true of the alpine versus arctic tundra biomes: W) alpine tundra does not contain permafrost whereas arctic tundra does contain permafrost X) alpine tundra is warmer and has a longer growing season than arctic tundra Y) alpine tundra has a lower species diversity than arctic tundra Z) alpine tundra has less severe winters than arctic tundra,"Y) ALPINE TUNDRA HAS A LOWER SPECIES DIVERSITY THAN ARCTIC
TUNDRA"
toss-up,,Short Answer,6) GENERAL SCIENCE Short Answer Name 2 of the following 4 choices that are the 2 main logical reasoning methods used in science: inductive; synthetic; observational; deductive,INDUCTIVE; DEDUCTIVE
bonus,,Short Answer,"6) GENERAL SCIENCE Short Answer To the nearest whole number, convert 50ºF into kelvin:","283
(Solution: 5/9(50º – 32º) = 10º C + 273 = 283 K)"
toss-up,,Multiple Choice,7) ASTRONOMY Multiple Choice Which of the following is NOT true: W) the star Sirius at its brightest has an apparent magnitude of about negative 1.5 X) metal-rich stars sometimes have planets Y) typical binoculars allow observation of stars with apparent magnitudes of about 9.0 Z) the Sun has an apparent magnitude of about negative 12,"Z) THE SUN HAS AN APPARENT MAGNITUDE OF ABOUT NEGATIVE 12
(Solution: the Sun’s apparent magnitude is –26.73)"
