type,subject,format,question,answer
toss-up,biology,Short Answer,Which class of organic biomolecules is the major component of animal bodies?,PROTEIN
bonus,biology,Multiple Choice,"In a biology lab, you are asked to pollinate a plant. In order to perform this task, you must move pollen grains from where they are produced to the part of the flower that receives these grains. What two structures must you utilize in this process? W) Filament and style X) Anther and style Y) Filament and stigma Z) Anther and stigma ANSWER Z) ANTHER AND STIGMA _______________________________________________________ TOSS-UP 2) CHEMISTRY Multiple Choice A molecular solid contains what type of bonding? W) Metallic X) Electrovalent Y) Covalent Z) Localized",Y) COVALENT
bonus,chemistry,Short Answer,Identify all of the following four factors that affect the degree of crystallinity in polymers: 1) structure; 2) stereochemistry [ster-ee-oh-KEM-uh-stree]; 3) molecular weight; 4) processing conditions.,"STRUCTURE, STEREOCHEMISTRY, MOLECULAR WEIGHT, AND PROCESSING
CONDITIONS (ACCEPT: 1, 2, 3, AND 4; ALL)
High School Round 1A Page 1"
toss-up,math,Short Answer,"If the radius of a right circular cylinder is tripled, by what factor must the height be multiplied in order to keep the volume the same?",1/9
bonus,math,Multiple Choice,"If (cid:1858)(cid:4666)(cid:1876)(cid:4667) (cid:3404) 7(cid:1876)(cid:3397)19 [f of x equals seven x plus nineteen], for what values of x is f(x) [f of x] greater than 33? W) x is greater than 2 X) x is less than 2 Y) x is between 2 and -2 Z) All real numbers","W) X IS GREATER THAN 2
_______________________________________________________"
toss-up,physics,Short Answer,"In the excitation of an atom by light, what specific particle is responsible for the absorption of the photon?",ELECTRON
bonus,physics,Short Answer,"What is the power, in watts, dissipated by a circuit that supplies a potential difference of 1.5 volts and has a current of 0.1 amperes?","0.15
High School Round 1A Page 2"
toss-up,,Multiple Choice,5) EARTH AND SPACE Multiple Choice The only continent without conditions favorable for the formation of tornadoes is W) South America X) Australia Y) Asia Z) Antarctica,Z) ANTARCTICA
bonus,,Short Answer,5) EARTH AND SPACE Short Answer Coral polyps extract what compound out of seawater to form hard external skeletons?,"CALCIUM CARBONATE (ACCEPT: LIMESTONE)
_______________________________________________________"
toss-up,chemistry,Short Answer,"Within the visible spectrum of light, photons with the longest wavelength are associated with what color?",RED
