type,subject,format,question,answer
toss-up,biology,Multiple Choice,1) Biology – Multiple Choice The majority of speciation [spee-see-AY-shun] occurs under which of the following circumstances? W) When populations undergo sexual selection X) When populations become geographically separated Y) When populations are R selected Z) When populations reach carrying capacity,X) WHEN POPULATIONS BECOME GEOGRAPHICALLY SEPARATED
bonus,biology,Short Answer,"1) Biology – Short Answer A bacterial colony is raised in heavy nitrogen media for several generations, then transferred to a nitrogen-14 medium. Identify all of the following statements that will be true after one generation: 1) Half of the bacteria will have denser DNA than the other half; 2) Half of the bacteria will have no heavy nitrogen in their DNA; 3) Half of the bacteria will have no nitrogen-14 in their DNA.","NONE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,2) Chemistry – Multiple Choice Which of the following molecular geometries can exhibit meridional isomerism? W) Linear X) Square planar Y) Tetrahedral Z) Octahedral,Z) OCTAHEDRAL
bonus,chemistry,Short Answer,2) Chemistry – Short Answer What is the fewest number of carbonyl [carbon-EEL] stretching bands that can be seen in the infrared spectrum of a metal atom that is bound to four CO ligands [LIH-gunz]?,1
toss-up,,Multiple Choice,3) Earth and Space – Multiple Choice Comet McNaught visited in 2007 but is now on a path to leave the solar system forever. Which of the following best describes its orbit? W) Circular X) Elliptical Y) Parabolic Z) Hyperbolic,Z) HYPERBOLIC
bonus,,Short Answer,3) Earth and Space – Short Answer 21-centimeter radiation is observed throughout much of space because it is generated from the neutral form of what element?,"HYDROGEN
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,4) Math – Short Answer Consider a triangle with two sides with lengths of 4 and 9. How many different integers could be the length of the third side?,7
bonus,math,Short Answer,4) Math – Short Answer What is the limit as x approaches 0 of the fraction with numerator x – 1 + e to the power 3x and denominator sine x?,4
toss-up,energy,Multiple Choice,5) Energy – Multiple Choice The energy price spikes in the 1970s and in 2008 suggested which of the following about U.S. energy usage? W) Usage rises in response to rising prices X) Usage stays the same when prices rise Y) Usage drops in response to rising prices Z) There was no consistent trend about U.S. energy usage,Y) USAGE DROPS IN RESPONSE TO RISING PRICES
bonus,energy,Short Answer,5) Energy – Short Answer What country is the source of the largest percentage of petroleum imported to the US?,"CANADA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,6) Physics – Short Answer What is the name of the low-temperature state characterized by zero resistance transport of electron pairs?,SUPERCONDUCTIVITY
bonus,physics,Short Answer,"6) Physics – Short Answer Most ships are more stable in a capsized rather than upright state. Order the following points from bottom-most to top-most for an upright, metastable ship: 1) Center of gravity; 2) Center of buoyancy; 3) Metacenter.","2, 1, 3"
toss-up,biology,Short Answer,7) Biology – Short Answer Methylation [meth-il-AY-shun] of cytosine [sigh-toh-seen] was once thought to play an important role in repressing gene regulation. Deamination [dee-am-ih-NAY-shun] of 5-methylcytosine [five methil-SYE-toh-seen] results in the production of what other nucleobase?,THYMINE
bonus,biology,Short Answer,7) Biology – Short Answer Identify all of the following three disorders that are usually inherited dominantly: 1) Huntington’s disease; 2) Albinism [AL-beh-nih-zim]; 3) Polydactyly [polly-DAK-til-ee].,"1 AND 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,8) Chemistry – Short Answer Identify all of the following three fatty acids that are unsaturated: 1) C 13 H 27 COOH; 2) C H COOH; 3) C H COOH. 17 35 16 29,JUST 3
bonus,chemistry,Short Answer,8) Chemistry – Short Answer What reaction in organic chemistry forms alkenes via a reaction of a carbonyl [carbon-EEL] group with a yellow-colored phosphorous ylide [ILL-id]?,WITTIG REACTION
toss-up,,Short Answer,9) Earth and Space – Short Answer Scientists can study solar fusion via observations of certain near-massless particles that travel through the Sun. What are these particles?,NEUTRINOS
bonus,,Multiple Choice,9) Earth and Space – Multiple Choice Which of the following is the best approximation of how much time a supergiant star can survive by way of silicon fusion? W) 1 day X) 1 year Y) 1 thousand years Y) 1 million years,"W) 1 DAY
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"10) Energy – Short Answer In a junction transistor used as a switch, which terminal controls the current through the other two terminals?",BASE
bonus,energy,Multiple Choice,"10) Energy – Multiple Choice Oil shale is a type of organic-rich sedimentary rock that can be used to produce shale oil, also known as tight oil, which is a substitute for conventional crude oil. Which of the following varieties of oil shale is NOT classified as a marine shale? W) Kukersite X) Torbanite Y) Tasminite Z) Marinite",X) TORBANITE
toss-up,physics,Short Answer,"11) Physics – Short Answer How much work, in joules [jools], is done on a particle of charge 2 coulombs as it accelerates over a distance of 1 meter in an electric field of strength 9 volts per meter?",18
bonus,physics,Multiple Choice,11) Physics – Multiple Choice Which of the following conservation laws is related by Noether's theorem to translational spatial symmetry? W) Conservation of mass X) Conservation of linear momentum Y) Conservation of angular momentum Z) Conservation of electric charge,"X) CONSERVATION OF LINEAR MOMENTUM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,12) Math – Short Answer Evaluate the following expression: –i 33.,–i
bonus,math,Short Answer,12) Math – Short Answer A triangular right prism has each edge of length 4. What is its surface area?,48 + 8√3 (ACCEPT: 8√3 + 48)
toss-up,energy,Multiple Choice,13) Energy – Multiple Choice The further advancement of rechargeable batteries is currently hindered by unavoidable growth of what during battery cell recharge? W) Lithium dendrites X) Potassium salts Y) Nickel deposits Z) Lead precipitates,W) LITHIUM DENDRITES
bonus,energy,Multiple Choice,13) Energy – Multiple Choice Lawrence Livermore National Laboratory's National Ignition Facility is using what technology to further nuclear fusion energy research? W) Magnetic plasma confinement X) Toroidal plasma confinement Y) Laser inertial confinement Z) Electromagnetic implosion,"Y) LASER INERTIAL CONFINEMENT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
