type,subject,format,question,answer
toss-up,biology,Multiple Choice,"In which of the following wavelengths does DNA absorb the best: W) 3,900 angstroms X) 260 nanometers Y) 340 nanometers Z) 540 nanometers",X) 260 NANOMETERS
bonus,biology,Multiple Choice,Which of the following is closest to the diameter of a plasmodesmata (read as: PLAS-mo-dez-MAH-tah): W) 2 angstroms X) 60 nanometers Y) 80 microns Z) 180 microns,"X) 60 NANOMETERS
(Solution: this is the only logical size considering the average plant cell size and the size of
transported molecules)"
toss-up,chemistry,Short Answer,"Name the 2 different bond angles present in a molecule with octahedral geometry, such as in SF : 6",90; 180
bonus,chemistry,Short Answer,"In a titration experiment, it takes 20.0 milliliters of a 0.05 molar barium hydroxide, Ba(OH) , solution to neutralize 40 milliliters of a nitric acid, or HNO , solution to 2 3 the equivalence point. Calculate the molarity of HNO , rounded to the second decimal place: 3","0.05
(Solution: 0.05 mol Ba(OH) /L × 0.02L = 0.001 mol Ba(OH) × 2 = 0.002 mol; 0.002 mol ÷ 0.04L
2 2
= 0.05M)"
toss-up,physics,Short Answer,"By words or numbers, identify all of the following 4 choices that MUST be true for 2 objects in thermal equilibrium: 1) they both must radiate no energy in any direction 2) they must be at the same temperature 3) they both must have the same thermal expansion coefficients 4) they must have the same internal energy",2
bonus,physics,Short Answer,"How many kilojoules of thermal energy, rounded to the first decimal place, must be lost from a 250-gram block of Teflon with a specific heat of 1 kilojoule per kilogram kelvin, to lower the block’s temperature from 125º C to 75º C?","12.5 (ACCEPT: –12.5)
(Solution: (1000 J/kg.K)(0.25 Kg)(–50K) = –12,500 joules = –12.5 kJ)"
toss-up,math,Short Answer,"If a point has polar coordinates (3, π), what are the rectangular coordinates?","(–3, 0)
(Solution: x = 3 cos π = –3 and y = 3 sin π = 0)"
bonus,math,Short Answer,"The graph of the polar equation, r = 5 – 5 cosine θ, is a cardioid. In which two quadrants is most of the area of this cardioid?",II AND III (ACCEPT: 2 AND 3 or SECOND AND THIRD)
toss-up,earth science,Multiple Choice,"Which of the following is a coarse-grained igneous rock primarily containing plagioclase feldspar, amphibole and biotite: W) gabbro X) basalt Y) diorite Z) granite",Y) DIORITE
bonus,earth science,Short Answer,"Of the 3 basic types of magma on Earth, which one generally has the LOWEST eruptive temperature?","RHYOLITIC (ACCEPT: RHYOLITE)
(Solution: basaltic ~ 1000º – 1200ºC, andesitic ~ 800º – 1000ºC, rhyolitic ~ 650º – 800ºC)"
toss-up,,Multiple Choice,6) GENERAL SCIENCE Multiple Choice Which of the following is the source of alpha radiation most often used in household ionization smoke detectors: W) americium-241 X) uranium-238 Y) radium-226 Z) iron-59,W) AMERICIUM-241
bonus,,Short Answer,6) GENERAL SCIENCE Short Answer Calculate the heating degree day in the U.S. if the day’s high temperature is 70ºF and the low is 30ºF:,"15
(Solution: (70º + 30º)/2 = 50º; 65º – 50º = 15 HDD)"
toss-up,,Short Answer,7) ASTRONOMY Short Answer Order the following 3 stages from the EARLIEST to the LATEST in the evolution of a G-type star of 2 solar masses: red giant; T-tauri; white dwarf,T-TAURI; RED GIANT; WHITE DWARF
bonus,,Short Answer,"7) ASTRONOMY Short Answer If a star has a surface temperature of 3,000 degrees kelvin, a core temperature of 100 million Kelvin, and a luminosity of 2,000-times our Sun, choosing from upper right, upper left, lower left, and lower right, where on an H-R diagram would it most likely be found?","UPPER RIGHT
(Solution: this describes a red giant)"
toss-up,biology,Short Answer,What reduced coenzyme donates its electrons to complex-one in the electron transport system?,NADH
bonus,biology,Multiple Choice,"In a double reciprocal plot of Michaelis-Menton kinetics, what is the effect of a competitive inhibitor: W) change in the vertical axis intercept X) change in the slope only Y) change in the horizontal axis intercept only Z) change in both vertical and horizontal axes intercepts",X) CHANGE IN THE SLOPE ONLY
toss-up,chemistry,Short Answer,What is the bond order for each oxygen-oxygen bond in the ozone or O molecule? 3 3,"(ACCEPT: 1.5)
2"
bonus,chemistry,Multiple Choice,Hydrogen gas effuses through a pinhole opening from one compartment to another about how many times as fast as nitrogen gas: W) 2.4-times X) 3.7-times Y) 5.3-times Z) 8.2-times,"X) 3.7-TIMES
r 28g/mol
(Solution: H2 = = 3.7)
r 2g/mol
N2"
toss-up,physics,Multiple Choice,Which of the following best describes why the optical spectrum of an atom exists as discrete lines and not as a continuous spectrum: W) atoms have electrons with unit charge X) all atoms when excited emit light Y) all energy levels of atoms are quantized Z) all electrons have spin,Y) ALL ENERGY LEVELS OF ATOMS ARE QUANTIZED
bonus,physics,Multiple Choice,Which of the following BEST describes one of Maxwell’s equations that is a mathematical conceptualization of Faraday’s law: W) a magnetic B-field is a solenoid vector field X) an EMF induced in a conductor opposes that motion Y) induced currents are caused by the magnetic field and in opposition to the opposed flux Z) a time-varying B-field produces an E-field,Z) A TIME-VARYING B-FIELD PRODUCES AN E-FIELD
toss-up,math,Multiple Choice,"1 11) MATH Multiple Choice At x = − , the graph of y = x3 is: 2 W) increasing and concave up X) increasing and concave down Y) decreasing and concave up Z) decreasing and concave down","X) INCREASING AND CONCAVE DOWN
(Solution: at the indicated value the 1st derivative is positive (implying increasing) and the 2nd
derivative is negative (implying concave down))"
bonus,math,Short Answer,"The point (3, 2) is reflected across the graph of y = 6 and the resulting point is then reflected across the graph of y = x. What are the coordinates of the final point?","(10, 3)
(Solution: the 1st reflection  (3,10); 2nd reflection interchanges the x and y coordinates)"
toss-up,,Multiple Choice,"12) GENERAL SCIENCE Multiple Choice According to EPA nationwide emission trends for common air pollutants and excluding fires and dust, which of the following accounted for the least amount of emissions in the past 5 years: W) volatile organic compounds X) carbon monoxide Y) sulfur dioxide Z) particulate matter","Z) PARTICULATE MATTER
(Solution: VOC ~ 15; CO ~ 81 mT/yr; SO ~ 13; particulates ~ 3)
2"
bonus,,Short Answer,"12) GENERAL SCIENCE Short Answer Without leap days every 4 years, the winter solstice would start on what month and day after 70 years?","JANUARY 7 (ACCEPT: JANUARY 6 TO 8)
(Solution: 17 days later)"
toss-up,earth science,Short Answer,In what layer of Earth’s atmosphere do most meteors experience the most heating?,MESOSPHERE
bonus,earth science,Short Answer,Name all of the following 4 layers of the atmosphere where temperature typically increases as altitude increases: troposphere; stratosphere; mesosphere; thermosphere,STRATOSPHERE; THERMOSPHERE
toss-up,,Multiple Choice,14) ASTRONOMY Multiple Choice Which of the following is LEAST likely to occur when viewed from mid-northern latitudes in the month of August: W) Venus passing within 2º of Saturn X) Neptune at opposition Y) the Moon at apogee on the 1st of the month and perigee at the 29th of the month Z) the Moon passing within 5º of Uranus,"Y) THE MOON AT APOGEE ON THE 1ST OF THE MONTH AND PERIGEE AT
THE 29TH OF THE MONTH
(Solution: apogee and perigee are separated by about 14-15 days)"
bonus,,Multiple Choice,"14) ASTRONOMY Multiple Choice Which of the following was seen from mid-northern latitudes by casual stargazers as a bright light in August of 2008 at midnight, about 1/2 way up the southern horizon: W) Venus X) Vega Y) Jupiter Z) Uranus","Y) JUPITER
(Solution: Venus and Vega are not there at this time of year and Uranus is never that bright)"
toss-up,biology,Short Answer,"What is the primary calcium-binding protein in eukaryotic cells, that is about 148 amino acids long, and has a wide variety of functions often through kinases and phosphatases (read as: foss-fah-TAY-sis)?",CALMODULIN
