type,subject,format,question,answer
toss-up,math,Short Answer,What is the sum of the smallest prime number and the smallest composite number?,6
bonus,math,Short Answer,"A right triangle has sides with lengths of 8, 15, and 17 meters. As a fraction in lowest terms and in meters, what is the length of the altitude to the hypotenuse?","120/17
_______________________________________________________"
toss-up,biology,Multiple Choice,Which of the following is NOT an example of a current population that shows genetic drift due to the bottleneck effect? W) African elephant X) Northern elephant seals Y) Whooping crane Z) Cheetah,W) AFRICAN ELEPHANT
bonus,biology,Short Answer,What is the full binomial name of the staph bacteria which is resistant to beta-lactams?,STAPHYLOCOCCUS AUREUS
toss-up,energy,Multiple Choice,Which of the following characteristics make universal motors attractive for home appliances? W) High speed and low torque X) High speed and high torque Y) Low speed and high torque Z) Low speed and low torque,X) HIGH SPEED AND HIGH TORQUE
bonus,energy,Short Answer,"Taking g to be 9.8 meters per second squared, a 500 kilogram elevator needs how much energy, in kilojoules, to go up 30 meters, a typical height for the 10th floor?","147
_______________________________________________________"
toss-up,physics,Multiple Choice,"As the result of a collision with another particle, a charged particle ends up with its velocity vector completely parallel to a uniform magnetic field. Which of the following best describes the subsequent path of the particle? W) A circular arc X) A spiral Y) A straight line Z) A cycloid",Y) A STRAIGHT LINE
bonus,physics,Short Answer,"An 80 kilogram person dives horizontally off a 100 kilogram rowboat. If the diver’s speed after leaving the rowboat is 5 meters per second, what is the speed in meters per second of the rowboat?",4
toss-up,biology,Short Answer,What characteristic of male crickets do organisms of the genus Ormia use in order to find the crickets and lay their eggs on and around them?,"CHIRPING (ACCEPT: SINGING, CALLING)"
bonus,biology,Multiple Choice,Stomata will open in response to internal and external cues. Which of the following is NOT one of these cues? W) Uptake of potassium ions X) Decrease of carbon dioxide in leaf air spaces due to photosynthesis in the mesophyll Y) Changes in light levels Z) Mesophyll production of abscisic acid in response to water deficiency,"Z) MESOPHYLL PRODUCTION OF ABSCISIC ACID IN RESPONSE TO WATER
DEFICIENCY
_______________________________________________________"
toss-up,math,Short Answer,"Providing your answer in decimal form, what is the area under the curve y = x between 0 and 3?",4.5
bonus,math,Short Answer,Find (1 + i)12 (read as the quantity 1 plus i to the twelfth).,-64
toss-up,chemistry,Multiple Choice,Which of the following factors does NOT affect the solubility of a solid in a liquid? W) Temperature X) Polarity of solute Y) Polarity of solvent Z) Pressure,Z) PRESSURE
bonus,chemistry,Multiple Choice,Which of the following period 3 elements has the smallest atomic radius? W) Sodium X) Phosphorus Y) Chlorine Z) Aluminum,"Y) CHLORINE
_______________________________________________________"
toss-up,,Short Answer,8) EARTH AND SPACE Short Answer What is the collective term for the stellar process in which lighter nuclei fuse to build the nuclei of heavier elements than helium?,NUCLEOSYNTHESIS
bonus,,Multiple Choice,8) EARTH AND SPACE Multiple Choice Which of the following occurs as a rapidly advancing cold front overtakes a closed off warm front? W) Gliding X) Occlusion Y) Collapse and dissipation of low Z) Subsidence,X) OCCLUSION
toss-up,chemistry,Short Answer,What is the SI prefix that multiples a unit by a factor of 1018?,EXA
bonus,chemistry,Short Answer,How many atoms are in one molecule of butane?,"14
_______________________________________________________"
toss-up,biology,Short Answer,What is the scientific name of the phylum characterized by the presence of jointed appendages?,ARTHROPODA (DO NOT ACCEPT: ARTHROPODS)
