type,subject,format,question,answer
toss-up,biology,Short Answer,"Two or more structures are said to be homologous if they are alike because of shared ancestry. Ovaries and testes share a developmental ancestry, meaning that the structures arose from the same tissue in what physical stage of human life?",EMBRYO
bonus,biology,Multiple Choice,All Homo sapiens are thought to share a common matrilineage. What genetic information has been used as key evidence for this shared matrilineage? W) Mitochondrial (read as: my-toh-KOHN-dree-ahl) DNA X) Nuclear DNA Y) Plasma membranes Z) Cytoplasmic tRNA,"W) MITOCHONDRIAL DNA
________________________________________________________________________"
toss-up,math,Short Answer,"Given a standard deck of 52 cards, what is the probability, expressed as a fraction in lowest terms, that the first card dealt is a heart?",
bonus,math,Short Answer,"An ichthyologist wants to know the fish population of a pond. She catches 60 fish, tags them, and releases them. Two weeks later, she catches 50 fish and 7 of them have tags. Based on the data, what is the best estimate of the fish population of the pond? Round your answer to the nearest hundred.",400
toss-up,,Multiple Choice,3) EARTH AND SPACE Multiple Choice In which of the following sedimentary environments would a dominantly organic sedimentary rock most likely be formed? W) Shallow marine X) Deep ocean Y) Wind-blown desert Z) Glacial outwash plain,W) SHALLOW MARINE
bonus,energy,Multiple Choice,"3) EARTH AND SPACE Multiple Choice A high-energy river environment will most likely create which of the following deposits: W) Laminar silt beds X) Course-grained, angular cross bedding Y) Poorly sorted beds with no structure Z) Well rounded gravels","Z) WELL ROUNDED GRAVELS
________________________________________________________________________"
toss-up,math,Short Answer,What do we call a mathematical object that possesses both magnitude and direction?,VECTOR
bonus,math,Multiple Choice,"If b is a negative vector of a given vector a, then how do b and a compare? W) a has a smaller magnitude than b X) b has a smaller magnitude than a Y) b has the same magnitude as a, applied in the opposite direction Z) b has a larger magnitude than a, applied in the opposite direction","Y) B HAS THE SAME MAGNITUDE AS A, APPLIED IN THE OPPOSITE
DIRECTION"
toss-up,chemistry,Short Answer,What letter designates the lowest energy subshell in any shell?,S
bonus,chemistry,Short Answer,Identify the scientist who proposed the existence of energy levels for the electrons in an atom.,"BOHR
________________________________________________________________________"
toss-up,physics,Short Answer,"What causes low-pressure weather systems, such as tropical cyclones, to spin counter-clockwise in the Northern Hemisphere and clockwise in the Southern Hemisphere?","CORIOLIS EFFECT (ACCEPT: CORIOLIS FORCE, ROTATION OF THE EARTH)"
bonus,physics,Short Answer,Billions of tiny ice crystals rub together to produce electron imbalances within storm clouds. What do we see when electrons arc to another cloud or to the ground?,LIGHTNING
toss-up,,Multiple Choice,7) EARTH AND SPACE Multiple Choice Which of the following minerals could be mined to create electrical wiring? W) Chalcopyrite (read as: kahl-koh-PY-ryt) X) Limestone Y) Galena (read as: gah-LEE-nah) Z) Gypsum,W) CHALCOPYRITE
