type,subject,format,question,answer
toss-up,biology,Short Answer,1) Biology – Short Answer What is the term for the specialized reproductive organ that characterizes angiosperms?,FLOWERS
bonus,biology,Short Answer,1) Biology – Short Answer Identify all of the following three molecules of which ribosomes are composed: 1) RNA; 2) DNA; 3) Proteins.,"1, 3"
toss-up,chemistry,Short Answer,2) Chemistry – Short Answer What relationship predicts that the partial pressure of gas-phase molecules above a liquid varies exponentially with the reciprocal of temperature?,"CLAUSIUS-CLAPEYRON (ACCEPT: CLASIUS-
CLAPEYRON EQUATION, CLAUSIUS-CLAPEYRON
RELATION)"
bonus,chemistry,Short Answer,2) Chemistry – Short Answer What is the oxidation state of the sulfur atom in the sulfate ion?,+6 (ACCEPT: 6)
toss-up,,Short Answer,"3) Earth and Space – Short Answer What is the name of the geologic principle that states that, in an un-deformed sequence of sedimentary rocks, the youngest beds are always at the top and the oldest at the bottom?","PRINCIPLE OF SUPERPOSITION (ACCEPT:
SUPERPOSITION, LAW OF SUPERPOSITION)"
bonus,,Multiple Choice,3) Earth and Space – Multiple Choice An Ekman spiral in the surface ocean is created by the combined effect of what two influences? W) Wind and water upwelling X) Wind and water downwelling Y) Coriolis force and water downwelling Z) Coriolis force and wind,Z) CORIOLIS FORCE AND WIND
toss-up,energy,Multiple Choice,"4) Energy – Multiple Choice Scientists at Brookhaven National Lab are studying artificial photosynthesis. To do so, they have coupled chromophores to catalysts by adding long alkyl [AL-kul] tails to each one. These alkyl tails then tether the two molecules together. Which of the following forces is most influential in providing the tethering force? W) London dispersion X) Dipole-dipole Y) Hydrogen bonds Z) Ionic",W) LONDON DISPERSION
bonus,energy,Short Answer,4) Energy – Short Answer Scientists at Pacific Northwest National Lab are developing sodium-ion batteries. Identify all of the following three statements that are potential advantages of these batteries: 1) They are less flammable than lithium-ion batteries; 2) They are more efficient than lead-acid batteries; 3) They are rechargeable.,ALL
toss-up,math,Multiple Choice,5) Math – Multiple Choice Which of the following best describes the relationship between the lines with equations 5x + 4y = 20 and 12x – 15y = 60? W) Parallel X) Perpendicular Y) Intersecting but not perpendicular Z) Coincident,X) PERPENDICULAR
bonus,math,Short Answer,5) Math – Short Answer One of the zeroes of the polynomial x3 + 2x2 + 36x + 72 is the complex number –6i. What is the value of the real zero of the polynomial?,–2
toss-up,physics,Short Answer,6) Physics – Short Answer Metal detectors function by using an alternating magnetic field to generate small loops of electric current in metal objects. What is the term for these loops?,EDDY CURRENTS
bonus,physics,Short Answer,"6) Physics – Short Answer A beam of light exits a uniform material into vacuum with an incident angle of 30 degrees. If the angle of refraction is 45 degrees, then what is the index of refraction of the material?",√2
toss-up,biology,Short Answer,7) Biology – Short Answer What is the term for metabolic reactions that require the input of energy to build up complex molecules?,ANABOLIC (ACCEPT: ANABOLISM)
bonus,biology,Multiple Choice,7) Biology – Multiple Choice Which of the following best demonstrates paracrine [para-krin] signaling? W) A tumor cell creates its own growth factors X) An allergen results in localized histamine release Y) The pituitary gland secretes vasopressin [VAY-zoh-pressin] in response to thirst Z) The pancreas produces insulin after a meal,"X) AN ALLERGEN RESULTS IN LOCALIZED
HISTAMINE RELEASE"
toss-up,chemistry,Multiple Choice,8) Chemistry – Multiple Choice Which of the following is a valid combination of units to express entropy? W) Joule-kelvins X) Newton-meters per degree Celsius Y) Watts per second-kelvin Z) Coulomb-volts per joule-kelvin,X) NEWTON-METERS PER DEGREE CELSIUS
