type,subject,format,question,answer
toss-up,chemistry,Multiple Choice,1) Chemistry – Multiple Choice Which of the following functional groups is created by the addition of an alkyne [AL-kine] to Lindlar’s catalyst and hydrogen gas? W) Alkane X) Cis-alkene [sis-al-KEEN] Y) Trans-alkene Z) Alkyl [AL-kul] halide [HAY-lide],X) CIS-ALKENE
bonus,chemistry,Short Answer,1) Chemistry – Short Answer Identify all of the following three types of orbitals that can form sigma bonds: 1) 1s; 2) 2s; 3) 2p.,ALL
toss-up,,Multiple Choice,2) Earth and Space – Multiple Choice Three hundred-millibar charts are used to visualize the dynamics of jet streams. Lines on these charts correspond to places that are equal in which of the following properties? W) Altitude X) Air pressure Y) Temperature Z) Humidity,W) ALTITUDE
bonus,,Short Answer,2) Earth and Space – Short Answer Place the following three regions of an unconfined aquifer in order of increasing depth: 1) Zone of saturation; 2) Zone of aeration; 3) Capillary fringe.,"2, 3, 1"
toss-up,energy,Multiple Choice,3) Energy – Multiple Choice Researchers at Lawrence Berkeley National Lab are using small angle X-ray scattering to study the structural biology of the protein XPG. XPG repairs DNA damage caused by UV photons. To which of the following DNA motifs would XPG most likely be bound? W) CG repeats X) DNA double strand breaks Y) Adjacent pyrimidines [pur-RIM-ih-deens] Z) Transcription start sites,Y) ADJACENT PYRIMIDINES
bonus,energy,Multiple Choice,3) Energy – Multiple Choice Scientists at Argonne National Lab are studying supernova nucleosynthesis. Which of the following elements on Earth primarily originates from supernova nucleosynthesis? W) Arsenic X) Promethium [pro-MEE-thee-um] Y) Hydrogen Z) Beryllium,W) ARSENIC
toss-up,math,Short Answer,"4) Math – Short Answer If k is a positive integer such that the least common multiple of 80 and k is 5k, what is the greatest common divisor of 80 and k?",16
bonus,math,Short Answer,4) Math – Short Answer A line is represented parametrically by the equations x = 3t + 5 and y = –2t – 7. What are the slope and the y-intercept of this line?,"SLOPE = –2/3, y-INTERCEPT = –11/3 (ACCEPT: –3 2/3
for y-intercept)"
toss-up,physics,Multiple Choice,"5) Physics – Multiple Choice Gabby has a device capable of pushing objects with an unknown amount of constant force. To determine the magnitude of this force, she makes several measurements by using the device to apply force to objects of varying mass and measuring the resultant acceleration. Which parameters should she choose for her x- and y-axes, respectively, such that the slope of the line of best fit is the force her device applies? W) Mass and acceleration X) One over mass and acceleration Y) Mass and one over acceleration Z) One over mass and one over acceleration",X) ONE OVER MASS AND ACCELERATION
bonus,physics,Short Answer,5) Physics – Short Answer Identify all of the following three statements that are true of a skydiver as they approach terminal velocity: 1) Their speed is increasing; 2) Their acceleration magnitude is increasing; 3) The magnitude of the gravitational force on them is decreasing.,1
toss-up,biology,Short Answer,6) Biology – Short Answer Juxtamedullary [juxta-MED-joo-lair- ee] and cortical nephrons differ most in the length of what segment of the nephron?,LOOP OF HENLE
bonus,biology,Short Answer,6) Biology – Short Answer Identify all of the following three statements that are true of bacterial chromosomes: 1) They are typically circular; 2) Bacteria only possess one chromosome per cell; 3) They possess telomeres [TEL-oh-meers].,1
toss-up,chemistry,Short Answer,7) Chemistry – Short Answer What is the IUPAC [EYE-you-pack] name of the product formed when acetic acid is reacted with lithium aluminum hydride in anhydrous conditions?,ETHANOL
bonus,chemistry,Short Answer,7) Chemistry – Short Answer Butanone [BYOO-tah-known] can be synthesized via the reaction of what molecule with potassium dichromate in the presence of acid?,"2-BUTANOL (ACCEPT: BUTAN-2-OL, 2-BUTYL
ALCOHOL, SEC-BUTANOL, SEC-BUTYL ALCOHOL; do not
accept: C H O)
4 10"
toss-up,,Multiple Choice,"8) Earth and Space – Multiple Choice The universe became transparent to light closest to which of the following temperatures in kelvins? W) 300,000 X) 30,000 Y) 3,000 Z) 300","Y) 3,000"
bonus,,Short Answer,8) Earth and Space – Short Answer Identify all of the following three statements that are true of Callisto [kah-LIS-toh]: 1) It is the largest moon of Saturn; 2) It has plate tectonics; 3) It has volcanism.,NONE
toss-up,energy,Short Answer,9) Energy – Short Answer Geophysicists at SLAC National Accelerator Lab are studying the core-mantle boundary by imaging liquid silicates under shockwave conditions. What type of seismic body waves cannot cross the core-mantle boundary?,"S-WAVES (ACCEPT: SECONDARY WAVES; do not
accept: P-WAVES, SHEAR WAVES)"
bonus,energy,Short Answer,9) Energy – Short Answer Scientists supported by the Department of Energy are studying a phage ferredoxin [fair-eh-DOCK-sin]. What prosthetic group does this protein use for electron transfer?,IRON-SULFUR CLUSTER
toss-up,math,Short Answer,10) Math – Short Answer Find the value of a for which the following vectors are orthogonal: 36i + 20j and ai + 27j.,–15
bonus,math,Short Answer,10) Math – Short Answer What is the units digit of 7 to the 33rd power times 8 to the 55th power?,4
toss-up,physics,Multiple Choice,11) Physics – Multiple Choice Which of the following describes how the electric potential due to a point charge scales with distance away from the charge? W) Linearly X) Quadratically Y) With the inverse Z) With the inverse squared,Y) WITH THE INVERSE
bonus,physics,Short Answer,11) Physics – Short Answer Identify all of the following three properties of an electromagnetic wave that can change when the wave passes from one medium to another: 1) Period; 2) Wavelength; 3) Speed.,"2, 3"
toss-up,biology,Short Answer,12) Biology – Short Answer Genes can be inserted into plasmids by treating both the gene and the plasmid with a restriction enzyme. The DNA fragments are then mixed and treated with what enzyme to complete the insertion?,DNA LIGASE (ACCEPT: LIGASE)
bonus,biology,Short Answer,12) Biology – Short Answer You are drawing the Punnett square to tally the F2 generation of a trihybrid cross. How many entries are present within this square?,64
toss-up,chemistry,Multiple Choice,13) Chemistry – Multiple Choice M over Z is a measured quantity in which of the following analytical techniques? W) Mass spectrometry X) Infrared spectroscopy Y) NMR spectroscopy Z) UV-vis spectroscopy,W) MASS SPECTROMETRY
bonus,chemistry,Short Answer,"13) Chemistry – Short Answer In a typical thin-layer chromatography experiment, what is the stationary phase?","SILICA (ACCEPT: SILICA GEL, ALUMINA)"
toss-up,,Short Answer,14) Earth and Space – Short Answer The prevailing wind is blowing towards the south along the west coast of the United States. In which cardinal direction will the net water movement be?,WEST
