type,subject,format,question,answer
toss-up,biology,Multiple Choice,"If a person has consumed too much alcohol and is showing signs of ataxia [uh-TAK-see-uh], what portion of the brain is being inhibited? W) Left hemisphere of the cerebrum X) Tectum Y) Thalamus Z) Cerebellum [ser-uh-BEL-uhm]",Z) CEREBELLUM
bonus,biology,Multiple Choice,Which of the following drugs is mismatched to its action on neurotransmission? W) Benzodiazepines: Increases inhibitory neurotransmission [ben-zoh-dy-AZ-uh-pyns] X) Cocaine: inhibits release of dopamine and norepinephrine [nohr-ep-uh-NEF-rin] Y) LSD: Binds to serotonin receptors Z) Nicotine: decreases brain dopamine levels ANSWER Z) NICOTINE DECREASES BRAIN DOPAMINE LEVELS _______________________________________________________ TOSS-UP 2) CHEMISTRY Multiple Choice Which of the following molecules exhibits intermolecular attractions commonly referred to as hydrogen bonding? W) H 2 X) HBr [H-B-R] Y) HCN [H-C-N] Z) HCOOH [H-C-O-O-H],Z) HCOOH
bonus,chemistry,Multiple Choice,The Heisenberg Uncertainty Principle implies that it is impossible to simultaneously obtain exact measurements for what two properties of a particle? W) Mass & velocity X) Charge & spin Y) Energy & wavelength Z) Position & momentum,Z) POSITION & MOMENTUM
toss-up,math,Multiple Choice,"Which of the following functions has the greatest number of discontinuities? (cid:2871)(cid:3051)(cid:2878)(cid:2873) W) [quantity three x plus five, divided by quantity x minus 4] (cid:3051)(cid:2879)(cid:2872) (cid:2869) X)(cid:4666) (cid:4667)(cid:3397)(cid:1876) [ open parenthesis one, divided by quantity x minus 1, close parenthesis, (cid:4666)(cid:3051)(cid:2879)(cid:2869)(cid:4667) plus x] (cid:2869) Y) [one divided by x squared] (cid:3051)(cid:3118) (cid:2869) Z) [one, divided by quantity x squared minus one] (cid:3051)(cid:3118)(cid:2879)(cid:2869) (cid:2869)","Z)
(cid:3051)(cid:3118)(cid:2879)(cid:2869)"
bonus,math,Short Answer,"Compute the probability of getting a “blackjack” (two cards totaling 21 points) from a standard deck of cards, given that an ace counts as 11, a face card counts as 10, and all others count as their numerical values.","32/663
_______________________________________________________"
toss-up,physics,Multiple Choice,"The electric field of a given charge is measured to be 1 newton per coulomb at a distance 10 centimeters away from the charge. According to Gauss’s Law, what would the field be in newtons per coulomb at the same location if we were to double the charge? W) 0.1 X) 2 Y) 10 Z) 20",X) 2
bonus,physics,Short Answer,A uniform magnetic field is applied perpendicularly to the velocity vector of a moving charged particle. What shape will the path of the charged particle be?,CIRCLE (DO NOT ACCEPT: HELICAL)
toss-up,,Multiple Choice,5) EARTH AND SPACE Multiple Choice Which of the following volcanic features would be most closely associated with a high rating on the Volcanic Explosivity Index scale? W) Pahoehoe lava [pah-HOH-ee-hoh-ee] X) High temperature flows Y) Flood basalts Z) Widespread ash fallout,Z) WIDESPREAD ASH FALLOUT
bonus,,Short Answer,5) EARTH AND SPACE Short Answer What is the currently most accepted hypothesis for the observed acceleration of the expansion of the universe?,"DARK ENERGY
_______________________________________________________"
toss-up,chemistry,Short Answer,Identify all of the following three compounds that are capable of hydrogen bonding with themselves: 1) hydrogen bromide; 2) hydrogen cyanide; 3) butanol.,3 (ACCEPT: BUTANOL)
bonus,chemistry,Short Answer,"For a particular reaction, ∆H = +10 [delta H equals positive ten] kilojoules per mole and ∆S = +40 [delta S equals positive forty] joules per mole Kelvin. At what temperature, in Kelvin, does the reaction transition from being spontaneous to nonspontaneous?",250 Kelvin
toss-up,biology,Multiple Choice,What are the most important sensory receptors for the monitoring and regulation of blood pressure in mammals? W) Statocysts X) Baroreceptors Y) Nocireceptors [NOH-si-SEP-tuhrs] Z) Chemoreceptors,X) BARORECEPTORS
bonus,biology,Short Answer,"Early in the evolution of modern day fish, the superclass Osteichthyes [os-tee-IK-thee-eez] split into two groups, one of which includes fish such as the Coelocanth [see-LUH-kahnth] and lungfish. What is the name for this group of fish?","SARCOPTERYGII (ACCEPT: LOBE FINNED FISH)
_______________________________________________________"
toss-up,energy,Multiple Choice,"How much energy in tons of coal equivalent can be released by using deuterium in 50 cups of sea water in a deuterium – tritium fusion reactor? W) 2 X) 200 Y) 2,000 Z) 2,000,000",W) 2
bonus,energy,Short Answer,Fluorescence can be understood as the emission of a photon as a molecule transitions from a singlet excited state to a singlet ground state. What phenomenon is understood as a molecule transitioning from a triplet excited state to a singlet ground state and generally takes place on a much longer time scale than fluorescence?,PHOSPHORESCENCE
toss-up,,Short Answer,9) EARTH AND SPACE Short Answer The Milky Way and the Andromeda Galaxy are the primary constituents of what structure?,THE LOCAL GROUP
bonus,,Multiple Choice,9) EARTH AND SPACE Multiple Choice Which of the following statements about the moon is NOT correct? W) Moonquakes are due to tidal stresses from the Earth and meteorite impacts X) The moon formed during the late heavy bombardment Y) Lunar basalts contain fewer volatiles than basalts on Earth Z) The moon has no global magnetic field,"X) THE MOON FORMED DURING THE LATE HEAVY BOMBARDMENT
_______________________________________________________"
toss-up,math,Short Answer,What is the polar form of the equation: (cid:1877) (cid:3404) (cid:1876)? (cid:3095),"(cid:2016) (cid:3404) 45° or (cid:2016) (cid:3404)
(cid:2872)"
bonus,math,Short Answer,What is the sum of the numbers of faces of each of the unique Platonic solids?,50
toss-up,biology,Multiple Choice,What complex in oxidative phosphorylation [FOS-for-uh-lay- shuhn] moves protons into rather that out of the mitochondrial [my-tuh-KON-dree-uhl] matrix? W) Cytochrome oxidase X) Cytochrome b-c1 Y) ATP synthase Z) NAD dehydrogenase [dee-HY-druh-juh-nays] ANSWER Y) ATP SYNTHASE BONUS 11) BIOLOGY Multiple Choice Which of the following eye adaptations allows birds of prey like raptors to maintain high visual sensitivity when diving for prey? W) Presence of a tapetum lucidum [tuh-PEE-tuhm loo-SEE-duhm] X) Retina with two foveas [FOH-vee-uhs] Y) Ability to change relative amounts of cis and trans retinal Z) Monocular vision,"X) RETINA WITH TWO FOVEAS
_______________________________________________________"
toss-up,chemistry,Multiple Choice,"If a molecule is known to have a trigonal bipyramidal shape such that “M” is the central atom and “L” is each of the five substituents, which of the following statements is NOT true about this particular molecule? W) It has a 3-fold rotation axis X) It has at least two mirror planes Y) It has an inversion center Z) It has at least one improper rotation possible",Y) IT HAS AN INVERSION CENTER
bonus,chemistry,Short Answer,"What is the theoretical yield, in moles, of ammonia when 4 moles of nitrogen are reacted with 9 moles of hydrogen in the Haber process?",6
toss-up,physics,Short Answer,What is the name for the resistive force that is related to Reynolds number and acts on objects in the direction of relative fluid flow velocity?,DRAG FORCE
bonus,physics,Multiple Choice,The period of oscillation of a given simple pendulum on a grandfather’s clock here on earth is 1 second. What would be the period in seconds of the same pendulum on another planet where the gravitational acceleration is 1/4 that of the earth? W) 0.25 X) 1 Y) 2 Z) 4,"Y) 2
_______________________________________________________"
toss-up,,Multiple Choice,14) EARTH AND SPACE Multiple Choice What are the bright outbursts in flare stars due to? W) Raleigh-Taylor instabilities X) Magnetic field reconnections Y) Unstable nuclear reactions Z) Convective overshoots,X) MAGNETIC FIELD RECONNECTIONS
bonus,,Short Answer,14) EARTH AND SPACE Short Answer What is the term for a large planet found in very close orbit to its host star?,HOT JUPITER
toss-up,biology,Multiple Choice,"Within the human forebrain, which of the following structures does not belong to the telencephalon [tel-en-SEF-uh-lon] ? W) Basal nuclei X) Hippocampus [hip-uh-KAM-puhs] Y) Hypothalamus [hy-puh-THAL-uh-muhs] Z) Cerebral cortex",Y) HYPOTHALAMUS
bonus,biology,Multiple Choice,"Which of the following pairs of echinoderms [ih-KY-nuh-durms] have respiratory structures that could be characterized as lungs rather than gills, since they are formed from invaginations of the body surface? W) Sea star and sea urchin X) Sea urchin and brittle star Y) Sea star and brittle star Z) Sea cucumber and brittle star","Z) SEA CUCUMBER AND BRITTLE STAR
_______________________________________________________"
toss-up,math,Short Answer,"If it takes you 20 seconds to solve a math problem and your friend 30 seconds to solve a math problem, how many can the two of you solve in 6 minutes?",30
bonus,math,Short Answer,"Two integers between 1 and 10, inclusive, are selected at random with replacement. What is the probability that both numbers selected are prime and their product is odd?",9/100 (ACCEPT: 0.09 or 9%)
toss-up,energy,Multiple Choice,"According to the U.S. Energy Information Administration, energy consumption per capita in the U.S. is expected to change at what annual percentage from now until 2035? W) -0.12 X) -0.5 Y) +0.5 Z) +0.12",X) -0.5
bonus,energy,Short Answer,What crystalline solid consists of a methane molecule surrounded by a cage of interlocking water molecules and is typically found on sea floors and under permafrost?,"METHANE HYDRATE (ACCEPT: METHANE CLATHRATE)
_______________________________________________________"
toss-up,chemistry,Multiple Choice,London dispersion forces increase as which of the following molecular properties also increases? W) Dipole moment X) Polarizability Y) Bond angle Z) Ionization energy,X) POLARIZABILITY
bonus,chemistry,Short Answer,"Suppose the atoms of a polar diatomic molecule have partial charges of ±0.25 e [plus or minus zero point two five e], equivalent to ±4.0x10-20 [plus or minus four point zero times ten to the negative twentieth] coulombs. If the bond length is 1.5 angstroms, to two significant figures, what is the dipole moment of the molecule in coulomb- meters?",6.0x10-30
toss-up,biology,Multiple Choice,Which of the following is NOT a direct requirement for dinoflagellates [din-uh-FLAJ-uh-layts] to carry out bioluminescence? W) Luciferyl adenylate [loo-sif-UH-ril uh-de-ni-layt] X) Oxygen Y) Inorganic pyrophosphate Z) Carbon dioxide,Z) CARBON DIOXIDE
