type,subject,format,question,answer
toss-up,chemistry,Short Answer,"In addition to iron, what 2 substances must be present for iron to rust?","OXYGEN; WATER (ACCEPT: O , H O)
2 2"
bonus,chemistry,Short Answer,"Classify the following 3 elements as a halogen, metalloid, or transition metal, respectively: silicon; iron; iodine",HALOGEN = IODINE; METALLOID = SILICON; TRANSITION METAL = IRON
toss-up,physics,Multiple Choice,"If a car is going around a corner, which of the following statements correctly describes the relationship among the speeds of the wheels on the car: W) the wheels all rotate at the same speed X) the wheels on the inside of the corner rotate faster because they have less distance to travel Y) the wheels on the inside of the corner rotate faster because they have more distance to travel Z) the wheels on the outside of the corner rotate faster because they have more distance to travel","Z) THE WHEELS ON THE OUTSIDE OF THE CORNER ROTATE FASTER
BECAUSE THEY HAVE MORE DISTANCE TO TRAVEL"
bonus,physics,Short Answer,How many kilometers will a mosquito travel in 9.5 hours if it moves in a straight path with an average speed of 8 kilometers per hour?,"76
(Solution: 8km/h × 9.5 h = 76 km)
2007 Regional Science Bowl – Page 1"
toss-up,biology,Multiple Choice,What is the most appropriate term for the genetic character of an organism having a pair of identical alleles for a certain trait: W) dominant X) recessive Y) homozygous Z) heterozygous,Y) HOMOZYGOUS
bonus,biology,Multiple Choice,Which of the following is NOT a blood vessel located in the human head or neck: W) jugular vein X) jugular artery Y) internal carotid artery Z) temporal vein,X) JUGULAR ARTERY
toss-up,math,Short Answer,"Solve the following inequality for x: |(x + 5)| > –7 (read as: the absolute value of, open parenthesis, x + 5, close parenthesis, is greater than –7)",ALL REAL NUMBERS (ACCEPT: + INFINITY TO –INFINITY)
bonus,math,Short Answer,"The Adams family bought a home entertainment system for $10,000.00. They paid $4,000.00 down and must pay off the balance in 12 equal payments. If the simple interest on the balance is 10% of the amount borrowed, how much is each monthly installment?","$550.00
(Solution: 10,000 – 4000 = 6000 bal; 6000 × 0.1 = 600; 6,600 ÷ 12 months = $550.00)
2007 Regional Science Bowl – Page 2"
toss-up,earth science,Short Answer,What is the name for the lowermost 12 to 18 kilometers of Earth’s atmosphere?,TROPOSPHERE
bonus,earth science,Multiple Choice,Which of the following is NOT a process that makes up the Earth’s hydrologic cycle: W) precipitation X) condensation Y) transpiration Z) sedimentation,Z) SEDIMENTATION
