type,subject,format,question,answer
toss-up,energy,Multiple Choice,"1) Energy – Multiple Choice The National Energy Technology Lab is leading a project that gasifies coal and coal-biomass blends to form syngas, which is primarily a mixture of hydrogen and what other chemical compound? W) Carbon monoxide X) Carbon dioxide Y) Methane Z) Sulfur dioxide",W) CARBON MONOXIDE
bonus,energy,Short Answer,"1) Energy – Short Answer Berkeley lab scientists produced the first 3D images of a protein that is important in DNA replication and presents a target for antibiotic and anticancer drugs. What class of proteins, which are responsible for untangling DNA strands and changing DNA linking number, did they image?","TOPOISOMERASES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,2) Earth and Space – Short Answer In what corner of a Hertzsprung-Russell diagram can one find an O- class supergiant?,TOP LEFT
bonus,,Multiple Choice,"2) Earth and Space – Multiple Choice A certain O-class star appears red from the Earth's surface. The absorption lines, however, do not look shifted towards red. Based on these observations, which of the following is a reasonable conclusion about this star? W) It is moving away from the Earth very quickly X) It is moving towards the Earth very quickly Y) There is dust between Earth and the star Z) There is dark matter between Earth and the star","Y) THERE IS DUST BETWEEN EARTH AND THE STAR
High School - Round 6A Page 1"
toss-up,math,Short Answer,"3) Math – Short Answer Giving your answer in standard form, what is the equation of the circle with center at (0, 0) and diameter 28?",x2 + y2 = 196
bonus,math,Short Answer,3) Math – Short Answer What is the x-coordinate of the solution of the following system of two equations in two unknowns: 5x – 3y = 6 and 4x – 7y = 5?,"27/23 (ACCEPT: 1 4/23)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,4) Biology – Short Answer Deficiency of what vitamin is linked to the connective-tissue disorder scurvy?,VITAMIN C
bonus,biology,Short Answer,4) Biology – Short Answer Identify all of the following three statements that are true of eukaryotic [YOU-care-ee-AW-tic] cell structures: 1) The cilia [SILL-ee-ah] has a characteristic 9 plus 2 arrangement of microtubules [micro-TUBE-yules]; 2) Lysosomes [LYE-soh-sohms]are responsible for assembling ribosomes; 3) The endoplasmic reticulum [reh-TIK-yoo-lum] plays a role in synthesizing lipids.,"1 AND 3
High School - Round 6A Page 2"
toss-up,chemistry,Short Answer,5) Chemistry – Short Answer What is the oxidation state of copper in Cu O? 2,1+
bonus,chemistry,Multiple Choice,"5) Chemistry – Multiple Choice Di-iodine gas can dissociate into two atoms of iodine gas. At 1200 kelvins, the forward reaction has an equilibrium constant of approximately 10. In kilojoules [KILL-oh- jools] per mole, which of the following is closest to the standard change in Gibbs free energy of this reaction? W) –20 X) –2 Y) +2 Z) +20","W) –20
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,6) Physics – Short Answer What is the term for the point on a pressure-temperature diagram at which a substance can exist in three phases of matter simultaneously?,TRIPLE POINT
bonus,physics,Short Answer,"6) Physics – Short Answer A circuit consists of a 10-volt battery connected to a parallel branch of three 90-ohm resistors. Expressing your answer in amperes and as a decimal with one significant figure, what is the total current flow through the circuit?","0.3
High School - Round 6A Page 3"
toss-up,energy,Short Answer,7) Energy – Short Answer Scientists at Ames Lab are developing methods to encapsulate catalysts inside porous glass nanoparticles to offer exquisite control of stability and reactivity. What is the chemical formula of the encapsulating material they are using?,"SiO
2"
bonus,energy,Short Answer,7) Energy – Short Answer Fermilab scientists collaborate on the Cryogenic [cry-oh-JEN-ik] Dark Matter Search experiment to detect certain types of dark matter. Identify all of the following three proposed types of dark matter this experiment is designed to detect: 1) WIMPs [wimps]; 2) Axions; 3) Baryonic [bare-ee- ON-ik] dark matter.,"1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,"8) Earth and Space – Multiple Choice A sedimentary deposit consists of three layers: a base layer of gravel-sized grains, an intermediate layer of sand, and a top layer of silt and other fine particles. Assuming the deposit has not been overturned, what type of grading does the deposit represent? W) Normal X) Inverse Y) Coarse tail Z) Debris flow",W) NORMAL
bonus,,Short Answer,8) Earth and Space – Short Answer Identify all of the following three actions that would decrease the temperature at which a subducting rock becomes a magma: 1) Increase pressure; 2) Increase water content; 3) Increase silica content.,"2, 3
High School - Round 6A Page 4"
toss-up,chemistry,Short Answer,"9) Chemistry – Short Answer What constant, which appears in the denominator of the Nernst equation, is the amount of charge present in one mole of electrons?",FARADAY (ACCEPT: F)
bonus,chemistry,Short Answer,"9) Chemistry – Short Answer For the gas-phase reaction of hydrogen and bromine [BROH-meen] to generate HBr, identify all of the following three changes that would shift the equilibrium towards products: 1) Adding more hydrogen gas; 2) Increasing the volume of the container; 3) Adding a catalyst to the reaction.","1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Multiple Choice,10) Biology – Multiple Choice A plant loses the greatest amount of water through what structures? W) Root cuticle X) Leaf cuticle Y) Lenticels Z) Stomata,Z) STOMATA
bonus,biology,Multiple Choice,"10) Biology – Multiple Choice A flower that has four stamens, one pistil, four petals, and no sepals would be considered which of the following? W) Complete X) Incomplete Y) Monoecious Z) Imperfect","X) INCOMPLETE
High School - Round 6A Page 5"
toss-up,math,Short Answer,11) Math – Short Answer What is the expected value when rolling a single ten-sided die?,"5.5 (ACCEPT: 11/2, 5½)"
bonus,math,Short Answer,"11) Math – Short Answer If the third derivative of a position function can be described by the function 6t3, what is the coefficient of the highest-order term in the position function?","1/20 (ACCEPT: 0.05)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,12) Physics – Short Answer Currents induced inside conductors due in the presence of a time-varying magnetic field are called what?,EDDY CURRENTS (ACCEPT: FOUCAULT CURRENTS)
bonus,physics,Multiple Choice,12) Physics – Multiple Choice Which of the following mathematical representations is commonly used to model AC voltages and currents as a rotating vector in the complex plane? W) Wavefunction X) Phasor Y) Cosine vector Z) Tangent vector,"X) PHASOR
High School - Round 6A Page 6"
toss-up,energy,Short Answer,13) Energy – Short Answer Alkaline batteries are a common type of commercialized battery that involves the reaction of manganese [MAYN-gan-eez] dioxide and what other metal?,ZINC
bonus,energy,Short Answer,"13) Energy – Short Answer Scientists studying photoredox chemistry at Brookhaven National Lab have turned their attention to the molecule ICN. When this molecule absorbs light, it breaks up into two radicals, one of them a halide [HAY-lide]. What functional group does the other radical resemble?","CYANO (ACCEPT: CYANIDE or NITRILE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,14) Earth and Space – Multiple Choice The inner core of the Earth is most similar in composition to which of the following? W) Meteoric iron X) Chondrites [KON-drytes] Y) Stony meteorites Z) Achondrites [ay-KAWN-drites],W) METEORIC IRON
bonus,,Short Answer,"14) Earth and Space – Short Answer An amateur astronomer observes 61 Cygni [SIG-nye] and determines that it has a parallax angle of 0.333 arcseconds. To the nearest whole number of light years, how far away is 61 Cygni from the Earth?","10
High School - Round 6A Page 7"
toss-up,physics,Short Answer,"15) Physics – Short Answer If one wants to change the period of a simple pendulum so that it oscillates at three fourths of the original period, what ratio of new-to-old length is required?",9/16 (ACCEPT: 9 TO 16)
bonus,physics,Short Answer,15) Physics – Short Answer Identify all of the following three features that were in Bohr's model of the atom: 1) Energy levels; 2) Orbitals; 3) Electrons.,"1 AND 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,16) Biology – Short Answer What cluster of electrically active cells in the human heart sets the rate at which all cardiac muscle cells contract?,SINOATRIAL NODE (ACCEPT: SA NODE)
bonus,biology,Multiple Choice,16) Biology – Multiple Choice Which of the following fossils is representative of the transition from fish to tetrapods? W) Tiktaalik [tik-TAH-lik] X) Archaeopteryx [ark-ee-AWP-tur-ix] Y) Megazosrodon [mega-ZAWS-roh-don] Z) Ambulocetus [am-byoo-loh-SEE-tus],"W) TIKTAALIK
High School - Round 6A Page 8"
toss-up,math,Short Answer,17) Math – Short Answer What is the antilog base 9 of 2?,81
bonus,math,Short Answer,"17) Math – Short Answer Each day, Sue eats 25% of the cookies left in a jar. At the end of the second day, there are 36 cookies left in the jar. How many cookies were in the jar originally?","64
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,18) Chemistry – Multiple Choice Which of the following statements is true regarding a gas-phase reaction at chemical equilibrium? W) The forward and reverse reactions stop at equilibrium X) Adding reactant will increase the concentration of product Y) Adding reactant will increase the equilibrium constant Z) The reverse reaction only begins at equilibrium,X) ADDING REACTANT WILL INCREASE THE CONCENTRATION OF PRODUCT
bonus,chemistry,Short Answer,18) Chemistry – Short Answer How many three-center two-electron bonds are present in the compound with formula B H ? 2 6,"2
High School - Round 6A Page 9"
toss-up,,Short Answer,19) Earth and Space – Short Answer What substance serves as a lubricant in glacier basal slip?,WATER
bonus,,Short Answer,19) Earth and Space – Short Answer Rank the following three components of the ocean’s dissolved inorganic carbon in increasing order: 1) Carbonic [car-BAWN-ik] acid; 2) Carbonate ion; 3) Bicarbonate ion.,"1, 2, 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,20) Physics – Short Answer The uranium-238 decay series terminates at the 206 isotope of what element?,LEAD
bonus,physics,Short Answer,"20) Physics – Short Answer A 6-centimeter tall object is placed 15 centimeters from a double convex lens with a 9-centimeter focal length. In centimeters, what is the height of the image, and is this image upright or inverted?","9 AND INVERTED (ACCEPT: –9 AND INVERTED)
High School - Round 6A Page 10"
toss-up,math,Short Answer,21) Math – Short Answer What is the sum of the two vectors 8i + 3j and –6i – 7j?,2i – 4j
bonus,math,Short Answer,"21) Math – Short Answer A square has sides of length 12 centimeters. In square centimeters, what is the difference between the areas of its circumscribing circle and its inscribed circle?","36π
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,"22) Chemistry – Short Answer What is the name given to a special mixture of liquids whose composition cannot be changed by simple distillation, such as 95% ethanol to 5% water?",AZEOTROPES
bonus,chemistry,Short Answer,22) Chemistry – Short Answer Rank the following three diatomic [dye-ah-TOM-ik] molecules in increasing order of bond energy: 1) Bromine [BROH-meen]; 2) Iodine; 3) Chlorine.,"2, 1, 3
High School - Round 6A Page 11"
toss-up,biology,Short Answer,23) Biology – Short Answer Pneumatophores [new-MAT-ah-forz] and beets are modified versions of what plant organ?,ROOTS
bonus,biology,Short Answer,"23) Biology – Short Answer What molecule, when present in small quantities in the cell membrane, increases fluidity at low temperatures and decreases fluidity at high temperatures?","CHOLESTEROL
High School - Round 6A Page 12"
