type,subject,format,question,answer
bonus,math,Short Answer,"1. MATH Short Answer Providing your answer in simplest form, what is the volume generated by rotating the region bounded by y x and y = x about the line x ? 2","= = 2
π/2
TOSS UP
2. EARTH AND SPACE Short Answer What is the collective name for the pair of galaxies that
are visible in the Earth’s southern hemisphere and are separated by 21 degrees in the sky?
ANSWER: MAGELLANIC CLOUDS"
bonus,,Multiple Choice,"2. EARTH AND SPACE Multiple Choice Currently, the least biased method of discovering planets is which of the following? W) Radial velocity measurements X) Gravitational microlensing Y) Transit surveys Z) Astrometry","X) GRAVITATIONAL MICROLENSING

TOSS UP
3. BIOLOGY Multiple Choice Which of the following structures would NOT produce a child with
Down Syndrome if fertilized by a sperm containing 2 copies of chromosome 21?
W) A haploid secondary oocyte [OH-uh-syt] with a normal complement of chromosomes
X) A haploid polar body
Y) A haploid secondary oocyte that undergoes meiosis II [my-OH-sis] after the sperm
penetrates the cell membrane
Z) An oocyte that undergoes disjunction during meiosis II
ANSWER: X) A HAPLOID POLAR BODY"
bonus,biology,Short Answer,"3. BIOLOGY Short Answer Name all of the following four muscles that have origins or insertions on the human scapula: 1) Rhomboideus [rom-BOI-dee-uhs] major, 2) gracilis [GRAS-uh-lis], 3) subclavius [suhb-KLAY-vee-uhs], 4) trapezius.","1, 4
TOSS UP
4. PHYSICS Multiple Choice The concept of inducing an EMF by rotating in a magnetic field is
the fundamental physical effect needed for the function of which of the following devices?
W) Ceiling fan
X) Transformer
Y) Electric dynamo
Z) Electric motor
ANSWER: Y) ELECTRIC DYNAMO"
bonus,physics,Short Answer,4. PHYSICS Short Answer A mass of 10 kilograms is rolling down an inclined plane. The plane has a height of 20 meters and a horizontal extent of 40 meters. What is the mechanical advantage of the inclined plane to the nearest tenth?,"2.2

TOSS UP
5. ENERGY Multiple Choice Which of the following types of battery has the highest energy
density?
W) Lithium-ion
X) Lead-acid
Y) Nickel-cadmium
Z) Metal hydride
ANSWER: W) LITHIUM-ION"
bonus,energy,Short Answer,"5. ENERGY Short Answer By number, rank the following four electricity generating resources in terms of total fixed and variable cost of operation and maintenance per megawatt-hour from least to greatest: 1) nuclear, 2) hydropower, 3) conventional coal, 4) natural gas.","2, 1, 3, 4
TOSS UP
6. CHEMISTRY Multiple Choice During an electrochemistry lab, you carefully construct a
voltaic cell with two electrodes: a lead cathode and magnesium anode based on the standard
reduction potentials. You place the two electrodes on the opposite sides of a beaker divided by
a porous membrane, and then fill the beaker with a solution of potassium chloride. When you
connect the two electrodes using wires and a voltmeter, you notice that no voltage flows through
the voltmeter. Which of the following is the most likely cause of the lack of voltage?
W) There are no anions in the solution that are able to be reduced by the cell
X) There are no cations in the solution that are able to be reduced by the cell
Y) The lead (III) cations produce a precipitate with chloride, so they do not reduce
Z) The magnesium ions produce a precipitate with chloride, so they do not reduce
ANSWER: X) THERE ARE NO CATIONS IN THE SOLUTION THAT ARE ABLE TO BE
REDUCED BY THE CELL"
bonus,chemistry,Short Answer,"6. CHEMISTRY Short Answer Identify, respectively, the types of substance generated when using the following four industrial processes: 1) Bessemer process, 2) Deville process, 3) Otswald process, 4) Mond process.","1) BESSEMER = STEEL, 2) DEVILLE = ALUMINUM, 3) OTSWALD = NITRIC ACID,
4) MOND = NICKEL

TOSS UP
7. MATH Short Answer What is the limit as x approaches of [the fraction with
sin (3𝑥𝑥)
numerator sine of 3x and denominator x]?
0 𝑥𝑥
ANSWER:
3"
bonus,math,Short Answer,"7. MATH Short Answer Identify, in the context of regression analysis, all of the following three statements that are ALWAYS true: 1) When the data set includes an influential point, the data set is nonlinear; 2) Influential points reduce the coefficient of determination, 3) All outliers are influential data points.","NONE
TOSS UP
8. EARTH AND SPACE Multiple Choice Cation exchange capacity (CEC) refers to the total
number of cations a soil can hold, which is the same as the soil’s total negative charge. Which
of the following soil horizons would typically have the lowest CEC?
W) Dark colored sands
X) Light colored sands
Y) Light colored loams and silt loams
Z) Organic soils
ANSWER: X) LIGHT COLORED SANDS"
bonus,,Multiple Choice,"8. EARTH AND SPACE Multiple Choice The Hubble Ultra-Deep Field is the deepest image of the universe ever taken. After examining the image, scientists concluded all of the following, EXCEPT: W) Active galactic nuclei are less common at high redshifts X) Galaxies at high redshifts are smaller and less symmetric than low redshift galaxies Y) The luminosity function of high redshift galaxies is better constrained Z) Galaxies at high redshifts have higher star formation rates than galaxies at low redshifts","W) ACTIVE GALACTIC NUCLEI ARE LESS COMMON AT HIGH REDSHIFTS

TOSS UP
9. BIOLOGY Multiple Choice After being shipwrecked and lost at sea, you happen to wash up
on a remote beach. Off in the distance, you spot a Nene [nee-nee] goose. Where in the world
are you?
W) The Hawaiian Islands
X) The Galapagos Islands
Y) The San Juan Islands
Z) The Seychelles Islands [say-SHELS]
ANSWER: W) THE HAWAIIAN ISLANDS"
bonus,biology,Short Answer,"9. BIOLOGY Short Answer Plants that are classified as C4 are able to fix carbon in an alternate mechanism that produces a 4-carbon molecule. When carbon dioxide is added to phosphoenolpyruvate [fohs-foh-uh-nol-py-ROO-vayt] (PEP) to form the 4-C product oxaloacetate [ok-suh-loh-AS-uh-tayt], what is the name of the enzyme that catalyzes this reaction?","PEP CARBOXYLASE (ACCEPT: PHOSPHOENOLPYRUVATE CARBOXYLASE)
TOSS UP
10. PHYSICS Short Answer A ball is thrown perfectly horizontally with a speed of 30 meters
per second from the top of an 80 meter tall building. Given g as 10 meters per second squared
and neglecting air resistance, with what speed in meters per second will it hit the ground?
ANSWER: 50"
bonus,physics,Multiple Choice,"10. PHYSICS Multiple Choice Two parallel identical conducting wires with radii of 1 millimeter are spaced 1 meter apart. Given ε [epsilon naught] as 9 x 10-12 coulombs squared per newton 0 meters squared, if a 10 volt potential difference is applied to the wires, which of the following is the force in newtons per meter between the wires? W) 3 x 10-7 X) 3 x 10-9 Y) 3 x 10-11 Z) 3 x 10-13","Y) 3 x 10-11

TOSS UP
11. CHEMISTRY Multiple Choice Which of the following species cannot act as an oxidizing
agent on calcium metal in aqueous conditions?
W) Iodide
X) Permanganate
Y) Nitrate
Z) Bromine
ANSWER: W) IODIDE"
