type,subject,format,question,answer
toss-up,,Multiple Choice,1) Earth and Space – Multiple Choice What type of drainage is created inside a landslide where there is no discernible pattern to the drainage? W) Annular X) Radial Y) Deranged Z) Trellis,Y) DERANGED
bonus,,Short Answer,"1) Earth and Space – Short Answer When large-scale space has zero curvature, its geometry is referred to by what adjective?","FLAT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,2) Energy – Multiple Choice Which of the following is the most abundant greenhouse gas in the atmosphere? W) Oxygen X) Water vapor Y) Carbon dioxide Z) Methane,X) WATER VAPOR
bonus,energy,Multiple Choice,"2) Energy – Multiple Choice Until the close of the Industrial Revolution in the mid-1800's, what was the primary energy source for most of the world? W) Coal X) Wood Y) Dung Z) Natural gas","X) WOOD
2017 Regional High School NSB® PAGE 1"
toss-up,physics,Multiple Choice,3) Physics – Multiple Choice Which of the following is characterized by the lack of a distinct melting point? W) Sodium bicarbonate X) Quartz Y) Stainless steel of a known composition Z) Glass,Z) GLASS
bonus,physics,Short Answer,3) Physics – Short Answer What is the electric charge of the particle that carries the electromagnetic force?,"ZERO
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,"4) Chemistry – Multiple Choice In degrees, which of the following is closest to the bond angle between hydrogen atoms in ammonia? W) 92 X) 108 Y) 123 Z) 180",X) 108
bonus,chemistry,Multiple Choice,4) Chemistry – Multiple Choice Which of the following is true of carbon-14? W) It undergoes beta decay to form nitrogen-14 X) It is generated in the atmosphere when protons strike nitrogen-14 atoms Y) It undergoes zero-order decay to carbon-13 Z) It is the predominant isotope of carbon found in fossil fuels,"W) IT UNDERGOES BETA DECAY TO FORM NITROGEN-14
2017 Regional High School NSB® PAGE 2"
toss-up,math,Multiple Choice,"5) Math – Multiple Choice As x increases from –π to π, how does the value of cosine x change? W) always decreases X) always increases Y) decreases then increases Z) increases then decreases",Z) INCREASES THEN DECREASES
bonus,math,Short Answer,"5) Math – Short Answer If the fourth power of the complex number 2 + bi equals –64, what are the possible values of b?","2, –2 (ACCEPT: ±2)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Multiple Choice,6) Biology – Multiple Choice Which of the following types of bonds link monomers together in a polypeptide? W) Glycosidic [glye-koh-SIH-dik] X) Ester Y) Amide [AM-ide] Z) Ether [EE-thur],Y) AMIDE
bonus,biology,Multiple Choice,"6) Biology – Multiple Choice Which of the following statements is true of plant cells, but not animal cells? W) They can exhibit polyploidy [PAUL-ee-ploy-dee] X) They use a cell plate to divide sister cells in cytokinesis Y) They use channels to allow transfer of ions between cells Z) They have specialized organelles that likely evolved through endosymbiosis","X) THEY USE A CELL PLATE TO DIVIDE SISTER CELLS IN CYTOKINESIS
2017 Regional High School NSB® PAGE 3"
toss-up,chemistry,Multiple Choice,7) Chemistry – Multiple Choice Which of the following compounds is INSOLUBLE in water? W) Copper(I) chloride X) Ammonium chromate Y) Sodium silicate Z) Strontium [STRAWNCH-ee-um] chloride,W) COPPER(I) CHLORIDE
bonus,chemistry,Short Answer,"7) Chemistry – Short Answer Consider a metal with atomic radius 1 angstrom, which crystallizes in a conventional fcc unit cell. To one decimal place and in angstroms, what is the unit cell edge length of the fcc lattice?","2.8
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Multiple Choice,8) Biology – Multiple Choice The thumb's opposability can be attributed to what type of synovial joint? W) Pivot joint X) Saddle joint Y) Hinge joint Z) Condyloid joint,X) SADDLE JOINT
bonus,biology,Multiple Choice,"8) Biology – Multiple Choice Oswald Avery found that an ""infectious principle"" could be transferred from dead, virulent streptococcus bacteria to living, avirulent bacteria, causing them to become virulent. Which of the following is NOT true of this infectious principle? W) This material can be separated from protein in an ultracentrifuge [ultra-SEN-trih-fyooj] X) RNA-digesting enzymes have no effect on the activity of this material Y) Performing a hydrophobic [high-droh-FOH-bik] extraction removes the material from water Z) DNAse [D.N. ace] destroys all activity of this material","Y) PERFORMING A HYDROPHOBIC EXTRACTION REMOVES THE MATERIAL FROM WATER
2017 Regional High School NSB® PAGE 4"
toss-up,physics,Short Answer,9) Physics – Short Answer What quantum mechanical principle states that no two fermions can possess the same quantum numbers?,PAULI EXCLUSION PRINCIPLE
bonus,physics,Multiple Choice,9) Physics – Multiple Choice A sample of an ideal gas has a volume of 1 cubic meter at standard temperature and pressure. Which of the following is closest to the number of molecules in the sample? W) 2.5 times 10 to the 24th X) 2.7 times 10 to the 25th Y) 3.0 times 10 to the 25th Z) 3.7 times 10 to the 25th,"X) 2.7 TIMES 10 TO THE 25TH
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,10) Math – Short Answer In what logarithm base is the log of 1/27 equal to –3?,3
bonus,math,Short Answer,10) Math – Short Answer Evaluate the integral from 0 to π/3 of sine 3x dx.,"2/3
2017 Regional High School NSB® PAGE 5"
toss-up,energy,Multiple Choice,11) Energy – Multiple Choice Which of the following is closest to the percent of the world's electricity that is supplied by nuclear power plants? W) 2 X) 15 Y) 30 Z) 50,X) 15
bonus,energy,Multiple Choice,"11) Energy – Multiple Choice According to predictions by the Department of Energy, which of the following is closest to the percentage of U.S. gasoline and diesel use that could be replaced using biofuels from agricultural and forestry waste? W) 10 X) 30 Y) 70 Z) 99","X) 30
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,"12) Earth and Space – Multiple Choice What type of high strain metamorphism occurs when two fault blocks rub together, breaking up rock during shearing? W) Hydrothermal X) Regional Y) Contact Z) Cataclastic",Z) CATACLASTIC
bonus,energy,Short Answer,12) Earth and Space – Short Answer Our sun produces over 90% of its energy via what specific nuclear reaction chain?,"PROTON-PROTON CHAIN (ACCEPT: P-P CHAIN)
2017 Regional High School NSB® PAGE 6"
toss-up,energy,Short Answer,13) Energy – Short Answer DOE researchers have been studying an allotrope of phosphorus with regard to electrical and thermal conductivity and have found that it demonstrates properties similar to graphite. What is the common name of this allotrope?,BLACK PHOSPHORUS (ACCEPT: PHOSPHORENE)
bonus,energy,Short Answer,13) Energy – Short Answer The Spallation Neutron Source is a user facility at Oak Ridge National Lab that can be used to investigate molecular structure. One method of increasing contrast in neutron spallation experiments is by replacing some protium hydrogen atoms with what?,"DEUTERIUM (ACCEPT: HEAVY HYDROGEN)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
