type,subject,format,question,answer
toss-up,energy,Multiple Choice,1) Energy – Multiple Choice Scientists at Pacific Northwest National Lab are exploring gene therapy to improve drug delivery while minimizing toxic side effects. Which of the following is LEAST likely to be effectively treated with gene therapy? W) Tuberculosis X) Cystic fibrosis Y) Sickle cell anemia Z) Hemophilia A,W) TUBERCULOSIS
bonus,energy,Multiple Choice,1) Energy – Multiple Choice Scientists at the Joint Genome Institute are studying the basidiomycete [bah-sid-ee-oh-MY-seet] that causes dry rot. To which of the following organisms is it most related? W) Aspergillus [ASS-pur-JIL-us] X) Saccharomyces [SACK-uh-ro-MY-sees] Y) Amanita [am-ah-NEE-tah] Z) Candida [kan-DEE-dah],"Y) AMANITA
******************"
toss-up,,Multiple Choice,2) Earth & Space – Multiple Choice Lake-effect snow in the Great Lakes region is usually caused by the movement of which of the following air masses across the water? W) Continental Polar X) Continental Tropical Y) Maritime Polar Z) Maritime Tropical,W) CONTINENTAL POLAR
bonus,,Short Answer,"2) Earth & Space – Short Answer What is the smallest angle, in degrees, between the strike and dip direction of a rock layer?",90
toss-up,math,Short Answer,"3) Math – Short Answer As x approaches 2, the limit of f of x is 8, the limit of g of x is 4, and the limit of h of x is 5. What is the limit as x approaches 2 of the function f minus g times h?",–12
bonus,math,Short Answer,3) Math – Short Answer Simplify the following expression involving the complex number i: 3i + 5i2 + 7i3 + 9i4,"4 – 4i
******************"
toss-up,biology,Short Answer,4) Biology – Short Answer Carbonic anhydrase is an important enzyme in the blood for converting carbonic acid into carbon dioxide and what other compound?,"WATER (ACCEPT: H O)
2"
bonus,biology,Short Answer,4) Biology – Short Answer Identify all of the following three forms of symbiosis in which at least one species in the interaction benefits: 1) Parasitism [PARA-sit-izm]; 2) Commensalism; 3) Mutualism.,ALL
toss-up,chemistry,Multiple Choice,5) Chemistry – Multiple Choice Which of the following sets of elements are commonly referred to as d block elements? W) Actinides and lanthanides [LAN-tha-nides] X) Transition metals Y) Alkaline metals Z) Nonmetals,X) TRANSITION METALS
bonus,chemistry,Short Answer,5) Chemistry – Short Answer Identify all of the following three changes that would necessarily increase the rate of a one-step reaction occurring between two solutes reacting in an aqueous solution: 1) Increasing the temperature; 2) Increasing the concentration of the reactants; 3) Increasing the amount of solvent in the system.,"1, 2
******************"
toss-up,physics,Short Answer,"6) Physics – Short Answer Rishi tosses a 100-gram ball upward with an initial speed of 12 meters per second. In joules, what is its initial kinetic energy?","7.2 (ACCEPT: 7 1/5, 36/5)"
bonus,physics,Short Answer,"6) Physics – Short Answer In meters, what is the wavelength of a 100-mega-hertz radio wave traveling through a vacuum?",3
toss-up,energy,Multiple Choice,7) Energy – Multiple Choice Scientists at Lawrence Livermore National Lab are exploring how to 3D- print mechanical logic gates. What logic gate has the following behavior: zero and zero become one; zero and one become one; one and zero become one; one and one become zero. W) AND X) OR Y) NAND [nand] Z) XOR [ex-or],Y) NAND
