type,subject,format,question,answer
toss-up,biology,Multiple Choice,"In Barbara McClintock’s famous experiments revealing the existence of transposable genes, she primarily used which of the following as her experimental organism: W) drosophila X) E. coli Y) lambda phage Z) corn plants",Z) CORN PLANTS
bonus,biology,Multiple Choice,Which of the following is NOT properly matched with its function or operation: W) conjugation and transfer of genetic material between bacteria X) F plasmids and reversible incorporation into bacterial genome Y) transposons and plasmids interchanging genes Z) R plasmids and antibiotic resistance,Y) TRANSPOSONS AND PLASMIDS INTERCHANGING GENES
toss-up,chemistry,Multiple Choice,Which of the following would be the MOST soluble in water at room temperature: W) Aluminum sulfate X) Barium sulfate Y) Lead sulfate Z) Calcium sulfate,W) ALUMINUM SULFATE
bonus,chemistry,Short Answer,What is the empirical formula for acetic acid?,"CH O
2
(Solution: C H O in 1:2:1 ratio)
2 4 2"
toss-up,physics,Multiple Choice,"Astrophysicists, when referring to interstellar gases, typically use the Roman numeral I to indicate that an atom is: W) singly ionized X) doubly ionized Y) contains one proton Z) neutral",Z) NEUTRAL
bonus,physics,Short Answer,"A draft horse has a hoof print of 50 square inches per hoof. If the horse weighs 1,400 pounds, what is the pressure it exerts, in pounds per square inch, on the ground when all its hooves equally distribute its weight on the ground?","7
(Solution: P = F/A; 1400lbs/200in2 = 7 lb/in2)"
toss-up,math,Short Answer,"If a 6-foot tall person who is standing next to a vertical pole casts a shadow of 8 feet and the pole casts a shadow of 40 feet, how many feet tall is the pole?","30
(Solution: x/40 = 6/8; x = 30ft)"
bonus,math,Short Answer,(x+9) 20 4) MATH Short Answer Solve the following equation for x: = (x+10) 18,-19
toss-up,earth science,Multiple Choice,Which of the following is NOT a type of meteorite: W) chondrites X) achondrites Y) stoney-irons Z) andesites,Z) ANDESITES
bonus,earth science,Multiple Choice,The “dead zone’ that has been occurring off the central Oregon coast since 2002 and recently expanding is thought to be caused by which of the following: W) toxic sulfur gas from undersea vents X) abnormal upwelling processes due to highly variable winds Y) an increased presence of invasive predatory species Z) toxic release of waste products from oil refineries,"X) ABNORMAL UPWELLING PROCESSES DUE TO HIGHLY VARIABLE
WINDS"
toss-up,,Multiple Choice,"6) GENERAL SCIENCE Multiple Choice As a close relative to the bacteria that cause botulism and gas gangrene, which of the following bacteria are a growing concern in hospitals, killing patients who have been treated with antibiotics: W) Bacillus anthracis (read as: an-THRAY-sis) X) Clostridium difficile Y) Treponema pallidium (read as: Trep-oh-KNEE-mah pal-LID-ee-um) Z) Vibrio cholera",X) CLOSTRIDIUM DIFFICILE
