type,subject,format,question,answer
toss-up,chemistry,Multiple Choice,1) Chemistry – Multiple Choice Which of the following ligands induces the largest electronic d orbital splitting in a transition metal complex? W) Chloro X) Aqua Y) Cyano Z) Ethylenediamine,Y) CYANO
bonus,chemistry,Short Answer,"1) Chemistry – Short Answer Consider an organic compound with no rings in its structure, and with the chemical formula C 12 H 16 O 2 [C twelve H sixteen O two]. What is the number of double bonds in its structure?","5
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,"2) Physics – Short Answer If the radial dependence of the electric field of a monopole is 1/r2, what is the long range radial dependence of an electric dipole?",1/r3
bonus,physics,Short Answer,"2) Physics – Short Answer A weight is sinking in a fluid. The drag force on the weight is equal to a constant times its velocity squared times the density of the fluid. In SI base units, give the dimensions of the constant.","METERS SQUARED
2017 Regional High School NSB® PAGE 1"
toss-up,biology,Multiple Choice,3) Biology – Multiple Choice Which of the following cell types is associated with haversian [ha-VER-zhen] canals? W) Osteocytes [AW-steo-sites] X) Chondrocytes [KON-droh-sites] Y) Fibroblasts Z) Leukocytes [LOO-koh-sites],W) OSTEOCYTES
bonus,biology,Short Answer,3) Biology – Short Answer Identify all of the following four plants that have evolved mechanisms to reduce bio-energetically wasteful photorespiration: 1) Cactus; 2) Oak trees; 3) Potatoes; 4) Rice.,"1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,4) Earth and Space – Short Answer The greenhouse effect on Venus is primarily attributed to what gas?,CARBON DIOXIDE (ACCEPT: CO2)
bonus,,Short Answer,"4) Earth and Space – Short Answer To the nearest power of ten, how many times as intense is the light we receive from a star with apparent magnitude negative 1 as that of another star with apparent magnitude 4?","100
2017 Regional High School NSB® PAGE 2"
toss-up,math,Short Answer,"5) Math – Short Answer If 6 dice are rolled and the numbers on the top faces are added together, how many different sums are possible?",31
bonus,math,Short Answer,5) Math – Short Answer What is the largest prime factor of the quantity 42014 + 42015 + 42016 + 42017?,"17
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,6) Energy – Multiple Choice The Advanced Light Source can be used to identify elements in batteries and fuel cells. Which of the following tools is most likely used for these purposes at the ALS? W) Fluorescence microscopy X) X-ray absorption spectroscopy [spek-TRAW-scuh-pee] Y) NMR spectroscopy [spek-TRAW-scuh-pee] Z) Confocal microscopy,X) X-RAY ABSORPTION SPECTROSCOPY
bonus,energy,Multiple Choice,6) Energy – Multiple Choice Researchers at the Joint Genome [JEE-nome] Institute have been using new types of fungi [fun-ji] to produce biofuels from plant material. Where are these fungi naturally found? W) Forest soils X) Coral reefs Y) Animal guts Z) Swamps,"Y) ANIMAL GUTS
2017 Regional High School NSB® PAGE 3"
toss-up,physics,Short Answer,7) Physics – Short Answer Compton scattering is the scattering of X-ray photons from what particle?,ELECTRON
bonus,physics,Multiple Choice,7) Physics – Multiple Choice Which of the following is closest to the half-life of a free neutron? W) 1 second X) 10 minutes Y) 100 hours Z) 1000 years,"X) 10 MINUTES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
