type,subject,format,question,answer
toss-up,,Multiple Choice,1) EARTH AND SPACE Multiple Choice In which of the following states are you most likely to find glacially transported sediment from North America’s last major glacial maximum? W) Virginia X) Colorado Y) California Z) Michigan,Z) MICHIGAN
bonus,,Short Answer,1) EARTH AND SPACE Short Answer A Hertzsprung-Russell diagram plots the relationship between its luminosity and what other characteristic?,"SPECTRAL TYPE (ACCEPT: TEMPERATURE, COLOR)"
toss-up,biology,Multiple Choice,Which of the following is the mechanism of action of most insecticides? W) Blocking oxygen intake X) Disrupting nerve function Y) Preventing digestion Z) Stopping DNA synthesis,X) DISRUPTING NERVE FUNCTION
bonus,biology,Short Answer,What is the general name for integral membrane proteins that directly couple the energy of ATP hydrolysis to the movement of molecules against their concentration gradient?,"PRIMARY ACTIVE TRANSPORTERS (ALSO ACCEPT: DIRECT ACTIVE
TRANSPORT; DO NOT ACCEPT: ACTIVE TRANSPORTERS, SECONDARY ACTIVE
TRANSPORTERS)
ROUND 12 Page 1"
toss-up,chemistry,Short Answer,What is the name of the property that distinguishes L-alanine [AL-uh-neen] from D-alanine?,"CHIRALITY (ACCEPT: ENANTIOMER, HANDEDNESS, ROTATION OF
POLARIZED LIGHT)"
bonus,chemistry,Multiple Choice,Which of the following would NOT be a good method to determine the molecular weight of a protein? W) Isoelectric focusing X) Electrophoresis [i-lek-troh-fuh-REE-sis] Y) Gel filtration Z) Ultracentrifugation,W) ISOELECTRIC FOCUSING
toss-up,math,Short Answer,What is the sum of the infinite geometric series with a first term of and a second term of ? 1/3,"(ACCE1P/T9: 0.5)
1/2"
bonus,math,Short Answer,How many real solutions does the following equation have: x x [x squared plus 1 quantity squared plus 2 times open pa2renth2esis x2 squared plus 1 close parenthesis minus 3 equals zero]? ( + 1) + 2( + 1) - 3 = 0,"ONE
ROUND 12 Page 2"
toss-up,physics,Multiple Choice,"Two identically sized conducting spheres, A, with a charge of +3.2 x 10-19 coulombs, and B, with a charge of -6.4 x 10-19 coulombs, are allowed to touch. While they are touching, sphere A does which of the following? W) Gains three protons X) Loses three protons Y) Gains three electrons Z) Gains four electrons",Y) GAINS THREE ELECTRONS
bonus,physics,Short Answer,"A car's starter motor draws a current of 100 amperes at 12.0 volts when starting the engine. The mechanical power required to turn the engine is 960 watts. At what rate, in watts, is energy from the battery converted to heat?",240
toss-up,,Multiple Choice,6) EARTH AND SPACE Multiple Choice Which of the following is a sedimentary rock that forms as a result of precipitation during evaporation of seawater? W) Conglomerate X) Gypsum Y) Basalt Z) Shale,X) GYPSUM
bonus,,Multiple Choice,6) EARTH AND SPACE Multiple Choice The gemstones ruby and sapphire are a part of which of the following mineral groups? W) Carbonates X) Oxides Y) Sulfates Z) Silicates,"X) OXIDES
ROUND 12 Page 3"
toss-up,biology,Short Answer,Name the protein that polymerizes [puh-LIM-uh-ryz-es] to form microtubules.,TUBULIN
bonus,biology,Short Answer,Which amino acid participates in the formation of disulfide bonds?,CYSTEINE
toss-up,energy,Short Answer,"Neutrons in fission reactors are categorized based on their origin. What term describes neutrons emitted directly from a fission event, rather than from a subsequent or unrelated decay event?",PROMPT
bonus,energy,Short Answer,How much heat energy in BTUs is needed to heat 200 pounds of water from 50 degrees to 130 degrees Fahrenheit?,"16,000
ROUND 12 Page 4"
toss-up,chemistry,Short Answer,The molecule chlorine trifluoride has what molecular geometry?,T-SHAPED
bonus,chemistry,Short Answer,"Given a box of length a and a particle of radius b, molecular weight c, and velocity d, what is the average position of the particle in the box with respect to length?",a/2
toss-up,math,Short Answer,"If each side of a rectangle is increased by 10%, by what percentage is its area increased?",21 (ACCEPT: 21%)
