type,subject,format,question,answer
toss-up,chemistry,Multiple Choice,1) Chemistry – Multiple Choice Which of the following compounds does NOT have an adequate octet-rule-satisfying Lewis structure representation? W) Nitrogen dioxide X) Sulfur dioxide Y) Carbon dioxide Z) Oxygen difluoride,W) NITROGEN DIOXIDE
bonus,chemistry,Multiple Choice,1) Chemistry – Multiple Choice Which of the following types of hydrocarbons are saturated? W) Alkanes X) Alkenes Y) Alkynes Z) Aromatic hydrocarbons,"W) ALKANES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Earth and Space – Multiple Choice Which of the following gases is most likely to escape from a planet's atmosphere? W) Hydrogen X) Helium Y) Methane Z) Ammonia,W) HYDROGEN
bonus,,Short Answer,2) Earth and Space – Short Answer What geologic era began following the Cretaceous- Paleogene [PAY-leo-jeen] extinction?,CENOZOIC
toss-up,energy,Short Answer,"3) Energy – Short Answer What initiative, created in 2000, encourages green building by promoting sustainability in construction and utility-efficient operations and maintenance?",LEED (ACCEPT: LEADERSHIP IN ENERGY AND ENVIRONMENTAL DESIGN)
bonus,energy,Short Answer,"3) Energy – Short Answer After about 3 years in a nuclear reactor producing electricity, 1/3 of the fuel is removed and replaced. What is the term for fuel taken from the reactor?","SPENT FUEL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,"4) Math – Multiple Choice Given sets A and B with A intersect B = the set containing the element 5, which of the following must be true? W) Set A may be the empty set X) Set A contains at least one element Y) Set B contains at most one element Z) Sets A and B have the same number of elements",X) SET A CONTAINS AT LEAST ONE ELEMENT
bonus,math,Short Answer,"4) Math – Short Answer Expressing your answer in terms of m, evaluate the function f(x) = 4x2 – 9x + 11 when x is m – 7.",4m2 – 65m + 270
toss-up,biology,Short Answer,"5) Biology – Short Answer What term best describes a plant that has parallel leaf veins, fibrous roots, and flowers with parts in threes?",MONOCOT (ACCEPT: MONOCOTYLEDON)
bonus,biology,Multiple Choice,5) Biology – Multiple Choice Which of the following human cell types do NOT perform aerobic respiration? W) Red blood cells X) Heart muscle cells Y) Hair cells Z) Outer skin cells,"W) RED BLOOD CELLS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,6) Physics – Short Answer What is the name for the change in the direction of propagation of light when it passes from one transparent material to another?,REFRACTION
bonus,physics,Short Answer,"6) Physics – Short Answer Generally, every time energy is converted from one form to another, there is less energy available to do useful work. What is the name of the law that states this?",SECOND LAW OF THERMODYNAMICS
toss-up,math,Short Answer,7) Math – Short Answer What is the sum of the two vectors 7i + 3j and 2i – 5j?,9i – 2j
bonus,math,Short Answer,"7) Math – Short Answer The perimeters of two squares differ by 16 inches and their areas differ by 96 square inches. What is the perimeter, in inches, of the larger square?","56
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,8) Physics – Multiple Choice Which of the following constants is fundamentally related to the speed of light? W) Gravitation constant X) Permeability of free space Y) Planck constant Z) Boltzmann constant,X) PERMEABILITY OF FREE SPACE
bonus,physics,Short Answer,"8) Physics – Short Answer What is the equivalent resistance, in ohms to the nearest tenth, of a set of 4 parallel resistors in series with another set of 5 parallel resistors if all of the resistors have a resistance of 10 ohms?","4.5 (ACCEPT: 9/2, 4½)"
toss-up,biology,Short Answer,9) Biology – Short Answer What plant hormone mediates phototropism?,AUXIN
bonus,biology,Multiple Choice,9) Biology – Multiple Choice Which of the following is NOT a location where bile is either stored or travels to after it is made? W) Gall bladder X) Cystic duct Y) Pancreatic duct Z) Duodenum,"Y) PANCREATIC DUCT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,10) Earth and Space – Short Answer Identify all of the following three conditions that can cause metamorphism of rocks: 1) High temperature; 2) High acidity; 3) High pressure.,"1, 3 (ACCEPT: HIGH TEMPERATURE, HIGH PRESSURE)"
bonus,,Multiple Choice,"10) Earth and Space – Multiple Choice The United States has the highest frequency of tornado occurrences of the world's nations. To the nearest order of magnitude, how many tornadoes touch down in the United States each year? W) One hundred X) One thousand Y) Ten thousand Z) One hundred thousand",X) ONE THOUSAND
toss-up,chemistry,Short Answer,11) Chemistry – Short Answer James Chadwick observed a type of radiation consisting of neutrally charged particles during his experiments with beryllium. What particles make up this radiation?,NEUTRONS
bonus,chemistry,Short Answer,"11) Chemistry – Short Answer What compounds, examples of which include glyceraldehyde [glih-ser-AL-de-hide] and mannose, are formally polyhydroxy [polly-high-DROX-ee] ketones with empirical formula CH O and are the basic energy, storage, and structural molecules of life? 2","CARBOHYDRATES (ACCEPT: SUGARS, MONOSACCHARIDES; DO NOT
ACCEPT: POLYSACCHARIDES)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following sources of energy is derived from the gravity fields of the Sun and the Moon? W) Solar X) Ocean thermal Y) Wind Z) Ocean tidal,Z) OCEAN TIDAL
bonus,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following best explains why nickel-cadmium batteries are being replaced by other types of batteries? W) Cadmium is a heavy metal pollutant X) They are not rechargeable Y) They do not have a consistent terminal voltage Z) They rapidly lose the ability to store charge,W) CADMIUM IS A HEAVY METAL POLLUTANT
toss-up,physics,Multiple Choice,13) Physics – Multiple Choice Which of the following types of electromagnetic energy has the shortest wavelengths? W) X-rays X) AM radio Y) Infrared Z) Visible,W) X-RAYS
bonus,physics,Short Answer,"13) Physics – Short Answer If objects A and B have masses of 10 kilograms and 20 kilograms, respectively, and object A is traveling at 50 meters per second in the positive x direction while object B is traveling at 30 meters per second in the negative x direction, what is the linear momentum of the resultant system in kilogram-meters per second after a perfectly inelastic collision?","100 IN THE NEGATIVE X DIRECTION (ACCEPT: -100; -100 IN THE POSITIVE X
DIRECTION)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"14) Math – Short Answer What is the distance between the points (0, 1) and (2, 3)?",2√2
bonus,math,Short Answer,14) Math – Short Answer What is the sum from n = 0 to 2016 of the cosine of open parenthesis pi times n divided by 2 close parenthesis?,1
toss-up,chemistry,Multiple Choice,15) Chemistry – Multiple Choice Which of the following molecules can exist in boat and chair configurations? W) Benzene X) Cyclohexane [sye-kloh-HEX-ane] Y) Cyclopentadiene [sye-kloh-penta-DYE-een] Z) Napthalene [NAP-thah-leen],X) CYCLOHEXANE
bonus,chemistry,Multiple Choice,"15) Chemistry – Multiple Choice Which of the following correctly explains why concentration cells have a standard cell potential of 0 volts? W) According to the Nernst equation, the standard cell potential is cancelled out by the concentration dependent term X) At standard conditions, all cells have a standard cell potential of 0 volts Y) Standard cell potentials are measured with all species at equal concentrations Z) Concentration cells are used as a standard, so their standard cell potential is arbitrarily set to 0","Y) STANDARD CELL POTENTIALS ARE MEASURED WITH ALL SPECIES AT
EQUAL CONCENTRATIONS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,16) Energy – Multiple Choice The price of which of the following fuels has the greatest impact on the cost of electricity? W) Nuclear X) Oil Y) Coal Z) Natural Gas,Z) NATURAL GAS
bonus,energy,Short Answer,16) Energy – Short Answer What is the name of the strategy that makes use of both electrical and thermal output from an electricity generator to greatly increase efficiency?,COMBINED HEAT AND POWER (ACCEPT: COGENERATION)
toss-up,energy,Multiple Choice,17) Earth and Space – Multiple Choice Which of the following is the mechanism by which strain energy is released during earthquakes? W) Elastic rebound X) Solution-collapse Y) Hydrostatic pressure Z) Volcanic degassing,W) ELASTIC REBOUND
bonus,,Multiple Choice,17) Earth and Space – Multiple Choice Which of the following is a NOT a way in which scientists test the reliability of computer models of future climate? W) Comparing model predictions of recent past climate to observed records X) Comparing model predictions of distant past climate to proxy records Y) Checking for consistency between the outputs of many differently constructed models Z) Confirming that models have accurately predicted local weather events each year,"Z) CONFIRMING THAT MODELS HAVE ACCURATELY PREDICTED LOCAL
WEATHER EVENTS EACH YEAR.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,18) Biology – Short Answer Ced-3 and ced-4 are genes likely involved in what cell process?,APOPTOSIS (ACCEPT: PROGRAMMED CELL DEATH)
bonus,biology,Multiple Choice,"18) Biology – Multiple Choice In the human skull, which of the following bones does NOT contain a sinus? W) Frontal X) Sphenoid [SFEE-noyd] Y) Maxillae [MAX-il-eye] Z) Lacrimal",Z) LACRIMAL
toss-up,math,Short Answer,19) Math – Short Answer What is the fourth term in the series given by the sum from n = 0 to infinity of the fraction with numerator 1 and denominator 2 to the nth power?,1/8
bonus,math,Short Answer,19) Math – Short Answer Evaluate 112 + 212 + 312.,"1523
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,20) Earth and Space – Multiple Choice Which of the following minerals is a crystalline form of silicon dioxide? W) Mica X) Quartz Y) Calcite Z) Feldspar,X) QUARTZ
bonus,,Short Answer,20) Earth and Space – Short Answer Order the following four color classifications of stars from least to greatest surface temperatures: 1) Yellow; 2) Blue; 3) Red; 4) White.,"3, 1, 4, 2 (ACCEPT: RED, YELLOW, WHITE, BLUE)"
toss-up,physics,Multiple Choice,21) Physics – Multiple Choice Which of the following leptons has the largest mass? W) Electron neutrino X) Muon Y) Muon neutrino Z) Tauon,Z) TAUON
bonus,physics,Multiple Choice,21) Physics – Multiple Choice What is the SI derived unit for electrical conductance? W) Henry X) Siemens Y) Weber Z) Tesla,"X) SIEMENS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,22) Chemistry – Multiple Choice Which of the following is an example of a molecular solid? W) Silicon X) Iodine Y) Diamond Z) Graphite,X) IODINE
bonus,chemistry,Short Answer,22) Chemistry – Short Answer What organic functional group can be found at the N terminus of a protein and consists of a nitrogen atom bonded to one or more carbon atoms?,AMINE
toss-up,biology,Multiple Choice,23) Biology – Multiple Choice Which of the following receptors could NOT be found on the surface of a cell? W) Laminar receptor X) Ion-channel coupled receptor Y) Tyrosine [TIE-row-seen] kinase receptor Z) G-protein coupled receptor,W) LAMINAR RECEPTOR
bonus,biology,Short Answer,"23) Biology – Short Answer What system, widely dispersed in eukaryotes, is sometimes used for a similar immune function as the CRISPR[crisper]/Cas9 system, and also used for endogenous gene regulation?","RNAI (ACCEPT: RNA INTERFERENCE, RISC-SIRNA,SIRNA,MICRO RNA)"
