type,subject,format,question,answer
toss-up,chemistry,Short Answer,What is the van 't Hoff factor for glucose?,1
bonus,chemistry,Short Answer,What color of flame does lithium produce in a flame test?,"RED
________________________________________________________________________"
toss-up,,Short Answer,2) EARTH AND SPACE Short Answer What is the name for a spherical collection of stars that orbits a galactic core as a satellite?,GLOBULAR CLUSTER
bonus,,Short Answer,"2) EARTH AND SPACE Short Answer What method of distance estimation, used for relatively close stars, involves telescope observations at 6-month intervals?","PARALLAX TECHNIQUE (ACCEPT: PARALLAX, STELLAR PARALLAX)
Round 13 Page 1"
toss-up,biology,Multiple Choice,Which period involved a major extinction event that included the dinosaurs? W) Between the Paleozoic and Mesozoic eras X) Between the Phanerozoic and the Precambrian eras Y) Between the Mesozoic and Cenozoic eras Z) Between the Precambrian and Paleozoic eras,Y) BETWEEN THE MESOZOIC AND CENOZOIC ERAS
bonus,biology,Multiple Choice,"If a 24 hour clock was made to model the major events of the evolution of life on Earth, humans would appear: W) Close to the beginning of the 24 hour period X) About 12 hours through the 24 hour period Y) About 2 hours before the 24 hours were up Z) Less than a minute before the 24 hours were up","Z) LESS THAN A MINUTE BEFORE THE 24 HOURS WERE UP
________________________________________________________________________"
toss-up,physics,Multiple Choice,Which of the following does a Carnot engine convert? W) Energy to heat X) Pressure to volume Y) Heat to work Z) Work to pressure,Y) HEAT TO WORK
bonus,physics,Short Answer,"A heat engine operates with 60 kilocalories of heat supplied, and exhausts 40 kilocalories of heat. How much work, in joules, did the engine do? Provide your answer to the nearest thousand.","84,000
Round 13 Page 2"
toss-up,biology,Multiple Choice,Flowers are actually miniature stems that produce four kinds of specialized: W) Roots X) Leaves Y) Vascular tissue Z) Cones,X) LEAVES
bonus,biology,Multiple Choice,Which of the following is a characteristic of old growth forests? W) Soil profiles have well-defined horizons X) All trees are roughly the same age Y) Sunlight is uniformly distributed Z) Ground cover is low in organic matter,"W) SOIL PROFILES HAVE WELL-DEFINED HORIZONS
________________________________________________________________________"
toss-up,physics,Short Answer,"Careful measurements have shown that the mass of a particular atom is always slightly less than the sum of the masses of the individual neutrons, protons, and electrons of which the atom consists. What is the difference between the mass of the atom and the sum of the masses of its parts called?",MASS DEFECT
bonus,physics,Short Answer,"A 62 kilogram boy on a 1.50 kilogram skateboard moving at 1.2 meters per second steps off and lands on the sidewalk with a velocity of 1.1 meters per second. Providing your answer as a decimal rounded to the nearest tenth, how fast is the skateboard moving in meters per second?","5.3
Round 13 Page 3"
toss-up,,Short Answer,"7) EARTH AND SPACE Short Answer If Saturn is approximately 10 times further from the Sun than Earth, what is the ratio of the intensity of solar radiation it receives relative to Earth? Provide your answer in lowest terms.",1/100
bonus,,Multiple Choice,"7) EARTH AND SPACE Multiple Choice If Earth’s axial tilt was 28° in the opposite direction, which of the following would be true? W) There would be more extreme seasonal variations X) The eastern and western hemispheres’ seasons would reverse Y) Plate tectonics would halt Z) Tides would reverse their patterns","W) THERE WOULD BE MORE EXTREME SEASONAL VARIATIONS
________________________________________________________________________"
toss-up,math,Multiple Choice,Which of the following numbers is not prime? W) 137 X) 143 Y) 167 Z) 229,X) 143
bonus,math,Short Answer,"If a random number R is a real number from the closed interval [0,1], then how many possible integer values could be generated by the expression 12R + 7?","13
Round 13 Page 4"
toss-up,biology,Short Answer,What are the most abundant cells in bones?,OSTEOCYTES (read as: OHS-tee-oh-syts)
bonus,biology,Short Answer,"Name all of the following that are NOT located in the cortex of the mammalian kidney: 1) Glomeruli and Bowman’s capsules, 2) collecting ducts, and 3) proximal convoluted tubules.","2) COLLECTING DUCTS
________________________________________________________________________"
toss-up,chemistry,Short Answer,What is the formula for sulfurous acid?,"H SO
2 3"
bonus,chemistry,Multiple Choice,Which of the following is the strongest acid? W) HCl X) HBr Y) HI (read as: H eye) Z) HNO 3,"Y) HI
Round 13 Page 5"
toss-up,physics,Multiple Choice,Which of the following explains why extremely high energy is needed for fusion to work? W) To break the nuclei into two parts X) To bind the protons and electrons Y) To overcome the electrical repulsion between two positively charged nuclei Z) To create the necessary supercold environment,"Y) TO OVERCOME THE ELECTRICAL REPULSION BETWEEN TWO
POSITIVELY CHARGED NUCLEI"
bonus,physics,Multiple Choice,"The temperature in the region of the Sun where fusion occurs is about how many degrees Fahrenheit? W) 1,000 X) 50,000 Y) 7,800,000 Z) 27,000,000","Z) 27,000,000
________________________________________________________________________"
toss-up,chemistry,Multiple Choice,Which of the following chemical bonds is not important in polymer formation? W) Glycosidic (read as: gly-koh-SYDIK) X) Hydrogen Y) Peptide Z) Phosphodiester (read as: FOHS-foh-DY-ehs-tehr),X) HYDROGEN
bonus,chemistry,Short Answer,What relationship exists between bond length and bond order?,"INVERSE RELATIONSHIP (ACCEPT: BONDS OF HIGHER ORDER ARE
SHORTER IN LENGTH)
Round 13 Page 6"
toss-up,math,Multiple Choice,Which of the following radical expressions is in simplest form? W) (read as: the square root of 31 over 3) X) -5 (read as: negative 5 times the square root of 175) Y) 6 (read as: 6 times the square root of the quantity x squared over 4) Z) – (read as: the negative square root of 153 x),W)
bonus,math,Short Answer,"If x is negative, simplify (read as: 7 times the square root of 5x times the square root of, open parenthesis, 180x to the fifth, close parenthesis)","-210x3
________________________________________________________________________"
toss-up,energy,Short Answer,"What is the term used to describe the total amount of energy used in the production of a product, including raw material extraction, manufacture, transportation, assembly, and all other aspects of production?",EMBODIED ENERGY
bonus,energy,Multiple Choice,"In 2009, demand for small wind systems for residential and small business use grew 15%, adding 20 megawatts of wind-generating capacity. What was the approximate capacity of small wind systems in 2008 in megawatts? W) 17 X) 35 Y) 115 Z) 133","Z) 133
Round 13 Page 7"
toss-up,,Multiple Choice,15) EARTH AND SPACE Multiple Choice Which of the following is NOT a metamorphic rock? W) Schist (read as: SHIST) X) Gneiss (read as: NYS) Y) Basalt Z) Marble,Y) BASALT
