type,subject,format,question,answer
toss-up,biology,Short Answer,"Name the taxonomic order in which the gharial [GUHR-ee-uhl] or gavial [GAY-vee-uhl], Gavialis gangeticus [ga-vee-AL-is gan-JET-uh-kuhs], is found.",CROCODILIA
bonus,biology,Short Answer,"Identify all of the following four cranial nerves that have a purely somatic motor function: 1) Trigeminal [try-JEM-uh-nl], 2) Trochlear [TROK-lee-er], 3) Hypoglossal, 4) Glossopharyngeal [glos-oh-fuh-RIN-jee-uhl].","2 AND 3 (ACCEPT: TROCHLEAR, HYPOGLOSSAL)"
toss-up,physics,Multiple Choice,"Assuming g = 10 meters per second squared and the density of freshwater is 1000 kilograms per cubic meter, what is the buoyancy force in newtons exerted on a rock with mass of 100 kilograms and a volume of 10,000 cubic centimeters sitting at the bottom of a freshwater lake? W) 10 X) 100 Y) 1000 Z) 10000",X) 100
bonus,physics,Multiple Choice,Which of the following best estimates the momentum carried by an electromagnetic wave with energy of 30 joules? W) 10-7 X) 10-5 Y) 3 x 10-7 Z) 9 x 10-5,"W) 10-7
High School Round 16 A Page 1"
toss-up,math,Multiple Choice,"The points on a scatter plot are extremely close to their least-squares regression line, which is expressed by the equation y x . The correlation coefficient r between x and y is closest to which of the following? = -2 + 3 W) -2 X) -1 Y) 1/2 Z) 1",X) -1
bonus,math,Short Answer,"For the implicit function xy x y , what is the slope of its tangent line at the point (1, 1)? 2 3 + = 2",-4/3
toss-up,energy,Multiple Choice,Why do solid oxide fuel cells not require a precious metal catalyst or fuel reformer? W) They do not rely on the hydrogen-oxygen redox couple X) They have a high operating temperature Y) They have a very fast startup time Z) They have a low operating temperature,X) THEY HAVE A HIGH OPERATING TEMPERATURE
bonus,energy,Short Answer,"Graphene sheets, often used in solar cells and capacitors, have carbon rings with which type of lattice?","HEXAGONAL (ACCEPT: HONEYCOMB)
High School Round 16 A Page 2"
toss-up,,Multiple Choice,"5) EARTH AND SPACE Multiple Choice The Burgess Shale, in the Canadian Rockies, is best known for which of the following fossils? W) Proterozoic terrestrial plant [prot-er-uh-ZOH-ik] X) Cambrian marine Y) K/T boundary dinosaur Z) Peat bog human",X) CAMBRIAN MARINE
bonus,,Short Answer,"5) EARTH AND SPACE Short Answer To the nearest 10, how many times has the Sun orbited the galaxy since the Sun formed?",20
toss-up,chemistry,Short Answer,Organolithium [ohr-guh-noh-LITH-ee-uhm] reagents can be reacted with salts made from which element to form a Gilman reagent? Specify both the element and its oxidation state.,"COPPER 1+ (ACCEPT: COPPER, 1)"
bonus,chemistry,Short Answer,"Catalytic cracking is the most commonly used process in the manufacture of olefins. Different products can be produced from different reactants. If you want to produce an aromatic through cracking followed by dehydration, with what reactant should you begin?","NAPHTHENE(S) (ACCEPT: CYCLOALKANE(S))
High School Round 16 A Page 3"
toss-up,biology,Short Answer,"Of the 20 amino acids encoded by the universal genetic code, only one is technically an imino acid, as the R-group is covalently bonded to the amino terminus to form a nitrogen-containing ring. Unless it is modified, this amino acid also tends to disrupt secondary structures such as alpha-helices and beta sheets if it is found in the middle of them. What is this amino acid?",PROLINE
bonus,biology,Multiple Choice,What is the predicted size in billions of base pairs of the woolly- mammoth genome? W) 1 X) 4 Y) 33 Z) 100,X) 4
toss-up,physics,Multiple Choice,"Given R = 1.097 × 107 inverse meters, which of the following represents the wavelength of the longest wavelength Lyman line of the hydrogen spectrum in meters and the region of the electromagnetic spectrum in which it lies? W) 1.22 × 10-7; ultraviolet X) 1.22 × 10-7; visible Y) 1.22 × 10-6; infrared Z) 1.22 × 10-6; visible",W) 1.22 × 10-7; ULTRAVIOLET
bonus,physics,Multiple Choice,"Assuming a metabolic rate of 500 watts, how much energy in joules is transformed by a 70 kilogram person while exercising for 1 hour? W) 1500 X) 1.8 million Y) 5 .4 million Z) 6.3 trillion","X) 1.8 MILLION
High School Round 16 A Page 4"
toss-up,math,Multiple Choice,What is [the limit as x approaches pi of the fraction sin𝑥 with numerator sine of x and denominator x minus pi]? lim𝑥→𝜋 𝑥− 𝜋 W) -1 X) 0 Y) 1 Z) Undefined,W) -1
bonus,math,Multiple Choice,"The line determined by points b and a intersects the line determined by points b and a, b . What represents the x-value of the point where the two (0, 2 ) (2, 0) lines intersect? (0, ) ( ) W) a X) a Y) a + b Z) b2/a",W) a
toss-up,energy,Multiple Choice,What is the typical hub height in meters of a utility-scale wind turbine? W) 80 X) 160 Y) 240 Z) 320,W) 80
bonus,energy,Short Answer,"By number, rank the thermal resistance of the following four insulation materials from greatest to least: 1) Glass, 2) Closed-cell polyurethane [pol-ee-YOOR- uh-thayn] spray foam, 3) Polystyrene [pol-ee-STY-reen] board, 4) Fiberglass batts.","2, 3, 4, 1
High School Round 16 A Page 5"
toss-up,,Multiple Choice,11) EARTH AND SPACE Multiple Choice Scientists currently believe that modern birds descended from what organisms? W) Pterosaurs [TER-uh-sawrs] X) Ornithopods Y) Therapods Z) Sauropods,Y) THERAPODS
bonus,,Multiple Choice,"11) EARTH AND SPACE Multiple Choice When the Milky Way and Andromeda galaxies merge, which of the following is closest to the number of pairs of stars that are expected to collide? W) 1 X) 100 Y) 10,000 Z) 1,000,000",W) 1
toss-up,chemistry,Multiple Choice,Which of the following spectral series has a final energy level of 4? W) Paschen [PA-shen] X) Brackett Y) Pfund [PFOONT] Z) Lyman,X) BRACKETT
bonus,chemistry,Short Answer,"Place the following four solvents in order of fastest to slowest reaction rate for S 2: 1) water, 2) DMSO, 3) methanol, 4) acetonitrile [as-i-toh-NY-tril]. N","4, 2, 1, 3 (ACCEPT: ACETONITRILE, DMSO, WATER, METHANOL)
High School Round 16 A Page 6"
toss-up,biology,Short Answer,"In segmented animals, a specific family of genes is particularly important for directing the orientation and placement of structures and segments. These genes encode transcription factors that are able to bind a regulatory region of DNA called the homeobox. Name this gene family.",HOX
bonus,biology,Multiple Choice,Which of the following is true about reverse phase chromatography? W) The stationary phase is hydrophilic [hy-druh-FIL-ik] X) The stationary phase is acidic Y) It is typically used for separation of proteins Z) The stationary phase is hydrophobic,Z) THE STATIONARY PHASE IS HYDROPHOBIC
toss-up,physics,Multiple Choice,What is the speed of a particle that has a Lorentz factor of 3.0? W) X) 2𝑐√3 Y) (3𝑐√2)/2 Z) (2𝑐 √2)/3 (𝑐√2 )⁄3,"Y)
(2𝑐√2)/3"
bonus,physics,Multiple Choice,"A sports car driver slams the brakes and the car slows from 90 miles per hour to a complete stop in 4 seconds. In terms of g, which of the following is closest to the car’s acceleration? W) -0.5 g X) -g Y) -2g Z) -5g","X) -g
High School Round 16 A Page 7"
toss-up,math,Short Answer,Find an antiderivative for [the natural log of the quantity e to the power of negative x squared]. −𝑥 2 𝑙𝑙(𝑒 ),"x (ACCEPT: GIVEN ANSWER PLUS ANY CONSTANT)
3
-(1/3)"
bonus,math,Short Answer,"A curve is defined parametrically by x t[x equals cosine of t] and y tant [y equals tangent of t].What is dy dx when t π ? = cos A =NS WER: -8/3 / = /6 TOSS-UP 16) ENERGY Multiple Choice As you turn on your flashlight, its lithium-ion battery begins to discharge. What happens to the electrons and ions inside the battery? W) Both the electrons and the lithium ions move towards the cathode X) Both the electrons and the lithium ions move towards the anode Y) The electrons move towards the cathode while the lithium ions move towards the anode Z) The electrons move towards the anode while the lithium ions move towards the cathode","W) BOTH THE ELECTRONS AND THE LITHIUM IONS MOVE TOWARDS THE
CATHODE"
bonus,energy,Short Answer,"If a city had a yearly load of 438,000 megawatt hours and built a power plant with a capacity factor of 50%, what would the nameplate capacity have to be in megawatts in order to meet total load?","100
High School Round 16 A Page 8"
toss-up,,Multiple Choice,"17) EARTH AND SPACE Multiple Choice In which of the following ways does the mineral biotite [BY-uh-tyt] differ from the mineral muscovite [MUHS-kuh-vyt]? W) Biotite contains silica while muscovite does not X) Muscovite contains potassium while biotite does not Y) While both contain aluminum, only biotite contains magnesium Z) While both contain sodium, only muscovite contains aluminum","Y) WHILE BOTH CONTAIN ALUMINUM, ONLY BIOTITE CONTAINS MAGNESIUM"
bonus,,Short Answer,"17) EARTH AND SPACE Short Answer Arrange the following four Big Bang events in chronological order: 1) nucleosynthesis, 2) reionization, 3) recombination, 4) inflation.","4, 1, 3, 2 (ACCEPT: INFLATION, NUCLEOSYNTHESIS, RECOMBINATION,
REIONIZATION)"
toss-up,chemistry,Multiple Choice,Which of the following protein purification techniques coats proteins with a negative charge after they are denatured? W) Affinity chromatography X) Isoelectric focusing Y) SDS-PAGE Z) Ion exchange chromatography,Y) SDS-PAGE
bonus,chemistry,Multiple Choice,You are studying a material that has started to undergo thermal fatigue. Which of the following would be a good action to take to reduce this fatigue? W) Eliminate loading by design X) Add protective surface coating Y) Decrease corrosiveness of medium Z) Add residual compressive stresses,"W) ELIMINATE LOADING BY DESIGN
High School Round 16 A Page 9"
toss-up,biology,Multiple Choice,In which of the following cell processes would caspase activity most likely occur? W) Mitosis [my-TOH-sis] X) Apoptosis Y) DNA replication Z) Phagocytosis [fag-uh-sy-TOH-sis],X) APOPTOSIS
