type,subject,format,question,answer
toss-up,,Short Answer,"1) EARTH AND SPACE Short Answer What is the name of the sedimentary rock formed by compaction and cementation of rounded, pebble-size particles?",CONGLOMERATE
bonus,,Multiple Choice,1) EARTH AND SPACE Multiple Choice Which of the following is NOT a characteristic of a good index fossil? W) Easy to identify X) Geographically widespread Y) Slow evolution Z) Easy to preserve,Y) SLOW EVOLUTION
toss-up,biology,Multiple Choice,Which of the following is NOT an evolutionary adaptation of plants to arid climates? W) Leaves have a waxy coating X) Carbon incorporation and the Calvin cycle are separated Y) Stomata are closed at night Z) Leaves are absent,Y) STOMATA ARE CLOSED AT NIGHT
bonus,biology,Multiple Choice,Which of the following mammal species is usually considered diurnal [dy-UR-nl]? W) Eastern fox squirrel X) Black-footed ferret Y) Virginia opossum Z) Raccoon,W) EASTERN FOX SQUIRREL
toss-up,chemistry,Short Answer,What is the specific chemical term for the minimum pressure required to produce liquefaction of a substance at the critical temperature?,CRITICAL PRESSURE
bonus,chemistry,Short Answer,Name the molecule with the formula CH COOCH CH CH . 3 2 2 3,PROPYL ETHANOATE (ACCEPT: PROPYL ACETATE)
toss-up,math,Multiple Choice,"The variablesx and y vary directly. Which of the following equations could represent the relationship between x and y? W) x y [one fifth x equals 1 over y] X) x y [x over y equals one fifth] Y) x(y1/5) =[ x1 /y equals one fifth] Z) xy/ = 1/5 = 1/5 ANSW =E 5R: X) x y / = 1/5 BONUS 4) MATH Short Answer An open box is to be made from a rectangular piece of material 8 inches by 6 inches by cutting equal squares of side x from the four corners and turning up the sides. In terms of x, give an expression for the volume of the box in cubic inches.","x(8- 2x)(6- 2x) (ACCEPT:4x3 – 28x2 + 48x
)"
toss-up,physics,Multiple Choice,"A rock is thrown vertically upwards with speed v from the edge of a cliff. At the same moment, a second rock is thrown vertically downwards with the same initial speed v. Neglecting air resistance, which of the following statements is true? W) The rock that was thrown upwards reaches the bottom of the cliff with a higher velocity X) The rock that was thrown downwards reaches the bottom of the cliff with a higher velocity Y) Both rocks reach the bottom of the cliff with the same velocity at the same time Z) Both rocks reach the bottom of the cliff with the same velocity but at different times","Z) BOTH ROCKS REACH THE BOTTOM OF THE CLIFF WITH THE SAME
VELOCITY BUT AT DIFFERENT TIMES"
bonus,physics,Short Answer,"A mass is spun horizontally at the end of a string. If its speed is changed so that the centripetal force is doubled, in simplest decimal form to the nearest tenth, what is the ratio of final speed to initial speed?",1.4
toss-up,,Multiple Choice,6) EARTH AND SPACE Multiple Choice Which of the following mineral properties is most reliable for identification? W) Color X) Density Y) Cleavage Z) Luster,Y) CLEAVAGE
bonus,energy,Short Answer,6) EARTH AND SPACE Short Answer In what wavelengths of electromagnetic radiation do greenhouse gases absorb and reradiate energy back to Earth’s surface?,INFRARED (ACCEPT: IR)
toss-up,biology,Multiple Choice,Which of the following is true of enzymes? W) They increase the activation energy of metabolic reactions X) They have active sites that bind to specific substrate molecules Y) They are made of chitin [KY-tin] protein Z) They generally act on a variety of substrate molecules,"X) THEY HAVE ACTIVE SITES THAT BIND TO SPECIFIC SUBSTRATE
MOLECULES"
bonus,biology,Multiple Choice,"Which of the following branches of science deals with study of the life and phenomena of inland standing waters, especially lakes and ponds? W) Limnology [lim-NOL-uh-jee] X) Hydrology Y) Ichthyology [ik-thee-OL-uh-jee] Z) Ecology",W) LIMNOLOGY
toss-up,energy,Multiple Choice,Which of the following is NOT a potential source of biogas? W) Landfills X) Sewage treatment plants Y) Automobile engine Z) Animal waste,Y) AUTOMOBILE ENGINE
bonus,energy,Multiple Choice,The presence of which of the following traits is required for the creation of all oil traps? W) Anticline X) Syncline Y) Impermeable layer Z) Fault,Y) IMPERMEABLE LAYER
toss-up,chemistry,Multiple Choice,Which of the following catabolic pathways liberates carbon dioxide? W) Electron transport X) Glycolysis [gly-KOL-uh-sis] Y) Citric acid cycle Z) Cori cycle,Y) CITRIC ACID CYCLE
bonus,chemistry,Short Answer,"If one mole of a substance with a molar mass of 20 is burned at constant pressure and 800 kilojoules of energy is released as heat, what is the standard enthalpy change, in kilojoules, when a 5-gram sample of this substance is burned at constant pressure?",-200 (MUST INCLUDE NEGATIVE SIGN IN ANSWER)
toss-up,math,Short Answer,"Providing your answer to one decimal place, find the value of the following fraction: [the numerator is 63 factorial; the denominator is 62 factorial times 3 63! factorial]. 62!3!",10.5
bonus,math,Short Answer,"Name all of the quadrants that contain solutions of the inequality x y . A2N –S W>E 4R: I, III, IV (ACCEPT: 1, 3, 4 or FIRST, THIRD, FOURTH) Round 2 Page 5 TOSS-UP 11) PHYSICS Multiple Choice A string 40 centimeters long produces a fundamental frequency of 384 hertz. To produce a note one octave higher, the tension in the string must be increased by which of the following factors? W) 0.7 X) 1.4 Y) 2 Z) 4",Z) 4
bonus,physics,Short Answer,"A meter stick is held by a low-friction support on a stand. A single weight and an air-filled balloon hang from the left side of the meter stick; a weight hangs from the right side of the meter stick. The fulcrum is adjusted so that the system is balanced and level. If the string holding the balloon is burned so as to exert no torque when the string breaks, identify by number what will happen when the string breaks: 1) the right side of the meter stick will go down; 2) the left side of the meter stick will go down; or 3) the meter stick will remain balanced.",1
toss-up,,Multiple Choice,12) EARTH AND SPACE Multiple Choice Which of the following is produced by gas-to-particle conversion in the atmosphere? W) Primary particulate matter X) Secondary particulate matter Y) Tertiary aerosols Z) Primary aerosols,X) SECONDARY PARTICULATE MATTER
bonus,,Short Answer,12) EARTH AND SPACE Short Answer What are the two most abundant minerals in the continental crust?,QUARTZ AND FELDSPAR (ACCEPT: FELDSPAR FAMILY)
toss-up,biology,Short Answer,"What is the highest level of protein structure present in collagen, a fibrous protein with three discrete helical polypeptides [HEL-i-kuhl pol-ee-PEP-tyds] supercoiled into a triple helix?",QUATERNARY
bonus,biology,Short Answer,Estrogen and progesterone [proh-JES-tuh-rohn] are most directly regulated by which two hormones?,FSH AND LH (ACCEPT: FOLLICLE-STIMULATING AND LUTEINIZING)
toss-up,energy,Multiple Choice,Which of the following is typically increased in order for electricity to travel long distances through transmission lines? W) Voltage X) Amperage Y) Wattage Z) Current,W) VOLTAGE
bonus,energy,Short Answer,What type of semi-conducting junction is essential to the functioning of a solar cell?,P-N JUNCTION (ACCEPT: P-N)
toss-up,chemistry,Multiple Choice,Which of the following is an aldehyde [AL-duh-hyd]? W) C H 11 20 X) C H OH 5 11 Y) C H CHO 5 11 Z) C H NH 5 11 2,"Y) C H CHO
5 11"
bonus,chemistry,Short Answer,"Which one of the following five metals would react the least with dilute hydrochloric acid: 1) lead, 2) chromium, 3) manganese, 4) nickel, 5) gold?",5 (ACCEPT: GOLD)
