type,subject,format,question,answer
toss-up,biology,Multiple Choice,Which of the following glial cell types makes up the blood-brain barrier? W) Astrocytes X) Oligodendrocytes [OL-i-goh-DEN-ruh-syts] Y) Radial glia Z) Schwann cells,W) ASTROCYTES
bonus,biology,Short Answer,"Dopamine, norepinephrine [nohr-ep-uh-NEF-rin], and epinephrine [e-puh-NE-frin] are all derivatives of what amino acid?","TYROSINE
_______________________________________________________"
toss-up,chemistry,Short Answer,"Identify all of the following three instruments or techniques that could be used to determine the concentration of an unknown solution of acetic acid: 1) titration, 2) potentiostat, 3) ion-exchange column.",1 AND 2 (ACCEPT: TITRATION AND POTENTIOSTAT)
bonus,chemistry,Multiple Choice,"For a second-order kinetic process where 1 molecule of A irreversibly becomes 1 molecule of B, which of the following plots would generate a line? W) Plotting the concentration of A versus time X) Plotting one over the concentration of A versus time Y) Plotting the log of the concentration of A versus time Z) Plotting the exponential of the concentration of A versus time","X) PLOTTING ONE OVER THE CONCENTRATION OF A VERSUS TIME
High School Round 16A Page 1"
toss-up,math,Short Answer,(cid:4666)(cid:3051)(cid:3118)(cid:2879)(cid:2877)(cid:4667) 3) MATH Short Answer What is the limit as x approaches 3 of [open parenthesis x (cid:4666)(cid:3051)(cid:3120)(cid:2879)(cid:2876)(cid:2869)(cid:4667) squared minus nine close parenthesis divided by open parenthesis x to the fourth minus eighty-one close parenthesis]? W) 1 (cid:2869) X) (cid:2877) (cid:2869) Y) (cid:2869)(cid:2876) (cid:2869) Z) (cid:2870)(cid:2875) (cid:2869),"Y)
(cid:2869)(cid:2876)"
bonus,math,Short Answer,"Indicate all of the following three possible values for c so that the equation 2x2 – 3x + c = 0 [two x squared minus three x plus c equals zero] has roots that are irrational: -1, -2, -3.","-1 AND -3
_______________________________________________________"
toss-up,physics,Short Answer,"A single semiconductor crystal that has been selectively doped with small amounts of phosphorous on one end, and aluminum on the other end, creates what type of connection?",P-N JUNCTION
bonus,physics,Short Answer,"Consider a linear temperature scale, J, on which the boiling point of water is 65 degrees J and the freezing point is negative 15 degrees J. To what temperature in degrees Fahrenheit does a temperature of negative 55 degrees J correspond?","-58
High School Round 16A Page 2"
toss-up,,Multiple Choice,"5) EARTH AND SPACE Multiple Choice Much of Tibet lies in altitudes above 17,000 feet. At such altitudes, which of the following best approximates the percentage of the atmosphere below the Tibetans? W) 10% X) 50% Y) 90% Z) 99%",X) 50%
bonus,,Multiple Choice,5) EARTH AND SPACE Multiple Choice Some individual minerals in metamorphic rocks are bounded by their crystal faces. What adjective identifies this type of rock? W) Xenoblastic [ZEN-uh-BLAYS-tik] X) Idioblastic [id-ee-uh-BLAS-tik] Y) Crystalloblastic Z) Porphyroblastic [por-fi-roh-BLAS-tik],"X) IDIOBLASTIC
_______________________________________________________"
