type,subject,format,question,answer
toss-up,math,Multiple Choice,"If it takes you 50 minutes to walk uphill 2 miles to school but only 30 minutes to walk back, which of the following is your average speed, in miles per hour, for the round trip? W) 3 X) 3.5 Y) 4 Z) 4.5",W) 3
bonus,math,Short Answer,"If a = 3 [a sub one equals three] and a = 5 + 2a [a sub n equals five 1 n n-1 plus two a sub quantity n minus 1] for all integers n greater than 1, what is the value of a [a 3 sub three]?","27
_______________________________________________________"
toss-up,biology,Multiple Choice,Which of the following groups of organisms would contain the most biomass productivity in a trophic pyramid? W) Primary Producers X) Primary Consumers Y) Detritivores [de-TRY-tuh-vohrs] Z) Tertiary Consumers,W) PRIMARY PRODUCERS
bonus,biology,Short Answer,What is the only multicellular animal without a permanent gut cavity?,"SPONGE (ACCEPT: PORIFERAN, PORIFERA, or PLACOZOA)"
toss-up,chemistry,Multiple Choice,Which of the following scientists is credited with discovering electrons and calculating their mass to charge ratio? W) J.J. Thomson X) Robert Millikan Y) Ernest Rutherford Z) Neils Bohr,W) J.J. THOMSON
bonus,chemistry,Short Answer,What gas law was used by its formulator to approximate the absolute zero temperature through extrapolation of the temperature axis until the value for gas volume equaled zero?,"CHARLES’S LAW
_______________________________________________________"
toss-up,physics,Short Answer,What physical constant is the magnitude of electric charge per mole of electrons?,FARADAY CONSTANT
bonus,physics,Short Answer,"How many baryons [BAR-ee-ons] and leptons, respectively, are found in a single alpha particle?",FOUR AND ZERO
toss-up,,Short Answer,"5) EARTH AND SPACE Short Answer Joints are often formed in igneous [IG-nee-uhs] rocks, such as basalt, during what stage of the rock’s development?",COOLING
bonus,,Multiple Choice,"5) EARTH AND SPACE Multiple Choice What type of volcanic vent is Wizard Island, the only resurgent dome of Crater Lake that breaks the surface of the water line? W) Shield volcano X) Fissure Y) Cinder cone Z) Stratovolcano","Y) CINDER CONE
_______________________________________________________"
toss-up,biology,Multiple Choice,Which of the following forms of nitrogen cannot be directly utilized by plants? W) Ammonia X) Ammonium Y) Nitrogen gas Z) Nitrite,Y) NITROGEN GAS
bonus,biology,Multiple Choice,Which of the following was NOT a component of the Miller-Urey [MILL-er YOO-ree] experiment test conditions for the chemical origins of life? W) Carbon dioxide X) Hydrogen Y) Ammonia Z) Water,W) CARBON DIOXIDE
toss-up,energy,Multiple Choice,"At what point in time is a CFL’s [C-F- elz] energy consumption greatest, compared to its light output? W) Right after being turned on X) After being on for 15 minutes Y) Right after being turned off Z) After being turned off for 15 minutes",W) RIGHT AFTER BEING TURNED ON
bonus,energy,Short Answer,Since 2007 all cars and trucks in the US have been produced to be able to use what specific ethanol fuel blend?,"E15 (ACCEPT: 15% ETHANOL)
_______________________________________________________"
toss-up,chemistry,Short Answer,Name the two common crystalline forms of carbon.,GRAPHITE AND DIAMOND (ACCEPT: AND CARBON (IV))
bonus,chemistry,Multiple Choice,Which of the following neutral ground state atoms has the lowest first ionization energy? W) Nitrogen X) Oxygen Y) Fluorine Z) Neon,X) OXYGEN
toss-up,physics,Short Answer,Unpolarized light is passed through a single polarizing filter. What fraction of the intensity of the light emerges from the filter?,1/2
bonus,physics,Multiple Choice,"If 15 joules of work are required to move 3.0 coulombs of charge between two points, what is the potential difference in volts between these two points? W) 3 X) 5 Y) 15 Z) 45","X) 5
_______________________________________________________"
toss-up,biology,Short Answer,"Huntington disease is caused by the sequence CAG [C-A-G] repeated between 37-100 times, rather than the normal 9-35 times. What type of mutation is this?",INSERTION
bonus,biology,Multiple Choice,"Which of the following statements about cystic fibrosis is NOT true? W) It is an autosomal recessive disease X) It affects the lungs, sweat glands and digestive system Y) It is one of the most common fatal genetic disorders in the United States Z) Most infants born with this disorder are unlikely to live beyond their first year","Z) MOST INFANTS BORN WITH THIS DISORDER ARE UNLIKELY TO LIVE
BEYOND THEIR FIRST YEAR"
toss-up,,Multiple Choice,11) EARTH AND SPACE Multiple Choice Which of the following rocks can be biogenic? W) Schist [SHIST] X) Basalt Y) Limestone Z) Gabbro,Y) LIMESTONE
bonus,,Short Answer,11) EARTH AND SPACE Short Answer What is the name of the geologic event recorded in sedimentary rocks showing the landward migration of the ocean’s shoreline?,"TRANSGRESSION
_______________________________________________________"
toss-up,chemistry,Multiple Choice,"Lipstick is known to be a suspension of high molecular weight hydrocarbons, waxes, and other ingredients. Which of the following choices does NOT describe lipstick composition? W) Castor oil may be a dispersing agent X) Beeswax is sometimes used as a stiffening agent Y) Metal ions such as Nickel(II) [nickel two] are the basis for lipstick dyes Z) Carbon soot is typically used as a coloring agent",Z) CARBON SOOT IS TYPICALLY USED AS A COLORING AGENT
bonus,chemistry,Short Answer,Identify all of the following three chemical species that likely have a negative enthalpy of formation: 1) carbon monoxide; 2) nitrogen monoxide; 3) sodium bromide.,1 AND 3 (ACCEPT: CARBON MONOXIDE AND SODIUM BROMIDE)
toss-up,math,Multiple Choice,"Which of the following statements is true for the radius r, height h, and volume V of a right circular cylinder? W) If both r and h are doubled, V is doubled X) If r is increased by 2, V is increased by 4 Y) If r is doubled and h is halved, V is quadrupled Z) If r is doubled and h is divided by 4, V remains the same","Z) IF r IS DOUBLED AND h IS DIVIDED BY 4, V REMAINS THE SAME"
