type,subject,format,question,answer
toss-up,chemistry,Multiple Choice,"1) Chemistry – Multiple Choice In a polyelectronic atom, which of the following orbitals would have the lowest energy? W) 3s X) 4s Y) 3p Z) 3d",W) 3s
bonus,chemistry,Short Answer,1) Chemistry – Short Answer Rank the following three carboxylic [CAR-box-IHL-ik] acid derivatives in terms of increasing reactivity to nucleophilic substitution: 1) Amide; 2) Acid anhydride; 3) Ester.,"1, 3, 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,2) Math – Short Answer What is f prime of 1 for the function f of x = x times ex ?,2e
bonus,math,Short Answer,2) Math – Short Answer What is the real quadratic polynomial with leading coefficient one that has –5 + 7i as a zero?,"x2 + 10x + 74
2019 Regional Science Bowl – Round 16A Page 1"
toss-up,biology,Short Answer,3) Biology – Short Answer What structure in a snail is responsible for secreting its shell?,MANTLE
bonus,biology,Short Answer,"3) Biology – Short Answer In a retrospective study comparing smoking to lung cancer, half of smokers had cancer, while only a quarter of non-smokers had cancer. What is the odds ratio of the association between smoking and cancer?","3 (ACCEPT: THREE TO ONE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,"4) Earth and Space – Short Answer What is the name given to asteroids that share an orbit with a larger planet, and lead or trail the planet by 60 degrees?",TROJANS
bonus,,Short Answer,4) Earth and Space – Short Answer The rate of solar rotation was originally determined by observing the movement of what features?,"SUNSPOTS
2019 Regional Science Bowl – Round 16A Page 2"
toss-up,physics,Short Answer,"5) Physics – Short Answer According to band gap theory, in an insulator at absolute zero, what is the highest band with any electrons in it?",VALENCE
bonus,physics,Short Answer,"5) Physics – Short Answer Nick, who has a mass of 40 kilograms, is inflating his bike tires with a foot-pedal pump that extends 50 centimeters at a 60-degree incline to the ground. If he steps so that his entire weight acts vertically onto the tip of the pedal, then in newton-meters, what is the magnitude of the initial torque [tork] on the pump?","98
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,6) Energy – Multiple Choice Researchers at SLAC National Accelerator Laboratory have developed a device to produce electromagnetic radiation with a frequency in the terahertz range. Between what two classifications of radiation does terahertz radiation fall? W) Gamma rays and X-rays X) X-rays and ultraviolet light Y) Ultraviolet light and infrared light Z) Infrared light and microwaves,Z) INFRARED LIGHT AND MICROWAVES
bonus,energy,Short Answer,6) Energy – Short Answer Scientists at Brookhaven National Lab are studying Cooper pairs in iron-selenide superconductors. Cooper pairs are pairs of what subatomic particles?,"ELECTRONS
2019 Regional Science Bowl – Round 16A Page 3"
toss-up,math,Short Answer,"7) Math – Short Answer In a quadruple-elimination tournament, each game is played by two teams, there are no ties, and teams are eliminated when they have lost 4 times. What is the maximum number of games played if 41 teams enter?",163
bonus,math,Short Answer,"7) Math – Short Answer When applying the Euclidean algorithm to find the greatest common divisor of 44 and 161, what is the remainder after the third step?","14
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,"8) Physics – Multiple Choice Which of the following is necessarily true regarding capacitors? W) For capacitance in parallel, the equivalent capacitance is less than that of any individual capacitor X) For capacitance in parallel, the equivalent capacitance is the sum of reciprocals of the individual capacitors Y) For capacitance in series, the equivalent capacitance is less than that of any individual capacitor Z) For capacitance in series, the equivalent capacitance is the sum of the individual capacitors","Y) FOR CAPACITANCE IN SERIES, THE EQUIVALENT CAPACITANCE IS
LESS THAN THAT OF ANY INDIVIDUAL CAPACITOR"
bonus,physics,Short Answer,8) Physics – Short Answer Consider an object placed one centimeter to the left of a diverging thin lens of focal length 5 centimeters. The virtual image that is formed will appear how many centimeters left of the lens?,"5/6
2019 Regional Science Bowl – Round 16A Page 4"
toss-up,,Multiple Choice,9) Earth and Space – Multiple Choice Which of the following best describes why ocean water at 30 degrees latitude has higher salt content than water at the equator? W) Most rivers flow into the ocean at the equator X) Ice formation at high latitudes increases salinity Y) Precipitation exceeds evaporation at the equator Z) Low-salinity water upwells at the equator,Y) PRECIPITATION EXCEEDS EVAPORATION AT THE EQUATOR
