type,subject,format,question,answer
toss-up,biology,Multiple Choice,Which of the following is closest to the maximum ATP molecules generated from the complete oxidation of 1 mole of glucose in a typical eukaryotic cell: W) 8 moles X) 16 moles Y) 24 moles Z) 38 moles,Z) 38 MOLES
bonus,biology,Short Answer,Name all of the following 3 metabolic pathways where substrate-level phosphorylation occurs: citric acid cycle; glycolysis; electron transport system,CITRIC ACID CYCLE; GLYCOLYSIS
toss-up,chemistry,Multiple Choice,Which of the following is considered a monoprotic acid: W) sulfuric acid X) hypochlorous acid Y) carbonic acid Z) sulfurous acid,"X) HYPOCHLOROUS ACID
(Solution: acid with 1 ionizable H atom, HOCl)"
bonus,chemistry,Short Answer,Arrange the following 4 cations in order of increasing ionic radii: Mg2+; Rb+; Al3+; Na+,"Al3+; Mg2+; Na+; Rb+
2007 Regional Science Bowl – Page 1"
toss-up,physics,Multiple Choice,Two-thirds of the charge is removed from a capacitor without changing its capacitance. The stored energy in the capacitor is now what multiple of the original: W) 1/3rd X) 1/9th Y) 3 Z) 9,X) 1/9th
bonus,physics,Multiple Choice,"If a sound is emitted in dry air at 27ºC and takes 5 seconds to reach a person, how far away, in meters, from the sound source is the person: W) 1,655 X) 1,682 Y) 1,736 Z) 1,873","Y) 1,736"
toss-up,,Multiple Choice,4) GENERAL SCIENCE Multiple Choice Which of the following is an intestinal worm which grows to about 25 centimeters in length and is transferred from person to person by way of contaminated soil: W) Ascaris (read as: as-KAH-ris) X) guinea worm Y) shistosomiasis (read as: SHISS-toe-so-MY-ah-sis) Z) lymphatic filariasis (read as: fil-AH-ree-AH-sis),W) ASCARIS
bonus,,Multiple Choice,4) GENERAL SCIENCE Multiple Choice Shock is often a life-threatening health condition that is typically and most directly caused by: W) low blood pH X) loss of brain function Y) extremely high cardiac output Z) low blood pressure,"Z) LOW BLOOD PRESSURE
2007 Regional Science Bowl – Page 2"
toss-up,earth science,Multiple Choice,"Which of the following is LEAST accurate about the composition and structure of Earth’s atmosphere: W) at the uppermost boundary of the troposphere, air temperature begins to increase with increasing altitude X) the ozone layer absorbs UV radiation from the Sun Y) there are about one-third as many gas molecules in the air atop Mt. Everest compared to sea level Z) it is divided into four distinct layers based primarily on pressure gradients","Z) IT IS DIVIDED INTO FOUR DISTINCT LAYERS BASED PRIMARILY ON
PRESSURE GRADIENTS"
bonus,earth science,Multiple Choice,Strike-slip faults MOST commonly occur in which of the following: W) areas of continental collision X) transform fault margins Y) subduction zones Z) divergent plate boundaries,X) TRANSFORM FAULT MARGINS
toss-up,math,Short Answer,"Expand the following expression, giving your answer in standard binomial form: (6x + 3y)2",36x2 + 36xy + 9y2
bonus,math,Short Answer,"Consider a blue circle inscribed in a white square. If the radius of the circle is 10 centimeters, what is the area of all visible white portions of the square, to the nearest whole number in centimeters squared?","86
(Solution: A square = 202 = 400; A circle = πr2 = 100π = 314; 400 – 314 = 86cm2)
2007 Regional Science Bowl – Page 3"
toss-up,,Multiple Choice,7) ASTRONOMY Multiple Choice All the stars of the Pleiades open cluster have: W) the same luminosities X) the same surface temperatures Y) very similar chemical compositions Z) the same apparent magnitudes,Y) VERY SIMILAR CHEMICAL COMPOSITIONS
bonus,,Multiple Choice,"7) ASTRONOMY Multiple Choice When binary stars are made of a main sequence star and a compact white dwarf, as long as the white dwarf’s mass remains below 1.4 solar masses then the gas falling into the white dwarf is believed to often result in a: W) supernova X) nova Y) pulsar Z) quasar",X) NOVA
toss-up,biology,Multiple Choice,Which of the following is LEAST accurate regarding Avian migratory patterns: W) migration of birds from the tropics to the northern latitudes is typically endogenously controlled X) the migratory timing of many birds is being affected by global change Y) both large and very small birds migrate long distances Z) breeding in most birds is timed to be when fewest predators are present,"Z) BREEDING IN MOST BIRDS IS TIMED TO BE WHEN FEWEST PREDATORS
ARE PRESENT"
bonus,biology,Multiple Choice,Which of the following MOST likely occurs during speciation (read as: spee-cee-A-tion): W) increased mutation rates X) reproductive isolation Y) elimination of recessive alleles Z) increase in genetic load,"X) REPRODUCTIVE ISOLATION
2007 Regional Science Bowl – Page 4"
toss-up,chemistry,Multiple Choice,"The titration of a weak base, 0.100 molar NaCN, with a strong acid, 0.100 molar HCl, results in a solution at the equivalence point having a pH of: W) between 7 and 10 X) 7 Y) between 4 and 7 Z) between 1 and 3",Y) BETWEEN 4 AND 7
bonus,chemistry,Short Answer,"In grams per liter, what is density of a gas whose molar mass is 134.4 grams per mole at standard temperature and pressure?","6
(Solution: d = (134.4g/mol)/22.4L/mol) = 6.0g/L)"
toss-up,physics,Multiple Choice,"Kirchhoff’s First Rule, often called the node or junction rule, is a restatement of which of the following fundamental principles: W) conservation of energy X) conservation of mass Y) conservation of charge Z) conservation of momentum",Y) CONSERVATION OF CHARGE
bonus,physics,Short Answer,"Giving your answer in proper scientific notation to the first decimal place, how many joules of work are required to move a charge of +60 microcoulombs through a potential difference of 8 volts?","4.8 × 10-4
(Solution: (60 × 10-6)(8.0 J/C) = 4.8 × 10-4J)
2007 Regional Science Bowl – Page 5"
toss-up,math,Short Answer,Factor the following expression: 49x2 – 169y4,(7x + 13y2)( 7x – 13y2)
bonus,math,Short Answer,"If $1000 is placed in a savings account that pays 6% annual interest compounded semiannually, what is the total amount of money in the account at the end of 1 year, to the nearest dollar?","$1061.00
(Solution: A = P[1 + (r/n)]nt; = $1,000[1 + (0.06/2)](2x1) = $1060.90)"
toss-up,earth science,Multiple Choice,Which of the following BEST describes the downward movement of typical alpine glaciers: W) they move by mass wasting and surface creep X) they move much like a brick sliding down a board Y) they flow fastest where the ice is thinnest Z) they slide along the base and flow like a fluid,Z) THEY SLIDE ALONG THE BASE AND FLOW LIKE A FLUID
bonus,earth science,Multiple Choice,Which of the following is NOT true of seismic waves: W) P and S waves can travel through solids X) S waves cannot travel through Earth’s outer core Y) S-wave and P-waves cancel each other out in the shadow zone Z) seismographs typically record P waves before S waves,"Y) S-WAVE AND P-WAVES CANCEL EACH OTHER OUT IN THE SHADOW
ZONE
2007 Regional Science Bowl – Page 6"
toss-up,,Multiple Choice,13) GENERAL SCIENCE Multiple Choice Which of the following statements is LEAST accurate: W) tetraethyl lead was once commonly added to gasoline to prevent engine knocking X) free radicals are not known to play a role in biological processes Y) catalase reacts with hydrogen peroxide to form water and oxygen Z) bottled mineral water typically contains higher total dissolved solids than tap water,"X) FREE RADICALS ARE NOT KNOWN TO PLAY A ROLE IN BIOLOGICAL
PROCESSES"
bonus,,Multiple Choice,13) GENERAL SCIENCE Multiple Choice Recent evidence suggests that comets arise not only from reservoirs of the Kuiper Belt and Oort Cloud but also from: W) the main asteroid belt X) a belt between Neptune and Pluto Y) a belt about 100 astronomical units beyond Pluto Z) at the heliopause,W) THE MAIN ASTEROID BELT
