type,subject,format,question,answer
toss-up,chemistry,Multiple Choice,"Which of the following strong acids, all at 0.1 molar concentration, will have the LOWEST pH value: W) H SO 2 4 X) HNO 3 Y) HCl Z) HClO 4","W) H SO
2 4"
bonus,chemistry,Short Answer,"Giving its proper charge, what is the oxidation number of the manganese atom in the following compound: MnO – (read as: M, N, O, 4, minus) 4","+7 (ACCEPT: 7)
(Solution: Mn + 4(-2) = -1; Mn = +7)"
toss-up,physics,Multiple Choice,"A field emission microscope requires which of the following: W) a conductor with a very fine point X) high energy alpha particles Y) a light source with a wavelength shorter that the smallest observable feature size Z) a low amplitude, time-varying magnetic field",W) A CONDUCTOR WITH A VERY FINE POINT
bonus,physics,Short Answer,"Rounded to the nearest thousand, how many joules of work are done in pulling a wagon with a force of 2000 newtons over a horizontal surface of 10 meters, with a chain that makes a 45º angle with the surface?","14,000
(Solution: w = F × d × cos angle = 2000N × 10 m × 0.7071 = 14,142)
2007 Regional Science Bowl – Page 1"
toss-up,biology,Multiple Choice,The genetic material of different viruses can be: W) only double-stranded DNA X) only single-stranded DNA or double-stranded DNA Y) only double-stranded DNA or double-stranded RNA Z) either single-stranded DNA and RNA or double-stranded DNA and RNA,"Z) EITHER SINGLE-STRANDED DNA AND RNA OR DOUBLE-STRANDED
DNA AND RNA"
bonus,biology,Multiple Choice,Which of the following is NOT characteristic of retroviruses: W) they have single-stranded RNA as their genetic material X) they make mRNA from their original RNA Y) they incorporate their genome into the DNA of the host cell using reverse transcriptase Z) the host cell polymerase transcribes viral genes,X) THEY MAKE mRNA FROM THEIR ORIGINAL RNA
toss-up,math,Short Answer,"A circle has a radius of 8 centimeters. Find the central angle, in degrees, of a sector of a circle if its arc length is 2π centimeters:","45
(Solution: arc/circumference = n/360; n = 45º)"
bonus,math,Multiple Choice,"Which of the following is closest to the radius of a sphere, in meters, given that its volume is 400 cubic meters: W) 2.15 X) 4.57 Y) 6.28 Z) 9.76","X) 4.57
(Solution: V = 4/3πr3; 400 = 4/3(3.14)(r)3; r = 3 95.5 = 4.57)
2007 Regional Science Bowl – Page 2"
toss-up,earth science,Multiple Choice,"Which of the following typically requires warm, clear, shallow water characterized by low nutrient concentration and a hard coastal substrate to develop: W) barrier island X) estuary Y) lagoon Z) coral reef",Z) CORAL REEF
bonus,earth science,Multiple Choice,"Which of the following is TRUE regarding climate: W) monsoon climates typically lack seasonal precipitation X) a prolonged rain-shadow effect would most likely produce a tropical climate Y) chaparral vegetation predominates in Mediterranean climates Z) grassland steppes predominate in humid, mid-latitude conditions","Y) CHAPARRAL VEGETATION PREDOMINATES IN MEDITERRANEAN
CLIMATES"
