type,subject,format,question,answer
toss-up,math,Short Answer,"1) Math – Short Answer Charlie has a rectangular pool in his backyard, with sides of lengths 12 and 8. He wants to add a concrete sidewalk of width 2 around the pool. When he is finished, what is the total area of the sidewalk?",96
bonus,math,Short Answer,"1) Math – Short Answer If the graph of y equals the second-degree polynomial p of x contains the 3 points (0, 0), (4, –24), and (6, 0), what is p of x?",3x2 – 18x (ACCEPT: y = 3x2 – 18x)
toss-up,,Short Answer,2) Physical Science – Short Answer How many total electrons does an atom of neutral beryllium possess?,4
bonus,,Short Answer,"2) Physical Science – Short Answer A 6-ohm and an 8-ohm resistor are connected in parallel, and then this circuit is connected in series to a 5-ohm resistor. In ohms, what is the equivalent resistance of this circuit?",59/7 (ACCEPT: 8 3/7)
toss-up,,Short Answer,3) Earth and Space – Short Answer The Milky Way and many other spiral galaxies have a linear structure passing through the galactic center that then spawns spiral arms. What is the term for this type of spiral galaxy?,"BARRED SPIRAL (ACCEPT: SB, SPIRAL BARRED)"
bonus,,Short Answer,3) Earth and Space – Short Answer Identify all of the following three stellar arrangements that would produce a continuous spectrum: 1) A black body; 2) A star that is obscured by a cloud of gas; 3) A cloud of gas that is excited by radiation from a nearby star.,1
toss-up,energy,Multiple Choice,4) Energy – Multiple Choice Scientists supported by the Department of Energy are studying vibrational energy levels in molecules. What region of the electromagnetic spectrum are they using to probe these energy levels? W) Visible X) Ultraviolet Y) Radio Z) Infrared,Z) INFRARED
bonus,energy,Multiple Choice,"4) Energy – Multiple Choice Scientists supported by the Department of Energy are studying piezoelectricity, which is a phenomenon typically demonstrated by what type of material? W) Liquids X) Gases Y) Ceramics Z) Plasmas",Y) CERAMICS
toss-up,,Multiple Choice,5) Life Science – Multiple Choice What gene elements are removed from mRNA through the process of splicing? W) Poly-A tails X) Promoters Y) Exons Z) Introns,Z) INTRONS
bonus,,Multiple Choice,"5) Life Science – Multiple Choice Kate is constructing a cladogram [KLAD-oh-gram] that includes angiosperms, conifers, ferns, and mosses. Which of the following is most likely to be an ancestral trait of this cladogram? W) Flowers X) Stems Y) Vasculature Z) Seeds",X) STEMS
toss-up,math,Short Answer,"6) Math – Short Answer The rate at which a factory packs boxes is proportional to the square of the number of people working. If one person packs 8 boxes an hour, how many boxes will 3 people pack in one hour?",72
